match,home_team,away_team,market_name,player_name,outcome_name,player_team,line,over_price,agency,opposition_team,under_price
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,Keon Johnson,NA,Brooklyn Nets,20.5,1.95,Betr,Memphis Grizzlies,1.8
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,Keldon Johnson,NA,San Antonio Spurs,20.5,1.95,Betr,Memphis Grizzlies,1.8
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,Chris Paul,NA,San Antonio Spurs,21.5,2.3,Betr,Memphis Grizzlies,1.56
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,Chris Paul,NA,San Antonio Spurs,17.5,1.45,Betr,Memphis Grizzlies,2.6
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,De'Aaron Fox,NA,San Antonio Spurs,35.5,2.15,Betr,Memphis Grizzlies,1.65
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,Devin Vassell,NA,San Antonio Spurs,19.5,1.51,Betr,Memphis Grizzlies,2.5
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,Devin Vassell,NA,San Antonio Spurs,20.5,1.65,Betr,Memphis Grizzlies,2.15
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,Devin Vassell,NA,San Antonio Spurs,21.5,1.83,Betr,Memphis Grizzlies,1.91
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,De'Aaron Fox,NA,San Antonio Spurs,32.5,1.69,Betr,Memphis Grizzlies,2.1
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,De'Aaron Fox,NA,San Antonio Spurs,33.5,1.83,Betr,Memphis Grizzlies,1.91
Memphis Grizzlies v San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,Player PRAs,De'Aaron Fox,NA,San Antonio Spurs,34.5,2,Betr,Memphis Grizzlies,1.77
