match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,agency
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Daniel Gafford,Dallas Mavericks,Oklahoma City Thunder,20.5,2,1.76,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Kyrie Irving,Dallas Mavericks,Oklahoma City Thunder,40.5,1.86,1.86,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Derrick Jones Jr,Dallas Mavericks,Oklahoma City Thunder,11.5,1.86,1.86,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Dereck Lively II,Dallas Mavericks,Oklahoma City Thunder,15.5,1.86,1.86,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,PJ Washington,Dallas Mavericks,Oklahoma City Thunder,23.5,2,1.76,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Luguentz Dort,Oklahoma City Thunder,Dallas Mavericks,16.5,1.86,1.86,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Josh Giddey,Oklahoma City Thunder,Dallas Mavericks,22.5,1.9,1.83,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Shai Gilgeous-Alexander,Oklahoma City Thunder,Dallas Mavericks,43.5,1.86,1.86,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Gordon Hayward,Oklahoma City Thunder,Dallas Mavericks,11.5,1.95,1.8,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Chet Holmgren,Oklahoma City Thunder,Dallas Mavericks,27.5,1.86,1.86,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Isaiah Joe,Oklahoma City Thunder,Dallas Mavericks,10.5,1.86,1.86,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Cason Wallace,Oklahoma City Thunder,Dallas Mavericks,9.5,1.86,1.86,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Aaron Wiggins,Oklahoma City Thunder,Dallas Mavericks,10.5,1.95,1.8,Bet365
Oklahoma City Thunder v Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,Player PRAs,Jalen Williams,Oklahoma City Thunder,Dallas Mavericks,27.5,1.9,1.83,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,Precious Achiuwa,New York Knicks,Portland Trail Blazers,15.5,1.86,1.86,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,OG Anunoby,New York Knicks,Portland Trail Blazers,19.5,1.86,1.86,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,Bojan Bogdanovic,New York Knicks,Portland Trail Blazers,13.5,1.9,1.83,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,Jalen Brunson,New York Knicks,Portland Trail Blazers,37.5,1.86,1.86,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,Donte DiVincenzo,New York Knicks,Portland Trail Blazers,23.5,1.71,2.1,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,Josh Hart,New York Knicks,Portland Trail Blazers,26.5,1.8,1.95,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,Isaiah Hartenstein,New York Knicks,Portland Trail Blazers,15.5,1.83,1.9,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,DeAndre Ayton,Portland Trail Blazers,New York Knicks,32.5,1.86,1.86,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,Toumani Camara,Portland Trail Blazers,New York Knicks,17.5,1.86,1.86,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,Scoot Henderson,Portland Trail Blazers,New York Knicks,24.5,1.86,1.86,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,Kris Murray,Portland Trail Blazers,New York Knicks,15.5,1.86,1.86,Bet365
Portland Trail Blazers v New York Knicks,Portland Trail Blazers,New York Knicks,Player PRAs,Matisse Thybulle,Portland Trail Blazers,New York Knicks,11.5,1.95,1.8,Bet365
