match,home_team,away_team,player_name,player_team,opposition_team,market_name,line,over_price,under_price,agency,prop_id,under_prop_id
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Zach LaVine,Sacramento Kings,Denver Nuggets,Player Points,19.5,1.38,NA,TAB,635870,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Jamal Murray,Denver Nuggets,Sacramento Kings,Player Points,19.5,1.42,NA,TAB,635866,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,DeMar DeRozan,Sacramento Kings,Denver Nuggets,Player Points,19.5,1.75,NA,TAB,635871,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Aaron Gordon,Denver Nuggets,Sacramento Kings,Player Points,19.5,2.6,NA,TAB,635867,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Domantas Sabonis,Sacramento Kings,Denver Nuggets,Player Points,19.5,2.9,NA,TAB,635872,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Cameron Johnson,Denver Nuggets,Sacramento Kings,Player Points,19.5,5,NA,TAB,635868,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Dennis Schr<c3><b6>der,NA,NA,Player Points,19.5,5.25,NA,TAB,635874,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Christian Braun,Denver Nuggets,Sacramento Kings,Player Points,19.5,6,NA,TAB,635869,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Nikola Joki<c4><87>,NA,NA,Player Points,24.5,1.72,NA,TAB,635877,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Zach LaVine,Sacramento Kings,Denver Nuggets,Player Points,24.5,1.95,NA,TAB,635880,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Jamal Murray,Denver Nuggets,Sacramento Kings,Player Points,24.5,2.3,NA,TAB,635878,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,DeMar DeRozan,Sacramento Kings,Denver Nuggets,Player Points,24.5,2.3,NA,TAB,635881,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Aaron Gordon,Denver Nuggets,Sacramento Kings,Player Points,24.5,6.5,NA,TAB,635879,NA
Denver Nuggets v Sacramento Kings,Denver Nuggets,Sacramento Kings,Domantas Sabonis,Sacramento Kings,Denver Nuggets,Player Points,24.5,6.5,NA,TAB,635882,NA
