match,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,agency,opposition_team
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Paolo Banchero,Orlando Magic,0.5,1.42,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Paolo Banchero,Orlando Magic,1.5,3,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Jalen Suggs,Orlando Magic,0.5,1.35,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Jalen Suggs,Orlando Magic,1.5,2.5,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Franz Wagner,Orlando Magic,0.5,1.11,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Franz Wagner,Orlando Magic,1.5,1.5,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Franz Wagner,Orlando Magic,2.5,2.5,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Luka Doncic,Dallas Mavericks,2.5,1.38,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Luka Doncic,Dallas Mavericks,3.5,1.96,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Luka Doncic,Dallas Mavericks,4.5,3.1,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Kyrie Irving,Dallas Mavericks,0.5,1.08,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Kyrie Irving,Dallas Mavericks,1.5,1.38,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Kyrie Irving,Dallas Mavericks,2.5,2.15,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Derrick Jones Jr.,Dallas Mavericks,0.5,1.78,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Derrick Jones Jr.,Dallas Mavericks,1.5,4.75,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Grant Williams,Dallas Mavericks,1.5,1.35,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Grant Williams,Dallas Mavericks,2.5,2,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Grant Williams,Dallas Mavericks,3.5,3.5,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Cole Anthony,Orlando Magic,0.5,1.32,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Cole Anthony,Orlando Magic,1.5,2.38,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Cole Anthony,Orlando Magic,2.5,5.5,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Moritz Wagner,Orlando Magic,0.5,1.55,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Moritz Wagner,Orlando Magic,1.5,3.4,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Joe Ingles,Orlando Magic,0.5,1.22,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Joe Ingles,Orlando Magic,1.5,2,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Joe Ingles,Orlando Magic,2.5,4,NA,BetRight,Dallas Mavericks
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Josh Green,Dallas Mavericks,0.5,1.38,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Josh Green,Dallas Mavericks,1.5,2.63,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Tim Hardaway Jr.,Dallas Mavericks,1.5,1.21,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Tim Hardaway Jr.,Dallas Mavericks,2.5,1.62,NA,BetRight,Orlando Magic
Orlando Magic v Dallas Mavericks,Orlando Magic,Dallas Mavericks,Player Three Pointers,Tim Hardaway Jr.,Dallas Mavericks,3.5,2.5,NA,BetRight,Orlando Magic
Detroit Pistons v Golden State Warriors,Detroit Pistons,Golden State Warriors,Player Three Pointers,Cade Cunningham,Detroit Pistons,0.5,1.08,NA,BetRight,Golden State Warriors
Detroit Pistons v Golden State Warriors,Detroit Pistons,Golden State Warriors,Player Three Pointers,Cade Cunningham,Detroit Pistons,1.5,1.38,NA,BetRight,Golden State Warriors
Detroit Pistons v Golden State Warriors,Detroit Pistons,Golden State Warriors,Player Three Pointers,Cade Cunningham,Detroit Pistons,2.5,2.15,NA,BetRight,Golden State Warriors
Detroit Pistons v Golden State Warriors,Detroit Pistons,Golden State Warriors,Player Three Pointers,Stephen Curry,Golden State Warriors,3.5,1.5,NA,BetRight,Detroit Pistons
