match,home_team,away_team,market_name,player_name,player_team,line,over_price,agency,event_id,outcome_name,outcome_id,fixed_market_id,opposition_team,under_price,outcome_name_unders,outcome_id_unders,fixed_market_id_unders
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Tre Johnson,Washington Wizards,7.5,1.15,BetRight,56389993,Tre Johnson 8+,1,304473758,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Tre Johnson,Washington Wizards,9.5,1.33,BetRight,56389993,Tre Johnson 10+,2,304473761,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Tre Johnson,Washington Wizards,11.5,1.62,BetRight,56389993,Tre Johnson 12+,3,304473759,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Tre Johnson,Washington Wizards,14.5,2.5,BetRight,56389993,Tre Johnson 15+,4,304473757,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Tre Johnson,Washington Wizards,17.5,4.33,BetRight,56389993,Tre Johnson 18+,5,304473760,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Alex Sarr,Washington Wizards,7.5,1.1,BetRight,56389994,Alexandre Sarr 8+,1,304473763,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Alex Sarr,Washington Wizards,9.5,1.26,BetRight,56389994,Alexandre Sarr 10+,2,304473766,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Alex Sarr,Washington Wizards,11.5,1.53,BetRight,56389994,Alexandre Sarr 12+,3,304473764,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Alex Sarr,Washington Wizards,14.5,2.38,BetRight,56389994,Alexandre Sarr 15+,4,304473765,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Alex Sarr,Washington Wizards,17.5,4.2,BetRight,56389994,Alexandre Sarr 18+,5,304473762,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Trae Young,Washington Wizards,9.5,1.15,BetRight,56389995,Trae Young 10+,1,304473769,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Trae Young,Washington Wizards,11.5,1.33,BetRight,56389995,Trae Young 12+,2,304473771,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Trae Young,Washington Wizards,14.5,1.83,BetRight,56389995,Trae Young 15+,3,304473768,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Trae Young,Washington Wizards,17.5,2.9,BetRight,56389995,Trae Young 18+,4,304473770,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Trae Young,Washington Wizards,19.5,4.2,BetRight,56389995,Trae Young 20+,5,304473767,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Will Riley,Washington Wizards,7.5,1.1,BetRight,56407373,Will Riley 8+,1,304540207,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Will Riley,Washington Wizards,9.5,1.26,BetRight,56407373,Will Riley 10+,2,304540205,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Will Riley,Washington Wizards,11.5,1.5,BetRight,56407373,Will Riley 12+,3,304540208,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Will Riley,Washington Wizards,14.5,2.2,BetRight,56407373,Will Riley 15+,4,304540206,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Will Riley,Washington Wizards,17.5,3.8,BetRight,56407373,Will Riley 18+,5,304540209,New Orleans Pelicans,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Carlton Carrington,NA,4.5,1.26,BetRight,56421175,Carlton Carrington 5+,1,304595058,NA,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Carlton Carrington,NA,7.5,1.88,BetRight,56421175,Carlton Carrington 8+,2,304595059,NA,NA,NA,NA,NA
New Orleans Pelicans v Washington Wizards,New Orleans Pelicans,Washington Wizards,Player Points,Carlton Carrington,NA,9.5,2.63,BetRight,56421175,Carlton Carrington 10+,3,304595057,NA,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Stephon Castle,San Antonio Spurs,9.5,1.14,BetRight,56390197,Stephon Castle 10+,1,304474566,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Stephon Castle,San Antonio Spurs,11.5,1.3,BetRight,56390197,Stephon Castle 12+,2,304474569,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Stephon Castle,San Antonio Spurs,14.5,1.75,BetRight,56390197,Stephon Castle 15+,3,304474568,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Stephon Castle,San Antonio Spurs,17.5,2.75,BetRight,56390197,Stephon Castle 18+,4,304474565,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Stephon Castle,San Antonio Spurs,19.5,4,BetRight,56390197,Stephon Castle 20+,5,304474567,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Julian Champagnie,San Antonio Spurs,4.5,1.09,BetRight,56390198,Julian Champagnie 5+,1,304474570,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Julian Champagnie,San Antonio Spurs,7.5,1.36,BetRight,56390198,Julian Champagnie 8+,2,304474573,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Julian Champagnie,San Antonio Spurs,9.5,1.7,BetRight,56390198,Julian Champagnie 10+,3,304474572,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Julian Champagnie,San Antonio Spurs,11.5,2.25,BetRight,56390198,Julian Champagnie 12+,4,304474574,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Julian Champagnie,San Antonio Spurs,14.5,3.8,BetRight,56390198,Julian Champagnie 15+,5,304474571,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,De'Aaron Fox,San Antonio Spurs,11.5,1.15,BetRight,56390199,De'Aaron Fox 12+,2,304474577,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,De'Aaron Fox,San Antonio Spurs,14.5,1.4,BetRight,56390199,De'Aaron Fox 15+,3,304474576,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,De'Aaron Fox,San Antonio Spurs,17.5,1.94,BetRight,56390199,De'Aaron Fox 18+,4,304474578,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,De'Aaron Fox,San Antonio Spurs,19.5,2.5,BetRight,56390199,De'Aaron Fox 20+,5,304474575,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,De'Aaron Fox,San Antonio Spurs,24.5,6,BetRight,56390199,De'Aaron Fox 25+,6,304568480,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Dylan Harper,San Antonio Spurs,4.5,1.09,BetRight,56390200,Dylan Harper 5+,1,304474584,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Dylan Harper,San Antonio Spurs,7.5,1.4,BetRight,56390200,Dylan Harper 8+,2,304474582,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Dylan Harper,San Antonio Spurs,9.5,1.83,BetRight,56390200,Dylan Harper 10+,3,304474580,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Dylan Harper,San Antonio Spurs,11.5,2.5,BetRight,56390200,Dylan Harper 12+,4,304474583,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Keldon Johnson,San Antonio Spurs,4.5,1.05,BetRight,56390201,Keldon Johnson 5+,1,304474589,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Keldon Johnson,San Antonio Spurs,7.5,1.24,BetRight,56390201,Keldon Johnson 8+,2,304474585,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Keldon Johnson,San Antonio Spurs,9.5,1.5,BetRight,56390201,Keldon Johnson 10+,3,304474588,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Keldon Johnson,San Antonio Spurs,11.5,1.98,BetRight,56390201,Keldon Johnson 12+,4,304474586,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Keldon Johnson,San Antonio Spurs,14.5,3.3,BetRight,56390201,Keldon Johnson 15+,5,304474587,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Devin Vassell,San Antonio Spurs,7.5,1.11,BetRight,56390202,Devin Vassell 8+,1,304474590,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Devin Vassell,San Antonio Spurs,9.5,1.26,BetRight,56390202,Devin Vassell 10+,2,304474591,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Devin Vassell,San Antonio Spurs,11.5,1.5,BetRight,56390202,Devin Vassell 12+,3,304474593,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Devin Vassell,San Antonio Spurs,14.5,2.15,BetRight,56390202,Devin Vassell 15+,4,304474592,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Devin Vassell,San Antonio Spurs,17.5,3.4,BetRight,56390202,Devin Vassell 18+,5,304474594,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Victor Wembanyama,San Antonio Spurs,17.5,1.13,BetRight,56390203,Victor Wembanyama 18+,1,304474595,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Victor Wembanyama,San Antonio Spurs,19.5,1.25,BetRight,56390203,Victor Wembanyama 20+,2,304474598,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Victor Wembanyama,San Antonio Spurs,24.5,1.83,BetRight,56390203,Victor Wembanyama 25+,3,304474596,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Victor Wembanyama,San Antonio Spurs,29.5,3.5,BetRight,56390203,Victor Wembanyama 30+,4,304474599,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Victor Wembanyama,San Antonio Spurs,34.5,8,BetRight,56390203,Victor Wembanyama 35+,5,304474597,Houston Rockets,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Kevin Durant,Houston Rockets,17.5,1.11,BetRight,56390204,Kevin Durant 18+,1,304474604,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Kevin Durant,Houston Rockets,19.5,1.21,BetRight,56390204,Kevin Durant 20+,2,304474602,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Kevin Durant,Houston Rockets,24.5,1.7,BetRight,56390204,Kevin Durant 25+,3,304474601,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Kevin Durant,Houston Rockets,29.5,3,BetRight,56390204,Kevin Durant 30+,4,304474603,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Kevin Durant,Houston Rockets,34.5,6.5,BetRight,56390204,Kevin Durant 35+,5,304474600,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Tari Eason,Houston Rockets,4.5,1.09,BetRight,56390205,Tari Eason 5+,1,304474607,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Tari Eason,Houston Rockets,7.5,1.33,BetRight,56390205,Tari Eason 8+,2,304474605,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Tari Eason,Houston Rockets,9.5,1.7,BetRight,56390205,Tari Eason 10+,3,304474609,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Tari Eason,Houston Rockets,11.5,2.3,BetRight,56390205,Tari Eason 12+,4,304474606,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Tari Eason,Houston Rockets,14.5,4.1,BetRight,56390205,Tari Eason 15+,5,304474608,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Alperen Sengün,NA,11.5,1.11,BetRight,56390206,Alperen Sengün 12+,1,304474611,NA,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Alperen Sengün,NA,14.5,1.32,BetRight,56390206,Alperen Sengün 15+,2,304474614,NA,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Alperen Sengün,NA,17.5,1.7,BetRight,56390206,Alperen Sengün 18+,3,304474613,NA,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Alperen Sengün,NA,19.5,2.15,BetRight,56390206,Alperen Sengün 20+,4,304474610,NA,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Alperen Sengün,NA,24.5,4.6,BetRight,56390206,Alperen Sengün 25+,5,304474612,NA,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Reed Sheppard,Houston Rockets,7.5,1.13,BetRight,56390207,Reed Sheppard 8+,1,304474615,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Reed Sheppard,Houston Rockets,9.5,1.26,BetRight,56390207,Reed Sheppard 10+,2,304474618,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Reed Sheppard,Houston Rockets,11.5,1.48,BetRight,56390207,Reed Sheppard 12+,3,304474617,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Reed Sheppard,Houston Rockets,14.5,2.05,BetRight,56390207,Reed Sheppard 15+,4,304474619,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Reed Sheppard,Houston Rockets,17.5,3.25,BetRight,56390207,Reed Sheppard 18+,5,304474616,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Jabari Smith Jr.,Houston Rockets,7.5,1.13,BetRight,56390208,Jabari Smith Jr. 8+,1,304474620,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Jabari Smith Jr.,Houston Rockets,9.5,1.26,BetRight,56390208,Jabari Smith Jr. 10+,2,304474623,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Jabari Smith Jr.,Houston Rockets,11.5,1.53,BetRight,56390208,Jabari Smith Jr. 12+,3,304474621,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Jabari Smith Jr.,Houston Rockets,14.5,2.25,BetRight,56390208,Jabari Smith Jr. 15+,4,304474624,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Jabari Smith Jr.,Houston Rockets,17.5,3.8,BetRight,56390208,Jabari Smith Jr. 18+,5,304474622,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Amen Thompson,Houston Rockets,9.5,1.08,BetRight,56390209,Amen Thompson 10+,1,304474627,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Amen Thompson,Houston Rockets,11.5,1.18,BetRight,56390209,Amen Thompson 12+,2,304474628,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Amen Thompson,Houston Rockets,14.5,1.45,BetRight,56390209,Amen Thompson 15+,3,304474626,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Amen Thompson,Houston Rockets,17.5,1.98,BetRight,56390209,Amen Thompson 18+,4,304474629,San Antonio Spurs,NA,NA,NA,NA
San Antonio Spurs v Houston Rockets,San Antonio Spurs,Houston Rockets,Player Points,Amen Thompson,Houston Rockets,19.5,2.6,BetRight,56390209,Amen Thompson 20+,5,304474625,San Antonio Spurs,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Paolo Banchero,Orlando Magic,14.5,1.08,BetRight,56390302,Paolo Banchero 15+,6,304537487,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Paolo Banchero,Orlando Magic,17.5,1.25,BetRight,56390302,Paolo Banchero 18+,1,304474958,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Paolo Banchero,Orlando Magic,19.5,1.42,BetRight,56390302,Paolo Banchero 20+,2,304474959,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Paolo Banchero,Orlando Magic,24.5,2.4,BetRight,56390302,Paolo Banchero 25+,3,304474960,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Paolo Banchero,Orlando Magic,29.5,5.5,BetRight,56390302,Paolo Banchero 30+,4,304474961,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Desmond Bane,Orlando Magic,14.5,1.15,BetRight,56390303,Desmond Bane 15+,1,304474963,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Desmond Bane,Orlando Magic,17.5,1.36,BetRight,56390303,Desmond Bane 18+,2,304474964,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Desmond Bane,Orlando Magic,19.5,1.62,BetRight,56390303,Desmond Bane 20+,3,304474965,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Desmond Bane,Orlando Magic,24.5,2.9,BetRight,56390303,Desmond Bane 25+,4,304474966,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Desmond Bane,Orlando Magic,29.5,6.75,BetRight,56390303,Desmond Bane 30+,5,304474967,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Wendell Carter Jr.,Orlando Magic,4.5,1.1,BetRight,56390304,Wendell Carter Jr. 5+,1,304474968,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Wendell Carter Jr.,Orlando Magic,7.5,1.42,BetRight,56390304,Wendell Carter Jr. 8+,2,304474969,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Wendell Carter Jr.,Orlando Magic,9.5,1.88,BetRight,56390304,Wendell Carter Jr. 10+,3,304474970,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Wendell Carter Jr.,Orlando Magic,11.5,2.63,BetRight,56390304,Wendell Carter Jr. 12+,4,304474971,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Tristan Da Silva,NA,4.5,1.11,BetRight,56390305,Tristan Da Silva 5+,1,304474972,NA,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Tristan Da Silva,NA,7.5,1.42,BetRight,56390305,Tristan Da Silva 8+,2,304474973,NA,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Tristan Da Silva,NA,9.5,1.86,BetRight,56390305,Tristan Da Silva 10+,3,304474974,NA,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Tristan Da Silva,NA,11.5,2.5,BetRight,56390305,Tristan Da Silva 12+,4,304474975,NA,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Jalen Suggs,Orlando Magic,9.5,1.21,BetRight,56390306,Jalen Suggs 10+,1,304474976,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Jalen Suggs,Orlando Magic,11.5,1.4,BetRight,56390306,Jalen Suggs 12+,2,304474977,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Jalen Suggs,Orlando Magic,14.5,1.98,BetRight,56390306,Jalen Suggs 15+,3,304474978,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Jalen Suggs,Orlando Magic,17.5,3.1,BetRight,56390306,Jalen Suggs 18+,4,304474979,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Jalen Suggs,Orlando Magic,19.5,4.6,BetRight,56390306,Jalen Suggs 20+,5,304474980,Milwaukee Bucks,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Ousmane Dieng,Milwaukee Bucks,4.5,1.04,BetRight,56394549,Ousmane Dieng 5+,1,304491326,Orlando Magic,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Ousmane Dieng,Milwaukee Bucks,7.5,1.18,BetRight,56394549,Ousmane Dieng 8+,2,304491327,Orlando Magic,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Ousmane Dieng,Milwaukee Bucks,9.5,1.4,BetRight,56394549,Ousmane Dieng 10+,3,304491328,Orlando Magic,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Ousmane Dieng,Milwaukee Bucks,11.5,1.75,BetRight,56394549,Ousmane Dieng 12+,4,304491329,Orlando Magic,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Ousmane Dieng,Milwaukee Bucks,14.5,2.8,BetRight,56394549,Ousmane Dieng 15+,5,304491330,Orlando Magic,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Ryan Rollins,Milwaukee Bucks,14.5,1.18,BetRight,56394551,Ryan Rollins 15+,3,304491338,Orlando Magic,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Ryan Rollins,Milwaukee Bucks,17.5,1.46,BetRight,56394551,Ryan Rollins 18+,4,304491339,Orlando Magic,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Ryan Rollins,Milwaukee Bucks,19.5,1.75,BetRight,56394551,Ryan Rollins 20+,5,304491340,Orlando Magic,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Ryan Rollins,Milwaukee Bucks,24.5,3.3,BetRight,56394551,Ryan Rollins 25+,6,304591206,Orlando Magic,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Ryan Rollins,Milwaukee Bucks,29.5,7.5,BetRight,56394551,Ryan Rollins 30+,7,304599506,Orlando Magic,NA,NA,NA,NA
Milwaukee Bucks v Orlando Magic,Milwaukee Bucks,Orlando Magic,Player Points,Myles Turner,Milwaukee Bucks,4.5,1.09,BetRight,56394552,Myles Turner 5+,1,304491341,Orlando Magic,NA,NA,NA,NA
