match,home_team,away_team,market_name,player_name,outcome_name,player_team,line,over_price,agency,opposition_team,under_price
Detroit Pistons v New York Knicks,Detroit Pistons,New York Knicks,Player Blocks,Mitchell Robinson,NA,New York Knicks,0.5,1.53,Betr,Detroit Pistons,2.4
Detroit Pistons v New York Knicks,Detroit Pistons,New York Knicks,Player Blocks,Mitchell Robinson,NA,New York Knicks,1.5,3.4,Betr,Detroit Pistons,1.3
Los Angeles Clippers v Denver Nuggets,Los Angeles Clippers,Denver Nuggets,Player Blocks,Ivica Zubac,NA,Los Angeles Clippers,0.5,1.42,Betr,Denver Nuggets,2.7
Los Angeles Clippers v Denver Nuggets,Los Angeles Clippers,Denver Nuggets,Player Blocks,Ivica Zubac,NA,Los Angeles Clippers,1.5,2.85,Betr,Denver Nuggets,1.4
Los Angeles Clippers v Denver Nuggets,Los Angeles Clippers,Denver Nuggets,Player Blocks,James Harden,NA,Los Angeles Clippers,0.5,1.53,Betr,Denver Nuggets,2.4
Los Angeles Clippers v Denver Nuggets,Los Angeles Clippers,Denver Nuggets,Player Blocks,James Harden,NA,Los Angeles Clippers,1.5,3.4,Betr,Denver Nuggets,1.29
Golden State Warriors v Houston Rockets,Golden State Warriors,Houston Rockets,Player Blocks,Draymond Green,NA,Golden State Warriors,0.5,1.36,Betr,Houston Rockets,3
Golden State Warriors v Houston Rockets,Golden State Warriors,Houston Rockets,Player Blocks,Draymond Green,NA,Golden State Warriors,1.5,2.55,Betr,Houston Rockets,1.45
Golden State Warriors v Houston Rockets,Golden State Warriors,Houston Rockets,Player Blocks,NA,NA,NA,0.5,1.33,Betr,NA,3.2
Golden State Warriors v Houston Rockets,Golden State Warriors,Houston Rockets,Player Blocks,NA,NA,NA,1.5,2.45,Betr,NA,1.53
