match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,agency
Milwaukee Bucks v Phoenix Suns,Milwaukee Bucks,Phoenix Suns,Player Rebounds,Royce O'Neale,Phoenix Suns,Milwaukee Bucks,5.5,2.1,1.6,BetKings
Milwaukee Bucks v Phoenix Suns,Milwaukee Bucks,Phoenix Suns,Player Rebounds,Brook Lopez,Milwaukee Bucks,Phoenix Suns,5.5,1.81,1.85,BetKings
Milwaukee Bucks v Phoenix Suns,Milwaukee Bucks,Phoenix Suns,Player Rebounds,Oso Ighodaro,Phoenix Suns,Milwaukee Bucks,5.5,2.2,1.56,BetKings
Milwaukee Bucks v Phoenix Suns,Milwaukee Bucks,Phoenix Suns,Player Rebounds,Kyle Kuzma,Milwaukee Bucks,Phoenix Suns,6.5,1.77,1.88,BetKings
Milwaukee Bucks v Phoenix Suns,Milwaukee Bucks,Phoenix Suns,Player Rebounds,Royce O'Neale,Phoenix Suns,Milwaukee Bucks,4.5,1.59,2.15,BetKings
Milwaukee Bucks v Phoenix Suns,Milwaukee Bucks,Phoenix Suns,Player Rebounds,Giannis Antetokounmpo,Milwaukee Bucks,Phoenix Suns,11.5,1.7,1.99,BetKings
Milwaukee Bucks v Phoenix Suns,Milwaukee Bucks,Phoenix Suns,Player Rebounds,Nick Richards,Phoenix Suns,Milwaukee Bucks,8.5,1.93,1.74,BetKings
New York Knicks v Philadelphia 76ers,New York Knicks,Philadelphia 76ers,Player Rebounds,Josh Hart,New York Knicks,Philadelphia 76ers,9.5,1.68,2.01,BetKings
New York Knicks v Philadelphia 76ers,New York Knicks,Philadelphia 76ers,Player Rebounds,OG Anunoby,New York Knicks,Philadelphia 76ers,5.5,2.07,1.64,BetKings
New York Knicks v Philadelphia 76ers,New York Knicks,Philadelphia 76ers,Player Rebounds,Adem Bona,Philadelphia 76ers,New York Knicks,7.5,2.1,1.62,BetKings
New York Knicks v Philadelphia 76ers,New York Knicks,Philadelphia 76ers,Player Rebounds,Guerschon Yabusele,Philadelphia 76ers,New York Knicks,5.5,1.98,1.7,BetKings
New York Knicks v Philadelphia 76ers,New York Knicks,Philadelphia 76ers,Player Rebounds,Karl-Anthony Towns,New York Knicks,Philadelphia 76ers,11.5,1.97,1.71,BetKings
Atlanta Hawks v Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,Player Rebounds,Dyson Daniels,Atlanta Hawks,Portland Trail Blazers,6.5,2.02,1.67,BetKings
Atlanta Hawks v Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,Player Rebounds,Shaedon Sharpe,Portland Trail Blazers,Atlanta Hawks,5.5,2.15,1.57,BetKings
Atlanta Hawks v Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,Player Rebounds,Donovan Clingan,Portland Trail Blazers,Atlanta Hawks,9.5,1.61,2.1,BetKings
Atlanta Hawks v Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,Player Rebounds,Toumani Camara,Portland Trail Blazers,Atlanta Hawks,5.5,1.88,1.78,BetKings
Atlanta Hawks v Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,Player Rebounds,Onyeka Okongwu,Atlanta Hawks,Portland Trail Blazers,11.5,2.01,1.68,BetKings
San Antonio Spurs v Orlando Magic,San Antonio Spurs,Orlando Magic,Player Rebounds,Jeremy Sochan,San Antonio Spurs,Orlando Magic,6.5,1.76,1.91,BetKings
San Antonio Spurs v Orlando Magic,San Antonio Spurs,Orlando Magic,Player Rebounds,Paolo Banchero,Orlando Magic,San Antonio Spurs,7.5,1.98,1.7,BetKings
San Antonio Spurs v Orlando Magic,San Antonio Spurs,Orlando Magic,Player Rebounds,Wendell Carter Jr.,Orlando Magic,San Antonio Spurs,8.5,2,1.69,BetKings
San Antonio Spurs v Orlando Magic,San Antonio Spurs,Orlando Magic,Player Rebounds,Devin Vassell,San Antonio Spurs,Orlando Magic,4.5,1.93,1.74,BetKings
San Antonio Spurs v Orlando Magic,San Antonio Spurs,Orlando Magic,Player Rebounds,Franz Wagner,Orlando Magic,San Antonio Spurs,5.5,1.64,2.06,BetKings
San Antonio Spurs v Orlando Magic,San Antonio Spurs,Orlando Magic,Player Rebounds,Keldon Johnson,San Antonio Spurs,Orlando Magic,5.5,2.05,1.66,BetKings
San Antonio Spurs v Orlando Magic,San Antonio Spurs,Orlando Magic,Player Rebounds,Sandro Mamukelashvili,San Antonio Spurs,Orlando Magic,4.5,1.73,1.94,BetKings
Chicago Bulls v Toronto Raptors,Chicago Bulls,Toronto Raptors,Player Rebounds,Scottie Barnes,Toronto Raptors,Chicago Bulls,6.5,1.66,2.05,BetKings
Chicago Bulls v Toronto Raptors,Chicago Bulls,Toronto Raptors,Player Rebounds,Josh Giddey,Chicago Bulls,Toronto Raptors,8.5,1.84,1.81,BetKings
Chicago Bulls v Toronto Raptors,Chicago Bulls,Toronto Raptors,Player Rebounds,Jakob Poeltl,Toronto Raptors,Chicago Bulls,8.5,1.88,1.77,BetKings
Chicago Bulls v Toronto Raptors,Chicago Bulls,Toronto Raptors,Player Rebounds,Matas Buzelis,Chicago Bulls,Toronto Raptors,5.5,1.92,1.75,BetKings
Chicago Bulls v Toronto Raptors,Chicago Bulls,Toronto Raptors,Player Rebounds,Orlando Robinson,Toronto Raptors,Chicago Bulls,7.5,2.35,1.5,BetKings
Chicago Bulls v Toronto Raptors,Chicago Bulls,Toronto Raptors,Player Rebounds,Jonathan Mogbo,Toronto Raptors,Chicago Bulls,5.5,1.68,2.02,BetKings
Chicago Bulls v Toronto Raptors,Chicago Bulls,Toronto Raptors,Player Rebounds,Nikola Vucevic,NA,NA,9.5,1.77,1.89,BetKings
Memphis Grizzlies v Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Player Rebounds,Jaren Jackson Jr.,Memphis Grizzlies,Golden State Warriors,6.5,2.3,1.52,BetKings
Memphis Grizzlies v Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Player Rebounds,Jimmy Butler,NA,NA,6.5,2.25,1.54,BetKings
Memphis Grizzlies v Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Player Rebounds,Draymond Green,Golden State Warriors,Memphis Grizzlies,6.5,2.1,1.61,BetKings
Memphis Grizzlies v Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Player Rebounds,Zach Edey,Memphis Grizzlies,Golden State Warriors,6.5,1.66,2.04,BetKings
Memphis Grizzlies v Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Player Rebounds,Brandin Podziemski,Golden State Warriors,Memphis Grizzlies,6.5,2.25,1.53,BetKings
Memphis Grizzlies v Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Player Rebounds,Ja Morant,Memphis Grizzlies,Golden State Warriors,4.5,1.76,1.91,BetKings
Memphis Grizzlies v Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Player Rebounds,Santi Aldama,Memphis Grizzlies,Golden State Warriors,6.5,1.84,1.81,BetKings
Memphis Grizzlies v Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Player Rebounds,Desmond Bane,Memphis Grizzlies,Golden State Warriors,5.5,2.1,1.61,BetKings
Denver Nuggets v Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,Player Rebounds,Nikola Jokic,NA,NA,10.5,1.66,2.05,BetKings
Denver Nuggets v Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,Player Rebounds,Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,5.5,1.85,1.81,BetKings
Denver Nuggets v Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,Player Rebounds,Michael Porter Jr.,Denver Nuggets,Minnesota Timberwolves,6.5,1.68,2.02,BetKings
Denver Nuggets v Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,Player Rebounds,Julius Randle,Minnesota Timberwolves,Denver Nuggets,6.5,1.71,1.97,BetKings
Denver Nuggets v Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,Player Rebounds,Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,11.5,1.87,1.79,BetKings
Denver Nuggets v Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,Player Rebounds,Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,4.5,1.67,2.02,BetKings
