gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,pointsOffTurnovers,pointsSecondChance,pointsFastBreak,pointsPaint,oppPointsOffTurnovers,oppPointsSecondChance,oppPointsFastBreak,oppPointsPaint,blocks,blocksAgainst,foulsPersonal,foulsDrawn
0022500281,1610612759,San Antonio,Spurs,SAS,spurs,240:00,6,16,7,38,14,19,11,44,4,6,17,23
0022500280,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,28,18,11,58,11,8,13,40,8,4,23,19
0022500280,1610612757,Portland,Trail Blazers,POR,blazers,240:00,11,8,13,40,28,18,11,58,4,8,19,23
0022500275,1610612755,Philadelphia,76ers,PHI,sixers,240:00,12,15,15,52,21,18,26,72,9,2,21,17
0022500275,1610612748,Miami,Heat,MIA,heat,240:00,21,18,26,72,12,15,15,52,2,9,17,21
0022500276,1610612737,Atlanta,Hawks,ATL,hawks,240:00,23,18,17,66,8,21,0,48,5,2,21,15
0022500276,1610612766,Charlotte,Hornets,CHA,hornets,240:00,8,21,0,48,23,18,17,66,2,5,15,21
0022500279,1610612761,Toronto,Raptors,TOR,raptors,240:00,26,15,13,44,12,14,10,44,4,7,22,20
0022500279,1610612751,Brooklyn,Nets,BKN,nets,240:00,12,14,10,44,26,15,13,44,7,4,20,22
0022500278,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,19,21,14,40,22,12,9,52,4,2,22,17
0022500278,1610612746,LA,Clippers,LAC,clippers,240:00,22,12,9,52,19,21,14,40,2,4,17,22
0022500282,1610612762,Utah,Jazz,UTA,jazz,240:00,10,12,18,54,11,10,26,54,2,4,21,18
0022500282,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,11,10,26,54,10,12,18,54,4,2,18,21
0022500285,1610612751,Brooklyn,Nets,BKN,nets,240:00,10,20,11,30,14,11,10,52,1,6,14,21
0022500285,1610612752,New York,Knicks,NYK,knicks,240:00,14,11,10,52,10,20,11,30,6,1,21,14
0022500292,1610612758,Sacramento,Kings,SAC,kings,265:00,20,10,21,58,11,16,15,48,3,4,21,28
0022500292,1610612750,Minnesota,Timberwolves,MIN,timberwolves,265:00,11,16,15,48,20,10,21,58,4,3,28,21
0022500286,1610612748,Miami,Heat,MIA,heat,240:00,18,15,17,64,15,13,18,52,7,5,16,19
0022500286,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,15,13,18,52,18,15,17,64,5,7,19,16
0022500287,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,17,13,12,46,15,21,10,46,4,3,16,15
0022500287,1610612743,Denver,Nuggets,DEN,nuggets,240:00,15,21,10,46,17,13,12,46,3,4,15,16
0022500284,1610612761,Toronto,Raptors,TOR,raptors,240:00,13,7,22,48,21,8,21,42,1,4,14,13
0022500284,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,21,8,21,42,13,7,22,48,4,1,13,14
0022500291,1610612744,Golden State,Warriors,GSW,warriors,240:00,17,21,14,56,16,17,21,66,5,6,14,14
0022500291,1610612762,Utah,Jazz,UTA,jazz,240:00,16,17,21,66,17,21,14,56,6,5,14,14
0022500288,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,22,12,14,36,9,10,6,32,5,8,26,16
0022500288,1610612757,Portland,Trail Blazers,POR,blazers,240:00,9,10,6,32,22,12,14,36,8,5,16,26
0022500283,1610612754,Indiana,Pacers,IND,pacers,240:00,26,13,11,44,18,12,15,58,4,4,27,27
0022500283,1610612765,Detroit,Pistons,DET,pistons,240:00,18,12,15,58,26,13,11,44,4,4,27,27
0022500290,1610612756,Phoenix,Suns,PHX,suns,240:00,15,13,4,30,26,15,18,54,4,4,20,20
0022500290,1610612745,Houston,Rockets,HOU,rockets,240:00,26,15,18,54,15,13,4,30,4,4,20,20
0022500289,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,23,30,17,78,19,8,21,44,5,3,21,21
0022500289,1610612741,Chicago,Bulls,CHI,bulls,240:00,19,8,21,44,23,30,17,78,3,5,21,21
0022500059,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,20,11,24,62,14,11,8,50,4,2,22,22
0022500059,1610612746,LA,Clippers,LAC,clippers,240:00,14,11,8,50,20,11,24,62,2,4,22,22
0022500058,1610612755,Philadelphia,76ers,PHI,sixers,240:00,12,6,15,56,36,20,25,80,4,4,20,20
0022500058,1610612753,Orlando,Magic,ORL,magic,240:00,36,20,25,80,12,6,15,56,4,4,20,20
0022500057,1610612764,Washington,Wizards,WAS,wizards,240:00,28,6,28,48,19,21,18,56,8,6,19,19
0022500057,1610612737,Atlanta,Hawks,ATL,hawks,240:00,19,21,18,56,28,6,28,48,6,8,19,19
0022500063,1610612761,Toronto,Raptors,TOR,raptors,240:00,18,15,9,46,15,7,11,40,4,7,19,22
0022500063,1610612754,Indiana,Pacers,IND,pacers,240:00,15,7,11,40,18,15,9,46,7,4,22,19
0022500065,1610612740,New Orleans,Pelicans,NOP,pelicans,265:00,25,17,16,50,25,10,9,66,9,8,18,18
0022500065,1610612763,Memphis,Grizzlies,MEM,grizzlies,265:00,25,10,9,66,25,17,16,50,8,9,18,18
0022500061,1610612766,Charlotte,Hornets,CHA,hornets,240:00,19,15,5,40,21,17,20,64,3,4,16,22
0022500061,1610612752,New York,Knicks,NYK,knicks,240:00,21,17,20,64,19,15,5,40,4,3,22,16
0022500060,1610612738,Boston,Celtics,BOS,celtics,240:00,20,18,12,22,15,27,11,42,7,7,27,18
0022500060,1610612765,Detroit,Pistons,DET,pistons,240:00,15,27,11,42,20,18,12,22,7,7,18,27
0022500064,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,20,5,16,52,11,12,8,28,3,5,25,25
0022500064,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,11,12,8,28,20,5,16,52,5,3,25,25
0022500068,1610612758,Sacramento,Kings,SAC,kings,240:00,26,18,8,48,34,24,14,52,6,5,17,14
0022500068,1610612756,Phoenix,Suns,PHX,suns,240:00,34,24,14,52,26,18,8,48,5,6,14,17
0022500067,1610612757,Portland,Trail Blazers,POR,blazers,240:00,9,20,9,46,21,19,12,48,9,6,22,22
0022500067,1610612759,San Antonio,Spurs,SAS,spurs,240:00,21,19,12,48,9,20,9,46,6,9,22,22
0022500062,1610612748,Miami,Heat,MIA,heat,240:00,15,9,16,42,12,10,11,44,7,1,10,15
0022500062,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,12,10,11,44,15,9,16,42,1,7,15,10
0022500066,1610612744,Golden State,Warriors,GSW,warriors,240:00,15,17,6,42,22,17,13,42,5,3,26,20
0022500066,1610612745,Houston,Rockets,HOU,rockets,240:00,22,17,13,42,15,17,6,42,3,5,20,26
0022500076,1610612743,Denver,Nuggets,DEN,nuggets,240:00,14,22,16,44,30,22,16,48,5,5,22,27
0022500076,1610612759,San Antonio,Spurs,SAS,spurs,240:00,30,22,16,48,14,22,16,44,5,5,27,22
0022500075,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,29,6,18,44,12,20,12,48,3,4,22,24
0022500075,1610612756,Phoenix,Suns,PHX,suns,240:00,12,20,12,48,29,6,18,44,4,3,24,22
0022500078,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,12,4,6,52,20,26,19,42,4,4,20,23
0022500078,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,20,26,19,42,12,4,6,52,4,4,23,20
0022500070,1610612751,Brooklyn,Nets,BKN,nets,240:00,8,13,10,36,20,10,31,58,5,7,16,20
0022500070,1610612755,Philadelphia,76ers,PHI,sixers,240:00,20,10,31,58,8,13,10,36,7,5,20,16
0022500073,1610612754,Indiana,Pacers,IND,pacers,240:00,21,14,14,58,9,8,8,38,8,7,16,17
0022500073,1610612764,Washington,Wizards,WAS,wizards,240:00,9,8,8,38,21,14,14,58,7,8,17,16
0022500077,1610612762,Utah,Jazz,UTA,jazz,240:00,8,15,8,52,19,16,19,52,5,5,22,22
0022500077,1610612758,Sacramento,Kings,SAC,kings,240:00,19,16,19,52,8,15,8,52,5,5,22,22
0022500072,1610612765,Detroit,Pistons,DET,pistons,240:00,16,19,18,46,29,14,12,62,8,7,27,25
0022500072,1610612753,Orlando,Magic,ORL,magic,240:00,29,14,12,62,16,19,18,46,7,8,25,27
0022500069,1610612737,Atlanta,Hawks,ATL,hawks,240:00,25,12,36,64,13,13,17,46,5,4,14,17
0022500069,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,13,13,17,46,25,12,36,64,4,5,17,14
0022500079,1610612746,LA,Clippers,LAC,clippers,240:00,19,16,22,38,11,18,5,42,5,6,21,19
0022500079,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,11,18,5,42,19,16,22,38,6,5,19,21
0022500074,1610612752,New York,Knicks,NYK,knicks,240:00,18,22,15,40,15,5,11,36,2,4,21,26
0022500074,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,15,5,11,36,18,22,15,40,4,2,26,21
0022500071,1610612766,Charlotte,Hornets,CHA,hornets,240:00,10,10,15,56,24,7,29,74,10,1,19,18
0022500071,1610612741,Chicago,Bulls,CHI,bulls,240:00,24,7,29,74,10,10,15,56,1,10,18,19
0022500294,1610612766,Charlotte,Hornets,CHA,hornets,265:00,19,12,7,62,13,22,13,58,5,3,19,26
0022500294,1610612761,Toronto,Raptors,TOR,raptors,265:00,13,22,13,58,19,12,7,62,3,5,26,19
0022500293,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,16,9,4,34,17,16,9,50,4,7,16,21
0022500293,1610612738,Boston,Celtics,BOS,celtics,240:00,17,16,9,50,16,9,4,34,7,4,21,16
0022500297,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,24,19,18,48,19,12,7,34,2,4,16,16
0022500297,1610612751,Brooklyn,Nets,BKN,nets,240:00,19,12,7,34,24,19,18,48,4,2,16,16
0022500300,1610612746,LA,Clippers,LAC,clippers,240:00,12,6,15,48,20,9,12,50,6,2,21,19
0022500300,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,20,9,12,50,12,6,15,48,2,6,19,21
0022500299,1610612756,Phoenix,Suns,PHX,suns,240:00,23,12,17,42,7,12,9,42,2,5,23,20
0022500299,1610612743,Denver,Nuggets,DEN,nuggets,240:00,7,12,9,42,23,12,17,42,5,2,20,23
0022500298,1610612744,Golden State,Warriors,GSW,warriors,240:00,11,16,3,52,13,22,16,48,3,2,23,21
0022500298,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,13,22,16,48,11,16,3,52,2,3,21,23
0022500295,1610612754,Indiana,Pacers,IND,pacers,240:00,9,9,8,38,12,8,23,40,10,3,15,14
0022500295,1610612741,Chicago,Bulls,CHI,bulls,240:00,12,8,23,40,9,9,8,38,3,10,14,15
0022500296,1610612748,Miami,Heat,MIA,heat,240:00,23,16,26,54,28,18,19,76,3,3,20,27
0022500296,1610612765,Detroit,Pistons,DET,pistons,240:00,28,18,19,76,23,16,26,54,3,3,27,20
0022500301,1610612762,Utah,Jazz,UTA,jazz,240:00,22,14,8,52,22,21,21,58,4,7,23,18
0022500301,1610612745,Houston,Rockets,HOU,rockets,240:00,22,21,21,58,22,14,8,52,7,4,18,23
0022500305,1610612757,Portland,Trail Blazers,POR,blazers,240:00,12,9,15,36,22,21,17,56,5,9,22,29
0022500305,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,22,21,17,56,12,9,15,36,9,5,29,22
0022500306,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,9,18,7,52,20,10,10,58,0,1,16,15
0022500306,1610612759,San Antonio,Spurs,SAS,spurs,240:00,20,10,10,58,9,18,7,52,1,0,15,16
0022500302,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,25,18,20,42,20,16,16,42,2,4,22,17
0022500302,1610612738,Boston,Celtics,BOS,celtics,240:00,20,16,16,42,25,18,20,42,4,2,17,22
0022500308,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,13,21,17,46,11,10,25,62,10,1,14,27
0022500308,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,11,10,25,62,13,21,17,46,1,10,27,14
0022500304,1610612755,Philadelphia,76ers,PHI,sixers,290:00,20,15,14,58,20,16,23,60,6,6,28,27
0022500304,1610612737,Atlanta,Hawks,ATL,hawks,290:00,20,16,23,60,20,15,14,58,6,6,27,28
0022500307,1610612758,Sacramento,Kings,SAC,kings,240:00,25,10,18,58,7,22,5,62,7,7,22,22
0022500307,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,7,22,5,62,25,10,18,58,7,7,22,22
0022500303,1610612752,New York,Knicks,NYK,knicks,240:00,24,22,11,48,19,9,25,48,3,6,15,15
0022500303,1610612761,Toronto,Raptors,TOR,raptors,240:00,19,9,25,48,24,22,11,48,6,3,15,15
0022500313,1610612748,Miami,Heat,MIA,heat,240:00,18,16,25,46,25,19,22,66,10,3,25,10
0022500313,1610612746,LA,Clippers,LAC,clippers,240:00,25,19,22,66,18,16,25,46,3,10,10,25
0022500311,1610612764,Washington,Wizards,WAS,wizards,240:00,17,20,11,60,18,10,14,34,4,4,17,16
0022500311,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,18,10,14,34,17,20,11,60,4,4,16,17
0022500314,1610612753,Orlando,Magic,ORL,magic,240:00,25,15,19,62,19,9,7,54,11,4,16,23
0022500314,1610612741,Chicago,Bulls,CHI,bulls,240:00,19,9,7,54,25,15,19,62,4,11,23,16
0022500317,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,13,10,2,46,32,4,28,56,0,1,13,16
0022500317,1610612756,Phoenix,Suns,PHX,suns,240:00,32,4,28,56,13,10,2,46,1,0,16,13
0022500312,1610612751,Brooklyn,Nets,BKN,nets,240:00,27,16,22,46,13,16,13,48,3,7,23,15
0022500312,1610612766,Charlotte,Hornets,CHA,hornets,240:00,13,16,13,48,27,16,22,46,7,3,15,23
0022500309,1610612765,Detroit,Pistons,DET,pistons,240:00,17,19,21,58,20,8,13,42,9,4,12,16
0022500309,1610612737,Atlanta,Hawks,ATL,hawks,240:00,20,8,13,42,17,19,21,58,4,9,16,12
0022500316,1610612762,Utah,Jazz,UTA,jazz,240:00,12,24,13,48,17,20,11,54,4,8,31,26
0022500316,1610612745,Houston,Rockets,HOU,rockets,240:00,17,20,11,54,12,24,13,48,8,4,26,31
0022500315,1610612743,Denver,Nuggets,DEN,nuggets,240:00,13,12,11,60,13,6,18,54,5,4,11,19
0022500315,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,13,6,18,54,13,12,11,60,4,5,19,11
0022500310,1610612754,Indiana,Pacers,IND,pacers,240:00,13,25,14,58,17,28,16,62,6,8,22,28
0022500310,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,17,28,16,62,13,25,14,58,8,6,28,22
0022500323,1610612744,Golden State,Warriors,GSW,warriors,240:00,20,10,9,42,23,4,14,58,2,5,22,13
0022500323,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,23,4,14,58,20,10,9,42,5,2,13,22
0022500318,1610612755,Philadelphia,76ers,PHI,sixers,240:00,28,24,24,54,9,11,14,44,6,11,21,15
0022500318,1610612764,Washington,Wizards,WAS,wizards,240:00,9,11,14,44,28,24,24,54,11,6,15,21
0022500320,1610612738,Boston,Celtics,BOS,celtics,240:00,25,16,15,56,19,16,16,42,3,2,20,15
0022500320,1610612752,New York,Knicks,NYK,knicks,240:00,19,16,16,42,25,16,15,56,2,3,15,20
0022500322,1610612759,San Antonio,Spurs,SAS,spurs,240:00,9,17,17,42,6,11,18,58,7,6,22,28
0022500322,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,6,11,18,58,9,17,17,42,6,7,28,22
0022500319,1610612761,Toronto,Raptors,TOR,raptors,240:00,24,13,25,64,21,11,10,50,3,7,28,21
0022500319,1610612757,Portland,Trail Blazers,POR,blazers,240:00,21,11,10,50,24,13,25,64,7,3,21,28
0022500321,1610612740,New Orleans,Pelicans,NOP,pelicans,265:00,10,8,18,70,19,21,13,64,1,4,23,25
0022500321,1610612750,Minnesota,Timberwolves,MIN,timberwolves,265:00,19,21,13,64,10,8,18,70,4,1,25,23
0022500326,1610612753,Orlando,Magic,ORL,magic,240:00,23,11,21,64,13,7,9,42,3,5,19,20
0022500326,1610612759,San Antonio,Spurs,SAS,spurs,240:00,13,7,9,42,23,11,21,64,5,3,20,19
0022500332,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,15,10,19,44,13,24,14,56,7,5,15,13
0022500332,1610612748,Miami,Heat,MIA,heat,240:00,13,24,14,56,15,10,19,44,5,7,13,15
0022500327,1610612737,Atlanta,Hawks,ATL,hawks,240:00,15,12,15,40,15,25,14,52,1,1,17,18
0022500327,1610612746,LA,Clippers,LAC,clippers,240:00,15,25,14,52,15,12,15,40,1,1,18,17
0022500331,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,22,14,16,46,12,25,8,40,6,5,20,18
0022500331,1610612765,Detroit,Pistons,DET,pistons,240:00,12,25,8,40,22,14,16,46,5,6,18,20
0022500328,1610612752,New York,Knicks,NYK,knicks,240:00,22,30,22,54,11,21,7,40,6,7,19,18
0022500328,1610612766,Charlotte,Hornets,CHA,hornets,240:00,11,21,7,40,22,30,22,54,7,6,18,19
0022500330,1610612745,Houston,Rockets,HOU,rockets,240:00,8,20,30,78,16,16,7,46,8,7,10,17
0022500330,1610612758,Sacramento,Kings,SAC,kings,240:00,16,16,7,46,8,20,30,78,7,8,17,10
0022500324,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,12,7,15,46,8,10,17,42,12,4,24,21
0022500324,1610612757,Portland,Trail Blazers,POR,blazers,240:00,8,10,17,42,12,7,15,46,4,12,21,24
0022500325,1610612754,Indiana,Pacers,IND,pacers,240:00,18,14,19,36,17,8,21,52,5,5,24,21
0022500325,1610612743,Denver,Nuggets,DEN,nuggets,240:00,17,8,21,52,18,14,19,36,5,5,21,24
0022500329,1610612741,Chicago,Bulls,CHI,bulls,240:00,21,23,25,60,20,13,16,36,1,8,15,19
0022500329,1610612751,Brooklyn,Nets,BKN,nets,240:00,20,13,16,36,21,23,25,60,8,1,19,15
0022500337,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,23,8,16,68,16,11,23,52,3,10,22,22
0022500337,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,16,11,23,52,23,8,16,68,10,3,22,22
0022500334,1610612764,Washington,Wizards,WAS,wizards,240:00,15,21,8,40,29,25,29,58,4,8,22,20
0022500334,1610612738,Boston,Celtics,BOS,celtics,240:00,29,25,29,58,15,21,8,40,8,4,20,22
0022500335,1610612751,Brooklyn,Nets,BKN,nets,240:00,23,20,9,46,28,9,16,56,7,1,19,23
0022500335,1610612762,Utah,Jazz,UTA,jazz,240:00,28,9,16,56,23,20,9,46,1,7,23,19
0022500333,1610612755,Philadelphia,76ers,PHI,sixers,240:00,25,15,17,44,24,16,8,44,7,4,14,20
0022500333,1610612744,Golden State,Warriors,GSW,warriors,240:00,24,16,8,44,25,15,17,44,4,7,20,14
0022500336,1610612761,Toronto,Raptors,TOR,raptors,240:00,14,20,21,46,14,16,11,58,8,7,20,17
0022500336,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,14,16,11,58,14,20,21,46,7,8,17,20
0022500347,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,21,3,16,60,23,9,13,36,4,2,18,18
0022500347,1610612746,LA,Clippers,LAC,clippers,240:00,23,9,13,36,21,3,16,60,2,4,18,18
0022500343,1610612752,New York,Knicks,NYK,knicks,240:00,9,19,11,54,20,14,12,36,2,1,22,18
0022500343,1610612762,Utah,Jazz,UTA,jazz,240:00,20,14,12,36,9,19,11,54,1,2,18,22
0022500346,1610612745,Houston,Rockets,HOU,rockets,240:00,21,8,16,66,27,29,8,58,8,2,20,22
0022500346,1610612756,Phoenix,Suns,PHX,suns,240:00,27,29,8,58,21,8,16,66,2,8,22,20
0022500341,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,19,16,24,80,11,18,6,44,4,3,22,22
0022500341,1610612759,San Antonio,Spurs,SAS,spurs,240:00,11,18,6,44,19,16,24,80,3,4,22,22
0022500339,1610612753,Orlando,Magic,ORL,magic,240:00,19,12,8,48,10,3,8,52,3,8,19,18
0022500339,1610612748,Miami,Heat,MIA,heat,240:00,10,3,8,52,19,12,8,48,8,3,18,19
0022500348,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,17,5,8,38,21,12,6,36,3,1,21,24
0022500348,1610612755,Philadelphia,76ers,PHI,sixers,240:00,21,12,6,36,17,5,8,38,1,3,24,21
0022500345,1610612741,Chicago,Bulls,CHI,bulls,240:00,13,18,8,36,22,7,15,44,2,8,15,21
0022500345,1610612754,Indiana,Pacers,IND,pacers,240:00,22,7,15,44,13,18,8,36,8,2,21,15
0022500342,1610612765,Detroit,Pistons,DET,pistons,240:00,21,17,11,54,22,18,13,46,7,8,29,35
0022500342,1610612757,Portland,Trail Blazers,POR,blazers,240:00,22,18,13,46,21,17,11,54,8,7,35,29
0022500338,1610612738,Boston,Celtics,BOS,celtics,240:00,14,9,20,38,12,11,8,34,5,2,20,14
0022500338,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,12,11,8,34,14,9,20,38,2,5,14,20
0022500349,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,18,9,10,62,8,8,12,38,3,3,21,17
0022500349,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,8,8,12,38,18,9,10,62,3,3,17,21
0022500340,1610612737,Atlanta,Hawks,ATL,hawks,240:00,10,15,18,44,22,16,26,54,2,6,25,15
0022500340,1610612743,Denver,Nuggets,DEN,nuggets,240:00,22,16,26,54,10,15,18,44,6,2,15,25
0022500344,1610612761,Toronto,Raptors,TOR,raptors,240:00,23,6,20,50,29,13,16,46,4,6,25,20
0022500344,1610612766,Charlotte,Hornets,CHA,hornets,240:00,29,13,16,46,23,6,20,50,6,4,20,25
0022500355,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,14,8,12,40,13,8,10,54,5,3,22,28
0022500355,1610612746,LA,Clippers,LAC,clippers,240:00,13,8,10,54,14,8,12,40,3,5,28,22
0022500354,1610612748,Miami,Heat,MIA,heat,240:00,12,22,11,58,20,17,25,54,4,5,17,19
0022500354,1610612758,Sacramento,Kings,SAC,kings,240:00,20,17,25,54,12,22,11,58,5,4,19,17
0022500353,1610612765,Detroit,Pistons,DET,pistons,240:00,21,21,14,50,25,12,26,38,4,5,26,26
0022500353,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,25,12,26,38,21,21,14,50,5,4,26,26
0022500356,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,34,14,26,74,14,17,8,58,4,6,14,20
0022500356,1610612745,Houston,Rockets,HOU,rockets,240:00,14,17,8,58,34,14,26,74,6,4,20,14
0022500352,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,18,23,8,48,15,14,10,38,4,8,18,19
0022500352,1610612744,Golden State,Warriors,GSW,warriors,240:00,15,14,10,38,18,23,8,48,8,4,19,18
0022500350,1610612751,Brooklyn,Nets,BKN,nets,240:00,17,21,8,66,24,19,27,54,7,3,17,15
0022500350,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,24,19,27,54,17,21,8,66,3,7,15,17
0022500351,1610612764,Washington,Wizards,WAS,wizards,240:00,17,13,5,42,26,29,19,70,5,4,18,16
0022500351,1610612737,Atlanta,Hawks,ATL,hawks,240:00,26,29,19,70,17,13,5,42,4,5,16,18
0022500357,1610612752,New York,Knicks,NYK,knicks,240:00,11,12,12,52,12,16,17,42,7,4,21,16
0022500357,1610612753,Orlando,Magic,ORL,magic,240:00,12,16,17,42,11,12,12,52,4,7,16,21
0022500360,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,31,19,16,52,23,9,8,34,4,5,25,27
0022500360,1610612757,Portland,Trail Blazers,POR,blazers,240:00,23,9,8,34,31,19,16,52,5,4,27,25
0022500359,1610612766,Charlotte,Hornets,CHA,hornets,240:00,13,11,10,46,15,12,11,46,3,2,22,19
0022500359,1610612743,Denver,Nuggets,DEN,nuggets,240:00,15,12,11,46,13,11,10,46,2,3,19,22
0022500363,1610612762,Utah,Jazz,UTA,jazz,240:00,9,9,4,48,27,13,17,52,3,3,17,20
0022500363,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,27,13,17,52,9,9,4,48,3,3,20,17
0022500358,1610612761,Toronto,Raptors,TOR,raptors,240:00,16,4,19,56,10,17,16,42,3,9,18,22
0022500358,1610612738,Boston,Celtics,BOS,celtics,240:00,10,17,16,42,16,4,19,56,9,3,22,18
0022500362,1610612755,Philadelphia,76ers,PHI,sixers,240:00,20,21,11,40,6,9,11,36,4,8,17,22
0022500362,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,6,9,11,36,20,21,11,40,8,4,22,17
0022500361,1610612741,Chicago,Bulls,CHI,bulls,240:00,21,14,13,42,24,23,16,40,4,2,15,16
0022500361,1610612744,Golden State,Warriors,GSW,warriors,240:00,24,23,16,40,21,14,13,42,2,4,16,15
0022500365,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,14,18,9,40,24,10,5,50,1,2,20,20
0022500365,1610612756,Phoenix,Suns,PHX,suns,240:00,24,10,5,50,14,18,9,40,2,1,20,20
0022500366,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,17,6,16,84,16,18,22,62,7,0,23,19
0022500366,1610612759,San Antonio,Spurs,SAS,spurs,240:00,16,18,22,62,17,6,16,84,0,7,19,23
0022500364,1610612754,Indiana,Pacers,IND,pacers,240:00,17,11,12,34,16,18,12,50,7,4,15,18
0022500364,1610612758,Sacramento,Kings,SAC,kings,240:00,16,18,12,50,17,11,12,34,4,7,18,15
0022501202,1610612761,Toronto,Raptors,TOR,raptors,240:00,23,21,19,44,23,25,16,42,4,7,22,19
0022501202,1610612752,New York,Knicks,NYK,knicks,240:00,23,25,16,42,23,21,19,44,7,4,19,22
0022501201,1610612753,Orlando,Magic,ORL,magic,240:00,8,10,14,52,16,7,19,60,6,6,19,16
0022501201,1610612748,Miami,Heat,MIA,heat,240:00,16,7,19,60,8,10,14,52,6,6,16,19
0022501203,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,34,9,18,50,20,6,20,42,7,2,14,13
0022501203,1610612756,Phoenix,Suns,PHX,suns,240:00,20,6,20,42,34,9,18,50,2,7,13,14
0022501204,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,11,2,21,52,16,11,27,46,7,3,23,19
0022501204,1610612759,San Antonio,Spurs,SAS,spurs,240:00,16,11,27,46,11,2,21,52,3,7,19,23
0022501208,1610612758,Sacramento,Kings,SAC,kings,240:00,16,12,12,46,15,18,13,66,4,0,20,18
0022501208,1610612743,Denver,Nuggets,DEN,nuggets,240:00,15,18,13,66,16,12,12,46,0,4,18,20
0022501206,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,23,13,11,50,16,10,14,28,5,1,24,15
0022501206,1610612738,Boston,Celtics,BOS,celtics,240:00,16,10,14,28,23,13,11,50,1,5,15,24
0022501205,1610612745,Houston,Rockets,HOU,rockets,240:00,18,23,24,56,21,12,9,46,1,5,22,20
0022501205,1610612746,LA,Clippers,LAC,clippers,240:00,21,12,9,46,18,23,24,56,5,1,20,22
0022501207,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,16,24,17,88,14,21,25,62,8,7,16,19
0022501207,1610612757,Portland,Trail Blazers,POR,blazers,240:00,14,21,25,62,16,24,17,88,7,8,19,16
0022501211,1610612755,Philadelphia,76ers,PHI,sixers,240:00,5,13,12,36,15,18,13,40,4,4,19,27
0022501211,1610612754,Indiana,Pacers,IND,pacers,240:00,15,18,13,40,5,13,12,36,4,4,27,19
