timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-12T15:43:13Z,Detroit Pistons v Houston Rockets,2024-01-13T00:30:00Z,Detroit Pistons,Houston Rockets,Player Assists,Jalen Duren,Detroit Pistons,1.5,1.6,NA,Houston Rockets,NA,0.62,NA,67,0.34,23,0.74,0.8,0.66,0.26,-0.28,NA,0.11,NA,0.18,NA,TAB,0.20999999999999996
2024-01-12T15:43:13Z,Detroit Pistons v Houston Rockets,2024-01-13T00:30:00Z,Detroit Pistons,Houston Rockets,Player Assists,Jalen Duren,Detroit Pistons,1.5,1.2,NA,Houston Rockets,NA,0.83,NA,67,0.34,23,0.74,0.8,0.66,0.26,-0.49,NA,-0.09,NA,-0.03,NA,Neds,0.20999999999999996
2024-01-12T15:43:13Z,Detroit Pistons v Houston Rockets,2024-01-13T00:30:00Z,Detroit Pistons,Houston Rockets,Player Assists,Jalen Duren,Detroit Pistons,3.5,4.25,NA,Houston Rockets,NA,0.24,NA,67,0.06,23,0.26,0.2,0.94,0.74,-0.18,NA,0.03,NA,-0.04,NA,TAB,0.16000000000000003
2024-01-12T15:43:13Z,Detroit Pistons v Houston Rockets,2024-01-13T00:30:00Z,Detroit Pistons,Houston Rockets,Player Assists,Jalen Duren,Detroit Pistons,3.5,2.5,NA,Houston Rockets,NA,0.4,NA,67,0.06,23,0.26,0.2,0.94,0.74,-0.34,NA,-0.14,NA,-0.2,NA,Neds,0.16000000000000003
2024-01-12T15:43:13Z,Philadelphia 76ers v Sacramento Kings,2024-01-13T00:00:00Z,Philadelphia 76ers,Sacramento Kings,Player Assists,Keegan Murray,Sacramento Kings,1.5,2.4,1.53,Philadelphia 76ers,NA,0.42,0.65,80,0.35,33,0.42,0.4,0.65,0.58,-0.07,-0,0.01,-0.08,-0.02,-0.05,TAB,0.14999999999999997
2024-01-12T15:43:13Z,Philadelphia 76ers v Sacramento Kings,2024-01-13T00:00:00Z,Philadelphia 76ers,Sacramento Kings,Player Assists,Keegan Murray,Sacramento Kings,1.5,2.25,NA,Philadelphia 76ers,NA,0.44,NA,80,0.35,33,0.42,0.4,0.65,0.58,-0.09,NA,-0.02,NA,-0.04,NA,TAB,0.14999999999999997
2024-01-12T15:43:13Z,Philadelphia 76ers v Sacramento Kings,2024-01-13T00:00:00Z,Philadelphia 76ers,Sacramento Kings,Player Assists,Keegan Murray,Sacramento Kings,1.5,1.75,NA,Philadelphia 76ers,NA,0.57,NA,80,0.35,33,0.42,0.4,0.65,0.58,-0.22,NA,-0.15,NA,-0.17,NA,Neds,0.14999999999999997
2024-01-12T15:43:13Z,Detroit Pistons v Houston Rockets,2024-01-13T00:30:00Z,Detroit Pistons,Houston Rockets,Player Assists,Alperen Sengun,Houston Rockets,3.5,1.38,NA,Detroit Pistons,NA,0.72,NA,75,0.48,36,0.78,0.7,0.52,0.22,-0.24,NA,0.05,NA,-0.02,NA,TAB,0.10999999999999999
2024-01-12T15:43:13Z,Detroit Pistons v Houston Rockets,2024-01-13T00:30:00Z,Detroit Pistons,Houston Rockets,Player Assists,Alperen Sengun,Houston Rockets,3.5,1.29,NA,Detroit Pistons,NA,0.78,NA,75,0.48,36,0.78,0.7,0.52,0.22,-0.3,NA,0,NA,-0.08,NA,Pointsbet,0.10999999999999999
2024-01-12T15:43:13Z,Detroit Pistons v Houston Rockets,2024-01-13T00:30:00Z,Detroit Pistons,Houston Rockets,Player Assists,Alperen Sengun,Houston Rockets,3.5,1.28,NA,Detroit Pistons,NA,0.78,NA,75,0.48,36,0.78,0.7,0.52,0.22,-0.3,NA,-0,NA,-0.08,NA,Neds,0.10999999999999999
