timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-22T12:40:54Z,Toronto Raptors v Memphis Grizzlies,2024-01-23T00:30:00Z,Toronto Raptors,Memphis Grizzlies,Player Assists,Jaren Jackson Jr.,Memphis Grizzlies,1.5,1.7,NA,Toronto Raptors,NA,0.59,NA,62,0.27,40,0.55,0.3,0.73,0.45,-0.31,NA,-0.04,NA,-0.29,NA,Neds,0.19000000000000006
2024-01-22T12:40:54Z,Toronto Raptors v Memphis Grizzlies,2024-01-23T00:30:00Z,Toronto Raptors,Memphis Grizzlies,Player Assists,Jaren Jackson Jr.,Memphis Grizzlies,1.5,1.35,NA,Toronto Raptors,NA,0.74,NA,62,0.27,40,0.55,0.3,0.73,0.45,-0.47,NA,-0.19,NA,-0.44,NA,TAB,0.19000000000000006
2024-01-22T12:40:54Z,Toronto Raptors v Memphis Grizzlies,2024-01-23T00:30:00Z,Toronto Raptors,Memphis Grizzlies,Player Assists,Jaren Jackson Jr.,Memphis Grizzlies,1.5,1.29,NA,Toronto Raptors,NA,0.78,NA,62,0.27,40,0.55,0.3,0.73,0.45,-0.5,NA,-0.23,NA,-0.48,NA,Pointsbet,0.19000000000000006
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Keegan Murray,Sacramento Kings,1.5,2.05,NA,Atlanta Hawks,NA,0.49,NA,80,0.35,37,0.43,0.5,0.65,0.57,-0.14,NA,-0.06,NA,0.01,NA,TAB,0.13
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Keegan Murray,Sacramento Kings,1.5,1.62,NA,Atlanta Hawks,NA,0.62,NA,80,0.35,37,0.43,0.5,0.65,0.57,-0.27,NA,-0.18,NA,-0.12,NA,Neds,0.13
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,9.5,3,NA,Sacramento Kings,NA,0.33,NA,74,0.09,42,0.07,0.1,0.91,0.93,-0.24,NA,-0.26,NA,-0.23,NA,TAB,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,9.5,2.8,NA,Sacramento Kings,NA,0.36,NA,74,0.09,42,0.07,0.1,0.91,0.93,-0.26,NA,-0.29,NA,-0.26,NA,BetRight,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,9.5,2.75,NA,Sacramento Kings,NA,0.36,NA,74,0.09,42,0.07,0.1,0.91,0.93,-0.27,NA,-0.29,NA,-0.26,NA,Pointsbet,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player assists,Dejounte Murray,Atlanta Hawks,9.5,2.65,NA,Sacramento Kings,NA,0.38,NA,74,0.09,42,0.07,0.1,0.91,0.93,-0.28,NA,-0.31,NA,-0.28,NA,BlueBet,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,9.5,2.55,NA,Sacramento Kings,NA,0.39,NA,74,0.09,42,0.07,0.1,0.91,0.93,-0.3,NA,-0.32,NA,-0.29,NA,Sportsbet,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,9.5,2.2,NA,Sacramento Kings,NA,0.45,NA,74,0.09,42,0.07,0.1,0.91,0.93,-0.36,NA,-0.38,NA,-0.35,NA,Neds,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,7.5,1.75,NA,Sacramento Kings,NA,0.57,NA,74,0.32,42,0.19,0.1,0.68,0.81,-0.25,NA,-0.38,NA,-0.47,NA,TAB,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,7.5,1.65,NA,Sacramento Kings,NA,0.61,NA,74,0.32,42,0.19,0.1,0.68,0.81,-0.28,NA,-0.42,NA,-0.51,NA,BetRight,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,7.5,1.65,NA,Sacramento Kings,NA,0.61,NA,74,0.32,42,0.19,0.1,0.68,0.81,-0.28,NA,-0.42,NA,-0.51,NA,Pointsbet,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,7.5,1.61,2.23,Sacramento Kings,2024-01-23,0.62,0.45,74,0.32,42,0.19,0.1,0.68,0.81,-0.3,0.23,-0.43,0.36,-0.52,0.45,Unibet,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player assists,Dejounte Murray,Atlanta Hawks,7.5,1.57,NA,Sacramento Kings,NA,0.64,NA,74,0.32,42,0.19,0.1,0.68,0.81,-0.31,NA,-0.45,NA,-0.54,NA,BlueBet,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,7.5,1.5,NA,Sacramento Kings,NA,0.67,NA,74,0.32,42,0.19,0.1,0.68,0.81,-0.34,NA,-0.48,NA,-0.57,NA,Sportsbet,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,7.5,1.45,NA,Sacramento Kings,NA,0.69,NA,74,0.32,42,0.19,0.1,0.68,0.81,-0.37,NA,-0.5,NA,-0.59,NA,Neds,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,5.5,1.24,NA,Sacramento Kings,NA,0.81,NA,74,0.53,42,0.36,0.2,0.47,0.64,-0.28,NA,-0.45,NA,-0.61,NA,TAB,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,5.5,1.19,NA,Sacramento Kings,NA,0.84,NA,74,0.53,42,0.36,0.2,0.47,0.64,-0.31,NA,-0.48,NA,-0.64,NA,Pointsbet,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,5.5,1.1,NA,Sacramento Kings,NA,0.91,NA,74,0.53,42,0.36,0.2,0.47,0.64,-0.38,NA,-0.55,NA,-0.71,NA,Sportsbet,0.12
2024-01-22T12:40:54Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Dejounte Murray,Atlanta Hawks,5.5,1.08,NA,Sacramento Kings,NA,0.93,NA,74,0.53,42,0.36,0.2,0.47,0.64,-0.4,NA,-0.57,NA,-0.73,NA,Neds,0.12
