timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,group_by_header,outcome_name,outcome_name_under,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-03-17T13:03:15Z,Dallas Mavericks v Denver Nuggets,2024-03-17T19:30:00Z,Dallas Mavericks,Denver Nuggets,Player Assists,Kyrie Irving,Dallas Mavericks,Denver Nuggets,7.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,60,0.18,46,0.15,0.2,0.82,0.85,0.04,NA,0.01,NA,0.06,NA,Sportsbet,0.09999999999999998
2024-03-17T13:03:15Z,Dallas Mavericks v Denver Nuggets,2024-03-17T19:30:00Z,Dallas Mavericks,Denver Nuggets,Player Assists,Kyrie Irving,Dallas Mavericks,Denver Nuggets,7.5,6.5,NA,NA,NA,NA,1796735,54620700,4,NA,NA,0.15,NA,60,0.18,46,0.15,0.2,0.82,0.85,0.03,NA,-0,NA,0.05,NA,Pointsbet,0.09999999999999998
2024-03-17T13:03:15Z,Dallas Mavericks v Denver Nuggets,2024-03-17T19:30:00Z,Dallas Mavericks,Denver Nuggets,Player Assists,Kyrie Irving,Dallas Mavericks,Denver Nuggets,7.5,6.25,NA,Player Assists - Kyrie Irving (DAL),Kyrie Irving 8+,NA,NA,NA,NA,NA,NA,0.16,NA,60,0.18,46,0.15,0.2,0.82,0.85,0.02,NA,-0.01,NA,0.04,NA,BetRight,0.09999999999999998
2024-03-17T13:03:15Z,Dallas Mavericks v Denver Nuggets,2024-03-17T19:30:00Z,Dallas Mavericks,Denver Nuggets,Player assists,Kyrie Irving,Dallas Mavericks,Denver Nuggets,7.5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,60,0.18,46,0.15,0.2,0.82,0.85,-0.03,NA,-0.06,NA,-0.01,NA,BlueBet,0.09999999999999998
2024-03-17T13:03:15Z,Dallas Mavericks v Denver Nuggets,2024-03-17T19:30:00Z,Dallas Mavericks,Denver Nuggets,Player Assists,Kyrie Irving,Dallas Mavericks,Denver Nuggets,7.5,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,60,0.18,46,0.15,0.2,0.82,0.85,-0.03,NA,-0.06,NA,-0.01,NA,Dabble,0.09999999999999998
2024-03-17T13:03:15Z,Dallas Mavericks v Denver Nuggets,2024-03-17T19:30:00Z,Dallas Mavericks,Denver Nuggets,Player Assists,Kyrie Irving,Dallas Mavericks,Denver Nuggets,7.5,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,60,0.18,46,0.15,0.2,0.82,0.85,-0.05,NA,-0.08,NA,-0.04,NA,TAB,0.09999999999999998
2024-03-17T13:03:15Z,Dallas Mavericks v Denver Nuggets,2024-03-17T19:30:00Z,Dallas Mavericks,Denver Nuggets,Player Assists,Luka Doncic,Dallas Mavericks,Denver Nuggets,14.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,66,0.02,59,0.12,0.1,0.98,0.88,-0.12,NA,-0.01,NA,-0.03,NA,Bet365,0.09
2024-03-17T13:03:15Z,Dallas Mavericks v Denver Nuggets,2024-03-17T19:30:00Z,Dallas Mavericks,Denver Nuggets,Player Assists,Luka Doncic,Dallas Mavericks,Denver Nuggets,14.5,5.5,NA,Player Assists - Luka Doncic (DAL),Luka Doncic 15+,NA,NA,NA,NA,NA,NA,0.18,NA,66,0.02,59,0.12,0.1,0.98,0.88,-0.17,NA,-0.06,NA,-0.08,NA,BetRight,0.09
2024-03-17T13:03:15Z,Dallas Mavericks v Denver Nuggets,2024-03-17T19:30:00Z,Dallas Mavericks,Denver Nuggets,Player assists,Luka Doncic,Dallas Mavericks,Denver Nuggets,14.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,66,0.02,59,0.12,0.1,0.98,0.88,-0.2,NA,-0.1,NA,-0.12,NA,BlueBet,0.09
2024-03-17T13:03:15Z,Orlando Magic v Toronto Raptors,2024-03-17T22:00:00Z,Orlando Magic,Toronto Raptors,Player Assists,Paolo Banchero,Orlando Magic,Toronto Raptors,9.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,72,0,66,0.06,0.1,1,0.94,-0.12,NA,-0.06,NA,-0.02,NA,Bet365,0.09
