timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-02-03T12:05:54Z,Atlanta Hawks v Golden State Warriors,2024-02-04T00:30:00Z,Atlanta Hawks,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,3.5,5,NA,Atlanta Hawks,NA,NA,NA,NA,NA,0.2,NA,37,0.22,40,0.12,0.3,0.78,0.88,0.02,NA,-0.08,NA,0.1,NA,BetRight,0.12
2024-02-03T12:05:54Z,Atlanta Hawks v Golden State Warriors,2024-02-04T00:30:00Z,Atlanta Hawks,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,3.5,3.1,NA,Atlanta Hawks,NA,NA,NA,NA,NA,0.32,NA,37,0.22,40,0.12,0.3,0.78,0.88,-0.11,NA,-0.2,NA,-0.02,NA,Neds,0.12
2024-02-03T12:05:54Z,New York Knicks v Los Angeles Lakers,2024-02-04T01:30:00Z,New York Knicks,Los Angeles Lakers,Player Assists,Josh Hart,New York Knicks,5.5,2.75,NA,Los Angeles Lakers,NA,NA,NA,NA,NA,0.36,NA,76,0.21,48,0.15,0.2,0.79,0.85,-0.15,NA,-0.22,NA,-0.16,NA,Sportsbet,0.12
2024-02-03T12:05:54Z,New York Knicks v Los Angeles Lakers,2024-02-04T01:30:00Z,New York Knicks,Los Angeles Lakers,Player Assists,Josh Hart,New York Knicks,5.5,2.55,NA,Los Angeles Lakers,1760988,51761965,13,NA,NA,0.39,NA,76,0.21,48,0.15,0.2,0.79,0.85,-0.18,NA,-0.25,NA,-0.19,NA,Pointsbet,0.12
2024-02-03T12:05:54Z,New York Knicks v Los Angeles Lakers,2024-02-04T01:30:00Z,New York Knicks,Los Angeles Lakers,Player Assists,Josh Hart,New York Knicks,5.5,2.1,NA,Los Angeles Lakers,NA,NA,NA,NA,NA,0.48,NA,76,0.21,48,0.15,0.2,0.79,0.85,-0.27,NA,-0.33,NA,-0.28,NA,Neds,0.12
2024-02-03T12:05:54Z,New York Knicks v Los Angeles Lakers,2024-02-04T01:30:00Z,New York Knicks,Los Angeles Lakers,Player Assists,Josh Hart,New York Knicks,7.5,7.75,NA,Los Angeles Lakers,NA,NA,NA,NA,NA,0.13,NA,76,0.07,48,0.04,0.1,0.93,0.96,-0.06,NA,-0.09,NA,-0.03,NA,Sportsbet,0.10999999999999999
2024-02-03T12:05:54Z,New York Knicks v Los Angeles Lakers,2024-02-04T01:30:00Z,New York Knicks,Los Angeles Lakers,Player Assists,Josh Hart,New York Knicks,7.5,7,NA,Los Angeles Lakers,1760988,51761965,14,NA,NA,0.14,NA,76,0.07,48,0.04,0.1,0.93,0.96,-0.08,NA,-0.1,NA,-0.04,NA,Pointsbet,0.10999999999999999
2024-02-03T12:05:54Z,New York Knicks v Los Angeles Lakers,2024-02-04T01:30:00Z,New York Knicks,Los Angeles Lakers,Player Assists,Josh Hart,New York Knicks,7.5,6.5,NA,Los Angeles Lakers,NA,NA,NA,NA,NA,0.15,NA,76,0.07,48,0.04,0.1,0.93,0.96,-0.09,NA,-0.11,NA,-0.05,NA,BetRight,0.10999999999999999
2024-02-03T12:05:54Z,New York Knicks v Los Angeles Lakers,2024-02-04T01:30:00Z,New York Knicks,Los Angeles Lakers,Player assists,Josh Hart,New York Knicks,7.5,5,NA,Los Angeles Lakers,NA,NA,NA,NA,NA,0.2,NA,76,0.07,48,0.04,0.1,0.93,0.96,-0.13,NA,-0.16,NA,-0.1,NA,BlueBet,0.10999999999999999
2024-02-03T12:05:54Z,New York Knicks v Los Angeles Lakers,2024-02-04T01:30:00Z,New York Knicks,Los Angeles Lakers,Player Assists,Josh Hart,New York Knicks,7.5,4.25,NA,Los Angeles Lakers,NA,NA,NA,NA,NA,0.24,NA,76,0.07,48,0.04,0.1,0.93,0.96,-0.17,NA,-0.19,NA,-0.14,NA,Neds,0.10999999999999999
