timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,class_external_id,competition_external_id,event_external_id,market_id,player_id,player_id_unders,prop_id,under_prop_id,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-15T12:26:27Z,Atlanta Hawks v San Antonio Spurs,2024-01-15T20:30:00Z,Atlanta Hawks,San Antonio Spurs,Player Assists,Trae Young,Atlanta Hawks,13.5,4.8,NA,San Antonio Spurs,16,19476,11621326,411666502,1841731474,NA,NA,NA,NA,0.21,NA,73,0.14,36,0.14,0,0.86,0.86,-0.07,NA,-0.07,NA,-0.21,NA,Sportsbet,0.11000000000000001
2024-01-15T12:26:27Z,Atlanta Hawks v San Antonio Spurs,2024-01-15T20:30:00Z,Atlanta Hawks,San Antonio Spurs,Player Assists,Trae Young,Atlanta Hawks,13.5,4.4,NA,San Antonio Spurs,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,73,0.14,36,0.14,0,0.86,0.86,-0.09,NA,-0.09,NA,-0.23,NA,Pointsbet,0.11000000000000001
2024-01-15T12:26:27Z,Atlanta Hawks v San Antonio Spurs,2024-01-15T20:30:00Z,Atlanta Hawks,San Antonio Spurs,Player Assists,Trae Young,Atlanta Hawks,13.5,3.1,NA,San Antonio Spurs,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,73,0.14,36,0.14,0,0.86,0.86,-0.19,NA,-0.18,NA,-0.32,NA,Neds,0.11000000000000001
2024-01-15T12:26:27Z,Cleveland Cavaliers v Chicago Bulls,2024-01-16T00:00:00Z,Cleveland Cavaliers,Chicago Bulls,Player Assists,DeMar DeRozan,Chicago Bulls,7.5,7.5,NA,Cleveland Cavaliers,16,19476,11621328,411680753,1841777345,NA,NA,NA,NA,0.13,NA,74,0.12,39,0.13,0,0.88,0.87,-0.01,NA,-0.01,NA,-0.13,NA,Sportsbet,0.10999999999999999
2024-01-15T12:26:27Z,Cleveland Cavaliers v Chicago Bulls,2024-01-16T00:00:00Z,Cleveland Cavaliers,Chicago Bulls,Player Assists,DeMar DeRozan,Chicago Bulls,7.5,7,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,74,0.12,39,0.13,0,0.88,0.87,-0.02,NA,-0.01,NA,-0.14,NA,Pointsbet,0.10999999999999999
2024-01-15T12:26:27Z,Cleveland Cavaliers v Chicago Bulls,2024-01-16T00:00:00Z,Cleveland Cavaliers,Chicago Bulls,Player Assists,DeMar DeRozan,Chicago Bulls,7.5,6.5,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,74,0.12,39,0.13,0,0.88,0.87,-0.03,NA,-0.03,NA,-0.15,NA,BetRight,0.10999999999999999
2024-01-15T12:26:27Z,Cleveland Cavaliers v Chicago Bulls,2024-01-16T00:00:00Z,Cleveland Cavaliers,Chicago Bulls,Player Assists,DeMar DeRozan,Chicago Bulls,7.5,6,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,599178,NA,NA,0.17,NA,74,0.12,39,0.13,0,0.88,0.87,-0.05,NA,-0.04,NA,-0.17,NA,TAB,0.10999999999999999
2024-01-15T12:26:27Z,Cleveland Cavaliers v Chicago Bulls,2024-01-16T00:00:00Z,Cleveland Cavaliers,Chicago Bulls,Player assists,DeMar DeRozan,Chicago Bulls,7.5,5,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,74,0.12,39,0.13,0,0.88,0.87,-0.08,NA,-0.07,NA,-0.2,NA,BlueBet,0.10999999999999999
2024-01-15T12:26:27Z,Cleveland Cavaliers v Chicago Bulls,2024-01-16T00:00:00Z,Cleveland Cavaliers,Chicago Bulls,Player Assists,DeMar DeRozan,Chicago Bulls,7.5,4.25,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,74,0.12,39,0.13,0,0.88,0.87,-0.11,NA,-0.11,NA,-0.24,NA,Neds,0.10999999999999999
2024-01-15T12:26:27Z,Cleveland Cavaliers v Chicago Bulls,2024-01-16T00:00:00Z,Cleveland Cavaliers,Chicago Bulls,Player Assists,DeMar DeRozan,Chicago Bulls,5.5,2.7,NA,Cleveland Cavaliers,16,19476,11621328,411680752,1841777338,NA,NA,NA,NA,0.37,NA,74,0.42,39,0.38,0.3,0.58,0.62,0.05,NA,0.01,NA,-0.07,NA,Sportsbet,0.09999999999999998
