timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,group_by_header,outcome_name,outcome_name_under,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-03-24T13:04:18Z,Los Angeles Clippers v Indiana Pacers,2024-03-26T02:30:00Z,Los Angeles Clippers,Indiana Pacers,Player Assists,Aaron Nesmith,Indiana Pacers,Los Angeles Clippers,1.5,2.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.67,73,0.44,62,0.39,0.5,0.56,0.61,0.02,-0.11,-0.03,-0.05,0.08,-0.17,Dabble,0.25000000000000006
2024-03-24T13:04:18Z,Los Angeles Lakers v Indiana Pacers,2024-03-25T02:00:00Z,Los Angeles Lakers,Indiana Pacers,Player Assists,Aaron Nesmith,Indiana Pacers,Los Angeles Lakers,1.5,2.25,1.63,NA,NA,NA,1802562,55124839,27,28,NA,0.44,0.61,73,0.44,62,0.39,0.5,0.56,0.61,-0.01,-0.05,-0.06,-0,0.06,-0.11,Pointsbet,0.25000000000000006
2024-03-24T13:04:18Z,Los Angeles Lakers v Indiana Pacers,2024-03-25T02:00:00Z,Los Angeles Lakers,Indiana Pacers,Player Assists,Aaron Nesmith,Indiana Pacers,Los Angeles Lakers,1.5,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,73,0.44,62,0.39,0.5,0.56,0.61,-0.01,NA,-0.06,NA,0.06,NA,TAB,0.25000000000000006
2024-03-24T13:04:18Z,Los Angeles Lakers v Indiana Pacers,2024-03-25T02:00:00Z,Los Angeles Lakers,Indiana Pacers,Player Assists,Aaron Nesmith,Indiana Pacers,Los Angeles Lakers,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,73,0.44,62,0.39,0.5,0.56,0.61,-0.23,NA,-0.28,NA,-0.17,NA,Neds,0.25000000000000006
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,3.5,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,69,0.23,0.1,NA,0.77,NA,NA,0,NA,-0.13,NA,Sportsbet,0.19999999999999998
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,69,0.23,0.1,NA,0.77,NA,NA,-0.02,NA,-0.15,NA,Dabble,0.19999999999999998
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,3.5,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,69,0.23,0.1,NA,0.77,NA,NA,-0.03,NA,-0.17,NA,TAB,0.19999999999999998
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,3.5,3.7,NA,NA,NA,NA,1802450,55100535,52,NA,NA,0.27,NA,NA,NA,69,0.23,0.1,NA,0.77,NA,NA,-0.04,NA,-0.17,NA,Pointsbet,0.19999999999999998
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,3.5,3.6,NA,Player Assists - Chet Holmgren (OKC),Chet Holmgren 4+,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,69,0.23,0.1,NA,0.77,NA,NA,-0.05,NA,-0.18,NA,BetRight,0.19999999999999998
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,3.5,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,69,0.23,0.1,NA,0.77,NA,NA,-0.07,NA,-0.2,NA,BlueBet,0.19999999999999998
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,3.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,69,0.23,0.1,NA,0.77,NA,NA,-0.2,NA,-0.33,NA,Neds,0.19999999999999998
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,1.5,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,69,0.72,0.6,NA,0.28,NA,NA,0.03,NA,-0.09,NA,TAB,0.17000000000000004
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,1.5,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,69,0.72,0.6,NA,0.28,NA,NA,0.03,NA,-0.09,NA,Sportsbet,0.17000000000000004
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,1.5,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,69,0.72,0.6,NA,0.28,NA,NA,0.02,NA,-0.1,NA,Dabble,0.17000000000000004
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,1.5,1.36,NA,NA,NA,NA,1802450,55100535,51,NA,NA,0.74,NA,NA,NA,69,0.72,0.6,NA,0.28,NA,NA,-0.01,NA,-0.14,NA,Pointsbet,0.17000000000000004
2024-03-24T13:04:18Z,Milwaukee Bucks v Oklahoma City Thunder,2024-03-24T23:00:00Z,Milwaukee Bucks,Oklahoma City Thunder,Player Assists,Chet Holmgren,Oklahoma City Thunder,Milwaukee Bucks,1.5,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,69,0.72,0.6,NA,0.28,NA,NA,-0.14,NA,-0.26,NA,Neds,0.17000000000000004
2024-03-24T13:04:18Z,Los Angeles Clippers v Philadelphia 76ers,2024-03-24T19:30:00Z,Los Angeles Clippers,Philadelphia 76ers,Player Assists,Terance Mann,Los Angeles Clippers,Philadelphia 76ers,1.5,2.15,1.69,NA,NA,NA,1802304,55110717,33,34,NA,0.47,0.59,81,0.65,61,0.44,0.2,0.35,0.56,0.19,-0.25,-0.02,-0.03,-0.27,0.21,Pointsbet,0.14
2024-03-24T13:04:18Z,Los Angeles Clippers v Philadelphia 76ers,2024-03-24T19:30:00Z,Los Angeles Clippers,Philadelphia 76ers,Player Assists,Terance Mann,Los Angeles Clippers,Philadelphia 76ers,1.5,2.02,1.75,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.57,81,0.65,61,0.44,0.2,0.35,0.56,0.16,-0.23,-0.05,-0.01,-0.3,0.23,Dabble,0.14
2024-03-24T13:04:18Z,Los Angeles Clippers v Philadelphia 76ers,2024-03-24T19:30:00Z,Los Angeles Clippers,Philadelphia 76ers,Player Assists,Terance Mann,Los Angeles Clippers,Philadelphia 76ers,1.5,2,1.75,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.57,81,0.65,61,0.44,0.2,0.35,0.56,0.15,-0.23,-0.06,-0.01,-0.3,0.23,TAB,0.14
2024-03-24T13:04:18Z,Los Angeles Clippers v Philadelphia 76ers,2024-03-24T19:30:00Z,Los Angeles Clippers,Philadelphia 76ers,Player Assists,Terance Mann,Los Angeles Clippers,Philadelphia 76ers,1.5,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,81,0.65,61,0.44,0.2,0.35,0.56,0.14,NA,-0.07,NA,-0.31,NA,TAB,0.14
2024-03-24T13:04:18Z,Los Angeles Clippers v Philadelphia 76ers,2024-03-24T19:30:00Z,Los Angeles Clippers,Philadelphia 76ers,Player Assists,Terance Mann,Los Angeles Clippers,Philadelphia 76ers,1.5,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,81,0.65,61,0.44,0.2,0.35,0.56,0.04,NA,-0.17,NA,-0.41,NA,Neds,0.14
2024-03-24T13:04:18Z,Minnesota Timberwolves v Golden State Warriors,2024-03-24T23:00:00Z,Minnesota Timberwolves,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,Minnesota Timberwolves,1.5,2.05,1.74,NA,NA,NA,1802451,55118431,15,16,NA,0.49,0.57,37,0.7,60,0.45,0.4,0.3,0.55,0.21,-0.28,-0.04,-0.02,-0.09,0.03,Pointsbet,0.13
2024-03-24T13:04:18Z,Minnesota Timberwolves v Golden State Warriors,2024-03-24T23:00:00Z,Minnesota Timberwolves,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,Minnesota Timberwolves,1.5,2,1.75,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.57,37,0.7,60,0.45,0.4,0.3,0.55,0.2,-0.27,-0.05,-0.02,-0.1,0.03,Dabble,0.13
2024-03-24T13:04:18Z,Minnesota Timberwolves v Golden State Warriors,2024-03-24T23:00:00Z,Minnesota Timberwolves,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,Minnesota Timberwolves,1.5,2,1.75,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.57,37,0.7,60,0.45,0.4,0.3,0.55,0.2,-0.27,-0.05,-0.02,-0.1,0.03,TAB,0.13
2024-03-24T13:04:18Z,Minnesota Timberwolves v Golden State Warriors,2024-03-24T23:00:00Z,Minnesota Timberwolves,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,Minnesota Timberwolves,1.5,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,37,0.7,60,0.45,0.4,0.3,0.55,0.19,NA,-0.06,NA,-0.11,NA,TAB,0.13
2024-03-24T13:04:18Z,Minnesota Timberwolves v Golden State Warriors,2024-03-24T23:00:00Z,Minnesota Timberwolves,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,Minnesota Timberwolves,1.5,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,37,0.7,60,0.45,0.4,0.3,0.55,0.08,NA,-0.17,NA,-0.22,NA,Neds,0.13
2024-03-24T13:04:18Z,Los Angeles Clippers v Philadelphia 76ers,2024-03-24T19:30:00Z,Los Angeles Clippers,Philadelphia 76ers,Player Assists,Tobias Harris,Philadelphia 76ers,Los Angeles Clippers,3.5,2.02,1.74,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.57,74,0.23,61,0.36,0.2,0.77,0.64,-0.27,0.2,-0.13,0.06,-0.3,0.23,TopSport,0.13
2024-03-24T13:04:18Z,Los Angeles Clippers v Philadelphia 76ers,2024-03-24T19:30:00Z,Los Angeles Clippers,Philadelphia 76ers,Player Assists,Tobias Harris,Philadelphia 76ers,Los Angeles Clippers,3.5,1.89,1.87,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.53,74,0.23,61,0.36,0.2,0.77,0.64,-0.3,0.24,-0.17,0.1,-0.33,0.27,Sportsbet,0.13
2024-03-24T13:04:18Z,Los Angeles Clippers v Philadelphia 76ers,2024-03-24T19:30:00Z,Los Angeles Clippers,Philadelphia 76ers,Player Assists,Tobias Harris,Philadelphia 76ers,Los Angeles Clippers,3.5,1.88,1.83,Player Assists Over/Under 3.5 - Tobias Harris (PHI),Tobias Harris Over 3.5,Tobias Harris Under 3.5,NA,NA,NA,NA,NA,0.53,0.55,74,0.23,61,0.36,0.2,0.77,0.64,-0.3,0.22,-0.17,0.09,-0.33,0.25,BetRight,0.13
2024-03-24T13:04:18Z,Los Angeles Clippers v Philadelphia 76ers,2024-03-24T19:30:00Z,Los Angeles Clippers,Philadelphia 76ers,Player Assists,Tobias Harris,Philadelphia 76ers,Los Angeles Clippers,3.5,1.88,NA,Player Assists - Tobias Harris (PHI),Tobias Harris 4+,NA,NA,NA,NA,NA,NA,0.53,NA,74,0.23,61,0.36,0.2,0.77,0.64,-0.3,NA,-0.17,NA,-0.33,NA,BetRight,0.13
2024-03-24T13:04:18Z,Los Angeles Clippers v Philadelphia 76ers,2024-03-24T19:30:00Z,Los Angeles Clippers,Philadelphia 76ers,Player Assists,Tobias Harris,Philadelphia 76ers,Los Angeles Clippers,3.5,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,74,0.23,61,0.36,0.2,0.77,0.64,-0.31,NA,-0.18,NA,-0.34,NA,Sportsbet,0.13
