timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,group_by_header,outcome_name,outcome_name_under,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,Keegan Murray,Sacramento Kings,Los Angeles Lakers,1.5,2.45,1.55,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.65,80,0.35,59,0.46,0.2,0.65,0.54,-0.06,0,0.05,-0.1,-0.21,0.15,Bet365,0.19
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,Keegan Murray,Sacramento Kings,Los Angeles Lakers,1.5,2.3,1.59,NA,NA,NA,1793887,54349374,53,54,NA,0.43,0.63,80,0.35,59,0.46,0.2,0.65,0.54,-0.08,0.02,0.02,-0.09,-0.23,0.17,Pointsbet,0.19
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,Keegan Murray,Sacramento Kings,Los Angeles Lakers,1.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,80,0.35,59,0.46,0.2,0.65,0.54,-0.08,NA,0.02,NA,-0.23,NA,TAB,0.19
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,Keegan Murray,Sacramento Kings,Los Angeles Lakers,1.5,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,80,0.35,59,0.46,0.2,0.65,0.54,-0.25,NA,-0.14,NA,-0.4,NA,Neds,0.19
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,Kevin Huerter,Sacramento Kings,Los Angeles Lakers,1.5,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,75,0.75,62,0.81,1,0.25,0.19,0.11,NA,0.17,NA,0.37,NA,TAB,0.16000000000000003
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,Kevin Huerter,Sacramento Kings,Los Angeles Lakers,1.5,1.53,2.45,NA,NA,NA,1793887,54349374,39,40,NA,0.65,0.41,75,0.75,62,0.81,1,0.25,0.19,0.09,-0.15,0.15,-0.21,0.35,-0.41,Pointsbet,0.16000000000000003
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,Kevin Huerter,Sacramento Kings,Los Angeles Lakers,1.5,1.52,2.55,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.39,75,0.75,62,0.81,1,0.25,0.19,0.09,-0.14,0.15,-0.2,0.34,-0.39,Bet365,0.16000000000000003
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,Kevin Huerter,Sacramento Kings,Los Angeles Lakers,1.5,1.5,NA,NA,NA,NA,1793887,54330649,61,NA,NA,0.67,NA,75,0.75,62,0.81,1,0.25,0.19,0.08,NA,0.14,NA,0.33,NA,Pointsbet,0.16000000000000003
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,Kevin Huerter,Sacramento Kings,Los Angeles Lakers,1.5,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,75,0.75,62,0.81,1,0.25,0.19,-0.05,NA,0.01,NA,0.21,NA,Neds,0.16000000000000003
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,LeBron James,Los Angeles Lakers,Sacramento Kings,9.5,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,55,0.13,57,0.21,0.3,0.87,0.79,-0.24,NA,-0.16,NA,-0.07,NA,Bet365,0.14
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,LeBron James,Los Angeles Lakers,Sacramento Kings,9.5,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,55,0.13,57,0.21,0.3,0.87,0.79,-0.26,NA,-0.18,NA,-0.09,NA,Sportsbet,0.14
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,LeBron James,Los Angeles Lakers,Sacramento Kings,9.5,2.55,1.48,NA,NA,NA,NA,NA,NA,NA,2024-03-14,0.39,0.68,55,0.13,57,0.21,0.3,0.87,0.79,-0.26,0.2,-0.18,0.11,-0.09,0.02,Unibet,0.14
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,LeBron James,Los Angeles Lakers,Sacramento Kings,9.5,2.5,NA,NA,NA,NA,1793887,54330649,25,NA,NA,0.4,NA,55,0.13,57,0.21,0.3,0.87,0.79,-0.27,NA,-0.19,NA,-0.1,NA,Pointsbet,0.14
2024-03-13T13:03:56Z,Sacramento Kings v Los Angeles Lakers,2024-03-14T02:00:00Z,Sacramento Kings,Los Angeles Lakers,Player Assists,LeBron James,Los Angeles Lakers,Sacramento Kings,9.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,55,0.13,57,0.21,0.3,0.87,0.79,-0.27,NA,-0.19,NA,-0.1,NA,TAB,0.14
