timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,group_by_header,outcome_name,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-02-06T12:49:43Z,Chicago Bulls v Minnesota Timberwolves,2024-02-07T01:00:00Z,Chicago Bulls,Minnesota Timberwolves,Player Assists,DeMar DeRozan,Chicago Bulls,5.5,2.6,1.47,Minnesota Timberwolves,NA,NA,NA,NA,NA,NA,2024-02-07,0.38,0.68,74,0.42,48,0.42,0.5,0.58,0.58,0.03,-0.1,0.03,-0.1,0.12,-0.18,Unibet,0.09999999999999998
2024-02-06T12:49:43Z,Chicago Bulls v Minnesota Timberwolves,2024-02-07T01:00:00Z,Chicago Bulls,Minnesota Timberwolves,Player Assists,DeMar DeRozan,Chicago Bulls,5.5,2.4,NA,Minnesota Timberwolves,NA,NA,NA,NA,NA,NA,NA,0.42,NA,74,0.42,48,0.42,0.5,0.58,0.58,0,NA,0,NA,0.08,NA,Sportsbet,0.09999999999999998
2024-02-06T12:49:43Z,Chicago Bulls v Minnesota Timberwolves,2024-02-07T01:00:00Z,Chicago Bulls,Minnesota Timberwolves,Player Assists,DeMar DeRozan,Chicago Bulls,5.5,2.35,NA,Minnesota Timberwolves,NA,NA,1763380,51948954,3,NA,NA,0.43,NA,74,0.42,48,0.42,0.5,0.58,0.58,-0.01,NA,-0.01,NA,0.07,NA,Pointsbet,0.09999999999999998
2024-02-06T12:49:43Z,Chicago Bulls v Minnesota Timberwolves,2024-02-07T01:00:00Z,Chicago Bulls,Minnesota Timberwolves,Player Assists,DeMar DeRozan,Chicago Bulls,5.5,2.2,NA,Minnesota Timberwolves,NA,NA,NA,NA,NA,NA,NA,0.45,NA,74,0.42,48,0.42,0.5,0.58,0.58,-0.04,NA,-0.04,NA,0.05,NA,TAB,0.09999999999999998
2024-02-06T12:49:43Z,Chicago Bulls v Minnesota Timberwolves,2024-02-07T01:00:00Z,Chicago Bulls,Minnesota Timberwolves,Player Assists,DeMar DeRozan,Chicago Bulls,5.5,2.1,NA,Minnesota Timberwolves,NA,NA,NA,NA,NA,NA,NA,0.48,NA,74,0.42,48,0.42,0.5,0.58,0.58,-0.06,NA,-0.06,NA,0.02,NA,Neds,0.09999999999999998
2024-02-06T12:49:43Z,Miami Heat v Orlando Magic,2024-02-07T00:30:00Z,Miami Heat,Orlando Magic,Player Assists,Terry Rozier,Miami Heat,3.5,1.38,NA,Orlando Magic,NA,NA,NA,NA,NA,NA,NA,0.72,NA,63,0.75,38,0.82,0.8,0.25,0.18,0.02,NA,0.09,NA,0.08,NA,TAB,0.09999999999999998
2024-02-06T12:49:43Z,Miami Heat v Orlando Magic,2024-02-07T00:30:00Z,Miami Heat,Orlando Magic,Player Assists,Terry Rozier,Miami Heat,3.5,1.33,NA,Orlando Magic,NA,NA,1763346,51947382,12,NA,NA,0.75,NA,63,0.75,38,0.82,0.8,0.25,0.18,-0.01,NA,0.06,NA,0.05,NA,Pointsbet,0.09999999999999998
2024-02-06T12:49:43Z,Miami Heat v Orlando Magic,2024-02-07T00:30:00Z,Miami Heat,Orlando Magic,Player Assists,Terry Rozier,Miami Heat,3.5,1.32,NA,Orlando Magic,Player Assists - Terry Rozier (MIA),Terry Rozier 4+,NA,NA,NA,NA,NA,0.76,NA,63,0.75,38,0.82,0.8,0.25,0.18,-0.01,NA,0.06,NA,0.04,NA,BetRight,0.09999999999999998
2024-02-06T12:49:43Z,Miami Heat v Orlando Magic,2024-02-07T00:30:00Z,Miami Heat,Orlando Magic,Player Assists,Terry Rozier,Miami Heat,3.5,1.3,NA,Orlando Magic,NA,NA,NA,NA,NA,NA,NA,0.77,NA,63,0.75,38,0.82,0.8,0.25,0.18,-0.02,NA,0.05,NA,0.03,NA,Neds,0.09999999999999998
2024-02-06T12:49:43Z,Miami Heat v Orlando Magic,2024-02-07T00:30:00Z,Miami Heat,Orlando Magic,Player Assists,Terry Rozier,Miami Heat,3.5,1.29,NA,Orlando Magic,NA,NA,NA,NA,NA,NA,NA,0.78,NA,63,0.75,38,0.82,0.8,0.25,0.18,-0.03,NA,0.04,NA,0.02,NA,Sportsbet,0.09999999999999998
2024-02-06T12:49:43Z,Miami Heat v Orlando Magic,2024-02-07T00:30:00Z,Miami Heat,Orlando Magic,Player assists,Terry Rozier,Miami Heat,3.5,1.22,NA,Orlando Magic,NA,NA,NA,NA,NA,NA,NA,0.82,NA,63,0.75,38,0.82,0.8,0.25,0.18,-0.07,NA,-0,NA,-0.02,NA,BlueBet,0.09999999999999998
2024-02-06T12:49:43Z,New York Knicks v Memphis Grizzlies,2024-02-07T00:30:00Z,New York Knicks,Memphis Grizzlies,Player Assists,Jalen Brunson,New York Knicks,9.5,4,NA,Memphis Grizzlies,NA,NA,NA,NA,NA,NA,NA,0.25,NA,68,0.09,48,0.06,0.1,0.91,0.94,-0.16,NA,-0.19,NA,-0.15,NA,Sportsbet,0.09000000000000002
2024-02-06T12:49:43Z,New York Knicks v Memphis Grizzlies,2024-02-07T00:30:00Z,New York Knicks,Memphis Grizzlies,Player Assists,Jalen Brunson,New York Knicks,9.5,3.6,NA,Memphis Grizzlies,NA,NA,1763347,51947241,25,NA,NA,0.28,NA,68,0.09,48,0.06,0.1,0.91,0.94,-0.19,NA,-0.22,NA,-0.18,NA,Pointsbet,0.09000000000000002
2024-02-06T12:49:43Z,New York Knicks v Memphis Grizzlies,2024-02-07T00:30:00Z,New York Knicks,Memphis Grizzlies,Player Assists,Jalen Brunson,New York Knicks,9.5,3.5,NA,Memphis Grizzlies,Player Assists - Jalen Brunson (NY),Jalen Brunson 10+,NA,NA,NA,NA,NA,0.29,NA,68,0.09,48,0.06,0.1,0.91,0.94,-0.2,NA,-0.22,NA,-0.19,NA,BetRight,0.09000000000000002
2024-02-06T12:49:43Z,New York Knicks v Memphis Grizzlies,2024-02-07T00:30:00Z,New York Knicks,Memphis Grizzlies,Player Assists,Jalen Brunson,New York Knicks,9.5,3.4,NA,Memphis Grizzlies,NA,NA,NA,NA,NA,NA,NA,0.29,NA,68,0.09,48,0.06,0.1,0.91,0.94,-0.21,NA,-0.23,NA,-0.19,NA,TAB,0.09000000000000002
