timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,group_by_header,outcome_name,outcome_name_under,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-02-09T12:03:43Z,Philadelphia 76ers v Atlanta Hawks,2024-02-10T00:00:00Z,Philadelphia 76ers,Atlanta Hawks,Player Assists,Trae Young,Atlanta Hawks,7.5,1.22,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,73,0.77,46,0.89,0.8,0.23,0.11,-0.05,NA,0.07,NA,-0.02,NA,TAB,0.09000000000000008
2024-02-09T12:03:43Z,Philadelphia 76ers v Atlanta Hawks,2024-02-10T00:00:00Z,Philadelphia 76ers,Atlanta Hawks,Player Assists,Trae Young,Atlanta Hawks,7.5,1.14,NA,Philadelphia 76ers,Player Assists - Trae Young (ATL),Trae Young 8+,NA,NA,NA,NA,NA,NA,0.88,NA,73,0.77,46,0.89,0.8,0.23,0.11,-0.11,NA,0.01,NA,-0.08,NA,BetRight,0.09000000000000008
2024-02-09T12:03:43Z,Philadelphia 76ers v Atlanta Hawks,2024-02-10T00:00:00Z,Philadelphia 76ers,Atlanta Hawks,Player Assists,Trae Young,Atlanta Hawks,7.5,1.14,NA,Philadelphia 76ers,NA,NA,NA,1765840,52172634,44,NA,NA,0.88,NA,73,0.77,46,0.89,0.8,0.23,0.11,-0.11,NA,0.01,NA,-0.08,NA,Pointsbet,0.09000000000000008
2024-02-09T12:03:43Z,Philadelphia 76ers v Atlanta Hawks,2024-02-10T00:00:00Z,Philadelphia 76ers,Atlanta Hawks,Player assists,Trae Young,Atlanta Hawks,7.5,1.11,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,73,0.77,46,0.89,0.8,0.23,0.11,-0.13,NA,-0.01,NA,-0.1,NA,BlueBet,0.09000000000000008
2024-02-09T12:03:43Z,Philadelphia 76ers v Atlanta Hawks,2024-02-10T00:00:00Z,Philadelphia 76ers,Atlanta Hawks,Player Assists,Trae Young,Atlanta Hawks,7.5,1.1,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,0.91,NA,73,0.77,46,0.89,0.8,0.23,0.11,-0.14,NA,-0.02,NA,-0.11,NA,Sportsbet,0.09000000000000008
2024-02-09T12:03:43Z,Toronto Raptors v Houston Rockets,2024-02-10T00:30:00Z,Toronto Raptors,Houston Rockets,Player Assists,Immanuel Quickley,Toronto Raptors,7.5,2.55,NA,Houston Rockets,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,81,0.06,45,0.16,0.4,0.94,0.84,-0.33,NA,-0.24,NA,0.01,NA,Sportsbet,0.08999999999999997
2024-02-09T12:03:43Z,Toronto Raptors v Houston Rockets,2024-02-10T00:30:00Z,Toronto Raptors,Houston Rockets,Player Assists,Immanuel Quickley,Toronto Raptors,7.5,2.35,NA,Houston Rockets,NA,NA,NA,1765842,52166860,14,NA,NA,0.43,NA,81,0.06,45,0.16,0.4,0.94,0.84,-0.36,NA,-0.27,NA,-0.03,NA,Pointsbet,0.08999999999999997
2024-02-09T12:03:43Z,Toronto Raptors v Houston Rockets,2024-02-10T00:30:00Z,Toronto Raptors,Houston Rockets,Player Assists,Immanuel Quickley,Toronto Raptors,7.5,2.25,NA,Houston Rockets,Player Assists - Immanuel Quickley (TOR),Immanuel Quickley 8+,NA,NA,NA,NA,NA,NA,0.44,NA,81,0.06,45,0.16,0.4,0.94,0.84,-0.38,NA,-0.29,NA,-0.04,NA,BetRight,0.08999999999999997
2024-02-09T12:03:43Z,Toronto Raptors v Houston Rockets,2024-02-10T00:30:00Z,Toronto Raptors,Houston Rockets,Player Assists,Immanuel Quickley,Toronto Raptors,7.5,2.25,NA,Houston Rockets,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,81,0.06,45,0.16,0.4,0.94,0.84,-0.38,NA,-0.29,NA,-0.04,NA,TAB,0.08999999999999997
2024-02-09T12:03:43Z,Toronto Raptors v Houston Rockets,2024-02-10T00:30:00Z,Toronto Raptors,Houston Rockets,Player assists,Immanuel Quickley,Toronto Raptors,7.5,2.1,NA,Houston Rockets,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,81,0.06,45,0.16,0.4,0.94,0.84,-0.41,NA,-0.32,NA,-0.08,NA,BlueBet,0.08999999999999997
