timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,group_by_header,outcome_name,outcome_name_under,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-02-10T12:28:59Z,Golden State Warriors v Phoenix Suns,2024-02-11T01:30:00Z,Golden State Warriors,Phoenix Suns,Player Assists,Klay Thompson,Golden State Warriors,3.5,4.1,NA,Phoenix Suns,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,69,0.22,45,0.18,0.1,0.78,0.82,-0.03,NA,-0.07,NA,-0.14,NA,Sportsbet,0.09000000000000002
2024-02-10T12:28:59Z,Golden State Warriors v Phoenix Suns,2024-02-11T01:30:00Z,Golden State Warriors,Phoenix Suns,Player Assists,Klay Thompson,Golden State Warriors,3.5,3.7,NA,Phoenix Suns,NA,NA,NA,1766603,52223199,2,NA,NA,0.27,NA,69,0.22,45,0.18,0.1,0.78,0.82,-0.05,NA,-0.09,NA,-0.17,NA,Pointsbet,0.09000000000000002
2024-02-10T12:28:59Z,Golden State Warriors v Phoenix Suns,2024-02-11T01:30:00Z,Golden State Warriors,Phoenix Suns,Player Assists,Klay Thompson,Golden State Warriors,3.5,3.3,NA,Phoenix Suns,Player Assists - Klay Thompson (GS),Klay Thompson 4+,NA,NA,NA,NA,NA,NA,0.3,NA,69,0.22,45,0.18,0.1,0.78,0.82,-0.09,NA,-0.13,NA,-0.2,NA,BetRight,0.09000000000000002
2024-02-10T12:28:59Z,Golden State Warriors v Phoenix Suns,2024-02-11T01:30:00Z,Golden State Warriors,Phoenix Suns,Player Assists,Klay Thompson,Golden State Warriors,3.5,3.3,NA,Phoenix Suns,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,69,0.22,45,0.18,0.1,0.78,0.82,-0.09,NA,-0.13,NA,-0.2,NA,TAB,0.09000000000000002
2024-02-10T12:28:59Z,Golden State Warriors v Phoenix Suns,2024-02-11T01:30:00Z,Golden State Warriors,Phoenix Suns,Player assists,Klay Thompson,Golden State Warriors,3.5,3,NA,Phoenix Suns,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,69,0.22,45,0.18,0.1,0.78,0.82,-0.12,NA,-0.16,NA,-0.23,NA,BlueBet,0.09000000000000002
2024-02-10T12:28:59Z,Toronto Raptors v Cleveland Cavaliers,2024-02-11T00:30:00Z,Toronto Raptors,Cleveland Cavaliers,Player Assists,Scottie Barnes,Toronto Raptors,9.5,9.25,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,77,0.05,51,0.04,0,0.95,0.96,-0.06,NA,-0.07,NA,-0.11,NA,Sportsbet,0.09000000000000001
2024-02-10T12:28:59Z,Toronto Raptors v Cleveland Cavaliers,2024-02-11T00:30:00Z,Toronto Raptors,Cleveland Cavaliers,Player Assists,Scottie Barnes,Toronto Raptors,9.5,6.75,NA,Cleveland Cavaliers,Player Assists - Scottie Barnes (TOR),Scottie Barnes 10+,NA,NA,NA,NA,NA,NA,0.15,NA,77,0.05,51,0.04,0,0.95,0.96,-0.1,NA,-0.11,NA,-0.15,NA,BetRight,0.09000000000000001
2024-02-10T12:28:59Z,Toronto Raptors v Cleveland Cavaliers,2024-02-11T00:30:00Z,Toronto Raptors,Cleveland Cavaliers,Player Assists,Scottie Barnes,Toronto Raptors,9.5,6.5,NA,Cleveland Cavaliers,NA,NA,NA,1766549,52231833,85,NA,NA,0.15,NA,77,0.05,51,0.04,0,0.95,0.96,-0.1,NA,-0.11,NA,-0.15,NA,Pointsbet,0.09000000000000001
2024-02-10T12:28:59Z,Toronto Raptors v Cleveland Cavaliers,2024-02-11T00:30:00Z,Toronto Raptors,Cleveland Cavaliers,Player Assists,Scottie Barnes,Toronto Raptors,9.5,6,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,77,0.05,51,0.04,0,0.95,0.96,-0.11,NA,-0.13,NA,-0.17,NA,TAB,0.09000000000000001
2024-02-10T12:28:59Z,Toronto Raptors v Cleveland Cavaliers,2024-02-11T00:30:00Z,Toronto Raptors,Cleveland Cavaliers,Player assists,Scottie Barnes,Toronto Raptors,9.5,5,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,77,0.05,51,0.04,0,0.95,0.96,-0.15,NA,-0.16,NA,-0.2,NA,BlueBet,0.09000000000000001
2024-02-10T12:28:59Z,Washington Wizards v Philadelphia 76ers,2024-02-11T00:00:00Z,Washington Wizards,Philadelphia 76ers,Player Assists,Tyus Jones,Washington Wizards,11.5,8.5,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,80,0.04,51,0.06,0.2,0.96,0.94,-0.08,NA,-0.06,NA,0.08,NA,Sportsbet,0.09
2024-02-10T12:28:59Z,Washington Wizards v Philadelphia 76ers,2024-02-11T00:00:00Z,Washington Wizards,Philadelphia 76ers,Player Assists,Tyus Jones,Washington Wizards,11.5,6,NA,Philadelphia 76ers,Player Assists - Tyus Jones (WAS),Tyus Jones 12+,NA,NA,NA,NA,NA,NA,0.17,NA,80,0.04,51,0.06,0.2,0.96,0.94,-0.13,NA,-0.11,NA,0.03,NA,BetRight,0.09
2024-02-10T12:28:59Z,Washington Wizards v Philadelphia 76ers,2024-02-11T00:00:00Z,Washington Wizards,Philadelphia 76ers,Player Assists,Tyus Jones,Washington Wizards,11.5,5.75,NA,Philadelphia 76ers,NA,NA,NA,1766512,52226948,6,NA,NA,0.17,NA,80,0.04,51,0.06,0.2,0.96,0.94,-0.14,NA,-0.12,NA,0.03,NA,Pointsbet,0.09
2024-02-10T12:28:59Z,Washington Wizards v Philadelphia 76ers,2024-02-11T00:00:00Z,Washington Wizards,Philadelphia 76ers,Player Assists,Tyus Jones,Washington Wizards,11.5,5,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,80,0.04,51,0.06,0.2,0.96,0.94,-0.16,NA,-0.14,NA,0,NA,TAB,0.09
2024-02-10T12:28:59Z,Washington Wizards v Philadelphia 76ers,2024-02-11T00:00:00Z,Washington Wizards,Philadelphia 76ers,Player assists,Tyus Jones,Washington Wizards,11.5,4.8,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,80,0.04,51,0.06,0.2,0.96,0.94,-0.17,NA,-0.15,NA,-0.01,NA,BlueBet,0.09
2024-02-10T12:28:59Z,Dallas Mavericks v Oklahoma City Thunder,2024-02-10T20:00:00Z,Dallas Mavericks,Oklahoma City Thunder,Player Assists,Luka Doncic,Dallas Mavericks,11.5,3.6,NA,Oklahoma City Thunder,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,66,0.12,45,0.22,0.4,0.88,0.78,-0.16,NA,-0.06,NA,0.12,NA,Sportsbet,0.08999999999999997
2024-02-10T12:28:59Z,Dallas Mavericks v Oklahoma City Thunder,2024-02-10T20:00:00Z,Dallas Mavericks,Oklahoma City Thunder,Player Assists,Luka Doncic,Dallas Mavericks,11.5,3.1,NA,Oklahoma City Thunder,NA,NA,NA,1766325,52214320,16,NA,NA,0.32,NA,66,0.12,45,0.22,0.4,0.88,0.78,-0.2,NA,-0.1,NA,0.08,NA,Pointsbet,0.08999999999999997
2024-02-10T12:28:59Z,Dallas Mavericks v Oklahoma City Thunder,2024-02-10T20:00:00Z,Dallas Mavericks,Oklahoma City Thunder,Player Assists,Luka Doncic,Dallas Mavericks,11.5,3,NA,Oklahoma City Thunder,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,66,0.12,45,0.22,0.4,0.88,0.78,-0.21,NA,-0.11,NA,0.07,NA,TAB,0.08999999999999997
2024-02-10T12:28:59Z,Dallas Mavericks v Oklahoma City Thunder,2024-02-10T20:00:00Z,Dallas Mavericks,Oklahoma City Thunder,Player Assists,Luka Doncic,Dallas Mavericks,11.5,2.8,NA,Oklahoma City Thunder,Player Assists - Luka Doncic (DAL),Luka Doncic 12+,NA,NA,NA,NA,NA,NA,0.36,NA,66,0.12,45,0.22,0.4,0.88,0.78,-0.24,NA,-0.13,NA,0.04,NA,BetRight,0.08999999999999997
2024-02-10T12:28:59Z,Dallas Mavericks v Oklahoma City Thunder,2024-02-10T20:00:00Z,Dallas Mavericks,Oklahoma City Thunder,Player assists,Luka Doncic,Dallas Mavericks,11.5,2.7,NA,Oklahoma City Thunder,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,66,0.12,45,0.22,0.4,0.88,0.78,-0.25,NA,-0.15,NA,0.03,NA,BlueBet,0.08999999999999997
2024-02-10T12:28:59Z,Dallas Mavericks v Oklahoma City Thunder,2024-02-10T20:00:00Z,Dallas Mavericks,Oklahoma City Thunder,Player Assists,Luka Doncic,Dallas Mavericks,9.5,1.9,1.85,Oklahoma City Thunder,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.54,66,0.32,45,0.49,0.6,0.68,0.51,-0.21,0.14,-0.04,-0.03,0.07,-0.14,TAB,0.08999999999999997
2024-02-10T12:28:59Z,Dallas Mavericks v Oklahoma City Thunder,2024-02-10T20:00:00Z,Dallas Mavericks,Oklahoma City Thunder,Player Assists,Luka Doncic,Dallas Mavericks,9.5,1.85,1.85,Oklahoma City Thunder,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.54,66,0.32,45,0.49,0.6,0.68,0.51,-0.22,0.14,-0.05,-0.03,0.06,-0.14,TAB,0.08999999999999997
