timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,group_by_header,outcome_name,outcome_name_under,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-03-11T12:55:53Z,San Antonio Spurs v Golden State Warriors,2024-03-12T00:00:00Z,San Antonio Spurs,Golden State Warriors,Player Assists,Jeremy Sochan,San Antonio Spurs,Golden State Warriors,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,56,0.27,63,0.49,0.2,0.73,0.51,0.07,NA,0.29,NA,0,NA,Dabble,0.22999999999999998
2024-03-11T12:55:53Z,San Antonio Spurs v Golden State Warriors,2024-03-12T00:00:00Z,San Antonio Spurs,Golden State Warriors,Player Assists,Jeremy Sochan,San Antonio Spurs,Golden State Warriors,3.5,4.6,NA,Player Assists - Jeremy Sochan (SA),Jeremy Sochan 4+,NA,NA,NA,NA,NA,NA,0.22,NA,56,0.27,63,0.49,0.2,0.73,0.51,0.05,NA,0.27,NA,-0.02,NA,BetRight,0.22999999999999998
2024-03-11T12:55:53Z,San Antonio Spurs v Golden State Warriors,2024-03-12T00:00:00Z,San Antonio Spurs,Golden State Warriors,Player assists,Jeremy Sochan,San Antonio Spurs,Golden State Warriors,3.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,56,0.27,63,0.49,0.2,0.73,0.51,0.03,NA,0.25,NA,-0.04,NA,BlueBet,0.22999999999999998
2024-03-11T12:55:53Z,San Antonio Spurs v Golden State Warriors,2024-03-12T00:00:00Z,San Antonio Spurs,Golden State Warriors,Player Assists,Jeremy Sochan,San Antonio Spurs,Golden State Warriors,3.5,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,56,0.27,63,0.49,0.2,0.73,0.51,-0.16,NA,0.07,NA,-0.23,NA,Neds,0.22999999999999998
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player Assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,3.5,2.88,NA,Player Assists - Nikola Vucevic (CHI),Nikola Vucevic 4+,NA,NA,NA,NA,NA,NA,0.35,NA,82,0.45,57,0.39,0.2,0.55,0.61,0.1,NA,0.04,NA,-0.15,NA,BetRight,0.22999999999999998
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player Assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,3.5,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,82,0.45,57,0.39,0.2,0.55,0.61,0.09,NA,0.02,NA,-0.16,NA,Dabble,0.22999999999999998
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player Assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,3.5,2.75,NA,NA,NA,NA,1792085,54206195,52,NA,NA,0.36,NA,82,0.45,57,0.39,0.2,0.55,0.61,0.09,NA,0.02,NA,-0.16,NA,Pointsbet,0.22999999999999998
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,3.5,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,82,0.45,57,0.39,0.2,0.55,0.61,0.08,NA,0.02,NA,-0.17,NA,BlueBet,0.22999999999999998
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player Assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,3.5,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,82,0.45,57,0.39,0.2,0.55,0.61,0.07,NA,0.01,NA,-0.18,NA,Sportsbet,0.22999999999999998
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player Assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,3.5,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,82,0.45,57,0.39,0.2,0.55,0.61,0.07,NA,0,NA,-0.18,NA,TAB,0.22999999999999998
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player Assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,3.5,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,82,0.45,57,0.39,0.2,0.55,0.61,-0.13,NA,-0.2,NA,-0.38,NA,Neds,0.22999999999999998
2024-03-11T12:55:53Z,Detroit Pistons v Charlotte Hornets,2024-03-11T23:00:00Z,Detroit Pistons,Charlotte Hornets,Player Assists,Isaiah Stewart,Detroit Pistons,Charlotte Hornets,1.5,2.35,1.53,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.65,50,0.36,39,0.54,0.3,0.64,0.46,-0.07,-0.01,0.11,-0.19,-0.13,0.05,Dabble,0.21000000000000002
2024-03-11T12:55:53Z,Detroit Pistons v Charlotte Hornets,2024-03-11T23:00:00Z,Detroit Pistons,Charlotte Hornets,Player Assists,Isaiah Stewart,Detroit Pistons,Charlotte Hornets,1.5,2.35,1.55,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.65,50,0.36,39,0.54,0.3,0.64,0.46,-0.07,-0.01,0.11,-0.18,-0.13,0.05,TAB,0.21000000000000002
2024-03-11T12:55:53Z,Detroit Pistons v Charlotte Hornets,2024-03-11T23:00:00Z,Detroit Pistons,Charlotte Hornets,Player Assists,Isaiah Stewart,Detroit Pistons,Charlotte Hornets,1.5,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,50,0.36,39,0.54,0.3,0.64,0.46,-0.08,NA,0.09,NA,-0.14,NA,TAB,0.21000000000000002
2024-03-11T12:55:53Z,Detroit Pistons v Charlotte Hornets,2024-03-11T23:00:00Z,Detroit Pistons,Charlotte Hornets,Player Assists,Isaiah Stewart,Detroit Pistons,Charlotte Hornets,1.5,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,50,0.36,39,0.54,0.3,0.64,0.46,-0.28,NA,-0.1,NA,-0.34,NA,Neds,0.21000000000000002
2024-03-11T12:55:53Z,San Antonio Spurs v Golden State Warriors,2024-03-12T00:00:00Z,San Antonio Spurs,Golden State Warriors,Player Assists,Jeremy Sochan,San Antonio Spurs,Golden State Warriors,1.5,1.55,2.45,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.41,56,0.73,63,0.84,0.6,0.27,0.16,0.09,-0.14,0.2,-0.25,-0.05,-0.01,Bet365,0.20999999999999996
2024-03-11T12:55:53Z,San Antonio Spurs v Golden State Warriors,2024-03-12T00:00:00Z,San Antonio Spurs,Golden State Warriors,Player Assists,Jeremy Sochan,San Antonio Spurs,Golden State Warriors,1.5,1.52,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.42,56,0.73,63,0.84,0.6,0.27,0.16,0.07,-0.15,0.18,-0.26,-0.06,-0.02,Dabble,0.20999999999999996
2024-03-11T12:55:53Z,San Antonio Spurs v Golden State Warriors,2024-03-12T00:00:00Z,San Antonio Spurs,Golden State Warriors,Player Assists,Jeremy Sochan,San Antonio Spurs,Golden State Warriors,1.5,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,56,0.73,63,0.84,0.6,0.27,0.16,0.07,NA,0.18,NA,-0.06,NA,TAB,0.20999999999999996
2024-03-11T12:55:53Z,San Antonio Spurs v Golden State Warriors,2024-03-12T00:00:00Z,San Antonio Spurs,Golden State Warriors,Player Assists,Jeremy Sochan,San Antonio Spurs,Golden State Warriors,1.5,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,56,0.73,63,0.84,0.6,0.27,0.16,-0.13,NA,-0.02,NA,-0.26,NA,Neds,0.20999999999999996
2024-03-11T12:55:53Z,Denver Nuggets v Toronto Raptors,2024-03-12T01:00:00Z,Denver Nuggets,Toronto Raptors,Player Assists,Kentavious Caldwell-Pope,Denver Nuggets,Toronto Raptors,1.5,1.64,2.25,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.44,76,0.66,55,0.71,0.8,0.34,0.29,0.05,-0.1,0.1,-0.15,0.19,-0.24,Bet365,0.19000000000000006
2024-03-11T12:55:53Z,Denver Nuggets v Toronto Raptors,2024-03-12T01:00:00Z,Denver Nuggets,Toronto Raptors,Player Assists,Kentavious Caldwell-Pope,Denver Nuggets,Toronto Raptors,1.5,1.62,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.45,76,0.66,55,0.71,0.8,0.34,0.29,0.04,-0.11,0.09,-0.16,0.18,-0.25,Dabble,0.19000000000000006
2024-03-11T12:55:53Z,Denver Nuggets v Toronto Raptors,2024-03-12T01:00:00Z,Denver Nuggets,Toronto Raptors,Player Assists,Kentavious Caldwell-Pope,Denver Nuggets,Toronto Raptors,1.5,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,76,0.66,55,0.71,0.8,0.34,0.29,0.04,NA,0.09,NA,0.18,NA,TAB,0.19000000000000006
2024-03-11T12:55:53Z,Denver Nuggets v Toronto Raptors,2024-03-12T01:00:00Z,Denver Nuggets,Toronto Raptors,Player Assists,Kentavious Caldwell-Pope,Denver Nuggets,Toronto Raptors,1.5,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,76,0.66,55,0.71,0.8,0.34,0.29,-0.14,NA,-0.09,NA,0,NA,Neds,0.19000000000000006
2024-03-11T12:55:53Z,Denver Nuggets v Toronto Raptors,2024-03-12T01:00:00Z,Denver Nuggets,Toronto Raptors,Player Assists,Kentavious Caldwell-Pope,Denver Nuggets,Toronto Raptors,3.5,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,76,0.26,55,0.2,0.2,0.74,0.8,0.09,NA,0.03,NA,0.03,NA,Dabble,0.18999999999999997
2024-03-11T12:55:53Z,Denver Nuggets v Toronto Raptors,2024-03-12T01:00:00Z,Denver Nuggets,Toronto Raptors,Player Assists,Kentavious Caldwell-Pope,Denver Nuggets,Toronto Raptors,3.5,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,76,0.26,55,0.2,0.2,0.74,0.8,0.07,NA,0.01,NA,0.01,NA,TAB,0.18999999999999997
2024-03-11T12:55:53Z,Denver Nuggets v Toronto Raptors,2024-03-12T01:00:00Z,Denver Nuggets,Toronto Raptors,Player Assists,Kentavious Caldwell-Pope,Denver Nuggets,Toronto Raptors,3.5,5,NA,Player Assists - Kentavious Caldwell-Pope (DEN),Kentavious Caldwell-Pope 4+,NA,NA,NA,NA,NA,NA,0.2,NA,76,0.26,55,0.2,0.2,0.74,0.8,0.06,NA,0,NA,0,NA,BetRight,0.18999999999999997
2024-03-11T12:55:53Z,Denver Nuggets v Toronto Raptors,2024-03-12T01:00:00Z,Denver Nuggets,Toronto Raptors,Player assists,Kentavious Caldwell-Pope,Denver Nuggets,Toronto Raptors,3.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,76,0.26,55,0.2,0.2,0.74,0.8,0.04,NA,-0.02,NA,-0.02,NA,BlueBet,0.18999999999999997
2024-03-11T12:55:53Z,Denver Nuggets v Toronto Raptors,2024-03-12T01:00:00Z,Denver Nuggets,Toronto Raptors,Player Assists,Kentavious Caldwell-Pope,Denver Nuggets,Toronto Raptors,3.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,76,0.26,55,0.2,0.2,0.74,0.8,-0.09,NA,-0.16,NA,-0.16,NA,Neds,0.18999999999999997
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player Assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,5.5,10,NA,NA,NA,NA,1792085,54206195,53,NA,NA,0.1,NA,82,0.12,57,0.09,0,0.88,0.91,0.02,NA,-0.01,NA,-0.1,NA,Pointsbet,0.17
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player Assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,5.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,82,0.12,57,0.09,0,0.88,0.91,0.01,NA,-0.02,NA,-0.11,NA,Dabble,0.17
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player Assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,5.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,82,0.12,57,0.09,0,0.88,0.91,0.01,NA,-0.02,NA,-0.11,NA,Sportsbet,0.17
2024-03-11T12:55:53Z,Chicago Bulls v Dallas Mavericks,2024-03-12T00:00:00Z,Chicago Bulls,Dallas Mavericks,Player Assists,Nikola Vucevic,Chicago Bulls,Dallas Mavericks,5.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,82,0.12,57,0.09,0,0.88,0.91,0.01,NA,-0.02,NA,-0.11,NA,TAB,0.17
