timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-31T11:42:47Z,Washington Wizards v Los Angeles Clippers,2024-02-01T00:00:00Z,Washington Wizards,Los Angeles Clippers,Player Assists,James Harden,Los Angeles Clippers,11.5,4.1,NA,Washington Wizards,NA,NA,NA,NA,NA,0.24,NA,57,0.4,39,0.13,0.1,0.6,0.87,0.16,NA,-0.12,NA,-0.14,NA,Sportsbet,0.2
2024-01-31T11:42:47Z,Washington Wizards v Los Angeles Clippers,2024-02-01T00:00:00Z,Washington Wizards,Los Angeles Clippers,Player Assists,James Harden,Los Angeles Clippers,11.5,3.2,NA,Washington Wizards,NA,NA,NA,NA,NA,0.31,NA,57,0.4,39,0.13,0.1,0.6,0.87,0.09,NA,-0.18,NA,-0.21,NA,BetRight,0.2
2024-01-31T11:42:47Z,Washington Wizards v Los Angeles Clippers,2024-02-01T00:00:00Z,Washington Wizards,Los Angeles Clippers,Player Assists,James Harden,Los Angeles Clippers,11.5,3.1,NA,Washington Wizards,1758466,51604576,46,NA,NA,0.32,NA,57,0.4,39,0.13,0.1,0.6,0.87,0.08,NA,-0.19,NA,-0.22,NA,Pointsbet,0.2
2024-01-31T11:42:47Z,Washington Wizards v Los Angeles Clippers,2024-02-01T00:00:00Z,Washington Wizards,Los Angeles Clippers,Player Assists,James Harden,Los Angeles Clippers,11.5,3,NA,Washington Wizards,NA,NA,NA,NA,NA,0.33,NA,57,0.4,39,0.13,0.1,0.6,0.87,0.07,NA,-0.21,NA,-0.23,NA,TAB,0.2
2024-01-31T11:42:47Z,Washington Wizards v Los Angeles Clippers,2024-02-01T00:00:00Z,Washington Wizards,Los Angeles Clippers,Player assists,James Harden,Los Angeles Clippers,11.5,2.9,NA,Washington Wizards,NA,NA,NA,NA,NA,0.34,NA,57,0.4,39,0.13,0.1,0.6,0.87,0.06,NA,-0.22,NA,-0.24,NA,BlueBet,0.2
2024-01-31T11:42:47Z,Washington Wizards v Los Angeles Clippers,2024-02-01T00:00:00Z,Washington Wizards,Los Angeles Clippers,Player Assists,James Harden,Los Angeles Clippers,11.5,2.25,NA,Washington Wizards,NA,NA,NA,NA,NA,0.44,NA,57,0.4,39,0.13,0.1,0.6,0.87,-0.04,NA,-0.32,NA,-0.34,NA,Neds,0.2
2024-01-31T11:42:47Z,Washington Wizards v Los Angeles Clippers,2024-02-01T00:00:00Z,Washington Wizards,Los Angeles Clippers,Player Assists,James Harden,Los Angeles Clippers,13.5,10,NA,Washington Wizards,NA,NA,NA,NA,NA,0.1,NA,57,0.16,39,0.03,0,0.84,0.97,0.06,NA,-0.07,NA,-0.1,NA,Sportsbet,0.17
2024-01-31T11:42:47Z,Washington Wizards v Los Angeles Clippers,2024-02-01T00:00:00Z,Washington Wizards,Los Angeles Clippers,Player Assists,James Harden,Los Angeles Clippers,13.5,6,NA,Washington Wizards,1758466,51604576,47,NA,NA,0.17,NA,57,0.16,39,0.03,0,0.84,0.97,-0.01,NA,-0.14,NA,-0.17,NA,Pointsbet,0.17
2024-01-31T11:42:47Z,Washington Wizards v Los Angeles Clippers,2024-02-01T00:00:00Z,Washington Wizards,Los Angeles Clippers,Player Assists,James Harden,Los Angeles Clippers,13.5,3.75,NA,Washington Wizards,NA,NA,NA,NA,NA,0.27,NA,57,0.16,39,0.03,0,0.84,0.97,-0.11,NA,-0.24,NA,-0.27,NA,Neds,0.17
2024-01-31T11:42:47Z,Washington Wizards v Los Angeles Clippers,2024-02-01T00:00:00Z,Washington Wizards,Los Angeles Clippers,Player Assists,Daniel Gafford,Washington Wizards,1.5,2.4,NA,Los Angeles Clippers,NA,NA,NA,NA,NA,0.42,NA,78,0.32,41,0.44,0.5,0.68,0.56,-0.1,NA,0.02,NA,0.08,NA,TAB,0.15999999999999998
