timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-26T11:37:31Z,Charlotte Hornets v Houston Rockets,2024-01-27T00:00:00Z,Charlotte Hornets,Houston Rockets,Player Assists,Brandon Miller,Charlotte Hornets,3.5,3.7,NA,Houston Rockets,1754759,51314051,22,NA,NA,0.27,NA,NA,NA,37,0.14,0.2,NA,0.86,NA,NA,-0.14,NA,-0.07,NA,Pointsbet,0.22999999999999998
2024-01-26T11:37:31Z,Charlotte Hornets v Houston Rockets,2024-01-27T00:00:00Z,Charlotte Hornets,Houston Rockets,Player Assists,Brandon Miller,Charlotte Hornets,3.5,3.3,NA,Houston Rockets,NA,NA,NA,NA,NA,0.3,NA,NA,NA,37,0.14,0.2,NA,0.86,NA,NA,-0.17,NA,-0.1,NA,BetRight,0.22999999999999998
2024-01-26T11:37:31Z,Charlotte Hornets v Houston Rockets,2024-01-27T00:00:00Z,Charlotte Hornets,Houston Rockets,Player Assists,Brandon Miller,Charlotte Hornets,3.5,3.3,NA,Houston Rockets,NA,NA,NA,NA,NA,0.3,NA,NA,NA,37,0.14,0.2,NA,0.86,NA,NA,-0.17,NA,-0.1,NA,TAB,0.22999999999999998
2024-01-26T11:37:31Z,Charlotte Hornets v Houston Rockets,2024-01-27T00:00:00Z,Charlotte Hornets,Houston Rockets,Player assists,Brandon Miller,Charlotte Hornets,3.5,3,NA,Houston Rockets,NA,NA,NA,NA,NA,0.33,NA,NA,NA,37,0.14,0.2,NA,0.86,NA,NA,-0.2,NA,-0.13,NA,BlueBet,0.22999999999999998
2024-01-26T11:37:31Z,Charlotte Hornets v Houston Rockets,2024-01-27T00:00:00Z,Charlotte Hornets,Houston Rockets,Player Assists,Brandon Miller,Charlotte Hornets,3.5,2.02,NA,Houston Rockets,NA,NA,NA,NA,NA,0.5,NA,NA,NA,37,0.14,0.2,NA,0.86,NA,NA,-0.36,NA,-0.3,NA,Neds,0.22999999999999998
2024-01-26T11:37:31Z,Charlotte Hornets v Houston Rockets,2024-01-27T00:00:00Z,Charlotte Hornets,Houston Rockets,Player Assists,Dillon Brooks,Houston Rockets,1.5,2.25,NA,Charlotte Hornets,NA,NA,NA,NA,NA,0.44,NA,73,0.67,34,0.44,0.2,0.33,0.56,0.23,NA,-0,NA,-0.24,NA,TAB,0.19
2024-01-26T11:37:31Z,Charlotte Hornets v Houston Rockets,2024-01-27T00:00:00Z,Charlotte Hornets,Houston Rockets,Player Assists,Dillon Brooks,Houston Rockets,1.5,1.58,NA,Charlotte Hornets,NA,NA,NA,NA,NA,0.63,NA,73,0.67,34,0.44,0.2,0.33,0.56,0.04,NA,-0.19,NA,-0.43,NA,Neds,0.19
2024-01-26T11:37:31Z,Charlotte Hornets v Houston Rockets,2024-01-27T00:00:00Z,Charlotte Hornets,Houston Rockets,Player Assists,Brandon Miller,Charlotte Hornets,1.5,1.38,NA,Houston Rockets,NA,NA,NA,NA,NA,0.72,NA,NA,NA,37,0.78,0.7,NA,0.22,NA,NA,0.06,NA,-0.02,NA,TAB,0.18000000000000005
2024-01-26T11:37:31Z,Charlotte Hornets v Houston Rockets,2024-01-27T00:00:00Z,Charlotte Hornets,Houston Rockets,Player Assists,Brandon Miller,Charlotte Hornets,1.5,1.36,NA,Houston Rockets,1754759,51314051,21,NA,NA,0.74,NA,NA,NA,37,0.78,0.7,NA,0.22,NA,NA,0.05,NA,-0.04,NA,Pointsbet,0.18000000000000005
2024-01-26T11:37:31Z,Charlotte Hornets v Houston Rockets,2024-01-27T00:00:00Z,Charlotte Hornets,Houston Rockets,Player Assists,Brandon Miller,Charlotte Hornets,1.5,1.11,NA,Houston Rockets,NA,NA,NA,NA,NA,0.9,NA,NA,NA,37,0.78,0.7,NA,0.22,NA,NA,-0.12,NA,-0.2,NA,Neds,0.18000000000000005
