timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-23T13:17:51Z,Los Angeles Clippers v Los Angeles Lakers,2024-01-24T03:00:00Z,Los Angeles Clippers,Los Angeles Lakers,Player Assists,Terance Mann,Los Angeles Clippers,1.5,2.2,NA,Los Angeles Lakers,NA,NA,NA,NA,NA,0.45,NA,81,0.65,34,0.5,0.4,0.35,0.5,0.2,NA,0.05,NA,-0.05,NA,TAB,0.2
2024-01-23T13:17:51Z,Los Angeles Clippers v Los Angeles Lakers,2024-01-24T03:00:00Z,Los Angeles Clippers,Los Angeles Lakers,Player Assists,Terance Mann,Los Angeles Clippers,1.5,1.55,NA,Los Angeles Lakers,NA,NA,NA,NA,NA,0.65,NA,81,0.65,34,0.5,0.4,0.35,0.5,0.01,NA,-0.15,NA,-0.25,NA,Neds,0.2
2024-01-23T13:17:51Z,New Orleans Pelicans v Utah Jazz,2024-01-24T01:00:00Z,New Orleans Pelicans,Utah Jazz,Player Assists,Collin Sexton,Utah Jazz,5.5,2.75,NA,New Orleans Pelicans,NA,NA,NA,NA,NA,0.36,NA,48,0.12,43,0.28,0.2,0.88,0.72,-0.24,NA,-0.08,NA,-0.16,NA,Sportsbet,0.15000000000000002
2024-01-23T13:17:51Z,New Orleans Pelicans v Utah Jazz,2024-01-24T01:00:00Z,New Orleans Pelicans,Utah Jazz,Player Assists,Collin Sexton,Utah Jazz,5.5,2.7,1.43,New Orleans Pelicans,NA,NA,NA,NA,2024-01-24,0.37,0.7,48,0.12,43,0.28,0.2,0.88,0.72,-0.25,0.18,-0.09,0.02,-0.17,0.1,Unibet,0.15000000000000002
2024-01-23T13:17:51Z,New Orleans Pelicans v Utah Jazz,2024-01-24T01:00:00Z,New Orleans Pelicans,Utah Jazz,Player Assists,Collin Sexton,Utah Jazz,5.5,2.6,NA,New Orleans Pelicans,1752231,51117465,33,NA,NA,0.38,NA,48,0.12,43,0.28,0.2,0.88,0.72,-0.26,NA,-0.11,NA,-0.18,NA,Pointsbet,0.15000000000000002
2024-01-23T13:17:51Z,New Orleans Pelicans v Utah Jazz,2024-01-24T01:00:00Z,New Orleans Pelicans,Utah Jazz,Player Assists,Collin Sexton,Utah Jazz,5.5,2.6,NA,New Orleans Pelicans,NA,NA,NA,NA,NA,0.38,NA,48,0.12,43,0.28,0.2,0.88,0.72,-0.26,NA,-0.11,NA,-0.18,NA,TAB,0.15000000000000002
2024-01-23T13:17:51Z,New Orleans Pelicans v Utah Jazz,2024-01-24T01:00:00Z,New Orleans Pelicans,Utah Jazz,Player Assists,Collin Sexton,Utah Jazz,5.5,1.95,NA,New Orleans Pelicans,NA,NA,NA,NA,NA,0.51,NA,48,0.12,43,0.28,0.2,0.88,0.72,-0.39,NA,-0.23,NA,-0.31,NA,Neds,0.15000000000000002
2024-01-23T13:17:51Z,New Orleans Pelicans v Utah Jazz,2024-01-24T01:00:00Z,New Orleans Pelicans,Utah Jazz,Player Assists,Collin Sexton,Utah Jazz,7.5,7.5,NA,New Orleans Pelicans,NA,NA,NA,NA,NA,0.13,NA,48,0.02,43,0.05,0.1,0.98,0.95,-0.11,NA,-0.09,NA,-0.03,NA,Sportsbet,0.14
2024-01-23T13:17:51Z,New Orleans Pelicans v Utah Jazz,2024-01-24T01:00:00Z,New Orleans Pelicans,Utah Jazz,Player Assists,Collin Sexton,Utah Jazz,7.5,6.5,NA,New Orleans Pelicans,1752231,51117465,34,NA,NA,0.15,NA,48,0.02,43,0.05,0.1,0.98,0.95,-0.13,NA,-0.11,NA,-0.05,NA,Pointsbet,0.14
2024-01-23T13:17:51Z,New Orleans Pelicans v Utah Jazz,2024-01-24T01:00:00Z,New Orleans Pelicans,Utah Jazz,Player Assists,Collin Sexton,Utah Jazz,7.5,6.25,NA,New Orleans Pelicans,NA,NA,NA,NA,NA,0.16,NA,48,0.02,43,0.05,0.1,0.98,0.95,-0.14,NA,-0.11,NA,-0.06,NA,BetRight,0.14
2024-01-23T13:17:51Z,New Orleans Pelicans v Utah Jazz,2024-01-24T01:00:00Z,New Orleans Pelicans,Utah Jazz,Player Assists,Collin Sexton,Utah Jazz,7.5,6,NA,New Orleans Pelicans,NA,NA,NA,NA,NA,0.17,NA,48,0.02,43,0.05,0.1,0.98,0.95,-0.15,NA,-0.12,NA,-0.07,NA,TAB,0.14
