timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,class_external_id,competition_external_id,event_external_id,market_id,player_id,player_id_unders,prop_id,under_prop_id,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-17T13:13:25Z,Atlanta Hawks v Orlando Magic,2024-01-18T00:30:00Z,Atlanta Hawks,Orlando Magic,Player Assists,Clint Capela,Atlanta Hawks,1.5,3.75,NA,Orlando Magic,NA,NA,NA,NA,NA,NA,586589,NA,NA,0.27,NA,64,0.2,37,0.27,0.2,0.8,0.73,-0.06,NA,0,NA,-0.07,NA,TAB,0.39
2024-01-17T13:13:25Z,Atlanta Hawks v Orlando Magic,2024-01-18T00:30:00Z,Atlanta Hawks,Orlando Magic,Player Assists,Clint Capela,Atlanta Hawks,1.5,1.52,NA,Orlando Magic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,64,0.2,37,0.27,0.2,0.8,0.73,-0.45,NA,-0.39,NA,-0.46,NA,Neds,0.39
2024-01-17T13:13:25Z,Toronto Raptors v Miami Heat,2024-01-18T00:30:00Z,Toronto Raptors,Miami Heat,Player Assists,Scottie Barnes,Toronto Raptors,5.5,2.5,NA,Miami Heat,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,77,0.27,39,0.49,0.3,0.73,0.51,-0.13,NA,0.09,NA,-0.1,NA,Pointsbet,0.35
2024-01-17T13:13:25Z,Toronto Raptors v Miami Heat,2024-01-18T00:30:00Z,Toronto Raptors,Miami Heat,Player Assists,Scottie Barnes,Toronto Raptors,5.5,1.33,NA,Miami Heat,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,77,0.27,39,0.49,0.3,0.73,0.51,-0.48,NA,-0.26,NA,-0.45,NA,Neds,0.35
2024-01-17T13:13:25Z,Utah Jazz v Golden State Warriors,2024-01-18T02:00:00Z,Utah Jazz,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,1.5,1.85,NA,Utah Jazz,NA,NA,NA,NA,NA,NA,588072,NA,NA,0.54,NA,37,0.7,36,0.36,0.5,0.3,0.64,0.16,NA,-0.18,NA,-0.04,NA,TAB,0.31999999999999995
2024-01-17T13:13:25Z,Utah Jazz v Golden State Warriors,2024-01-18T02:00:00Z,Utah Jazz,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,1.5,1.16,NA,Utah Jazz,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,37,0.7,36,0.36,0.5,0.3,0.64,-0.16,NA,-0.5,NA,-0.36,NA,Neds,0.31999999999999995
2024-01-17T13:13:25Z,Toronto Raptors v Miami Heat,2024-01-18T00:30:00Z,Toronto Raptors,Miami Heat,Player Assists,Scottie Barnes,Toronto Raptors,7.5,6,NA,Miami Heat,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,77,0.14,39,0.21,0.1,0.86,0.79,-0.02,NA,0.04,NA,-0.07,NA,Pointsbet,0.31999999999999995
2024-01-17T13:13:25Z,Toronto Raptors v Miami Heat,2024-01-18T00:30:00Z,Toronto Raptors,Miami Heat,Player Assists,Scottie Barnes,Toronto Raptors,7.5,2.05,NA,Miami Heat,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,77,0.14,39,0.21,0.1,0.86,0.79,-0.34,NA,-0.28,NA,-0.39,NA,Neds,0.31999999999999995
2024-01-17T13:13:25Z,Cleveland Cavaliers v Milwaukee Bucks,2024-01-18T00:30:00Z,Cleveland Cavaliers,Milwaukee Bucks,Player Assists,Brook Lopez,Milwaukee Bucks,1.5,2.15,1.65,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,605672,605673,NA,0.47,0.61,77,0.36,40,0.4,0.6,0.64,0.6,-0.1,0.03,-0.07,-0.01,0.13,-0.21,TAB,0.30000000000000004
2024-01-17T13:13:25Z,Cleveland Cavaliers v Milwaukee Bucks,2024-01-18T00:30:00Z,Cleveland Cavaliers,Milwaukee Bucks,Player Assists,Brook Lopez,Milwaukee Bucks,1.5,2.1,1.65,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,586960,605673,NA,0.48,0.61,77,0.36,40,0.4,0.6,0.64,0.6,-0.11,0.03,-0.08,-0.01,0.12,-0.21,TAB,0.30000000000000004
2024-01-17T13:13:25Z,Cleveland Cavaliers v Milwaukee Bucks,2024-01-18T00:30:00Z,Cleveland Cavaliers,Milwaukee Bucks,Player Assists,Brook Lopez,Milwaukee Bucks,1.5,1.3,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,77,0.36,40,0.4,0.6,0.64,0.6,-0.41,NA,-0.37,NA,-0.17,NA,Neds,0.30000000000000004
2024-01-17T13:13:25Z,Atlanta Hawks v Orlando Magic,2024-01-18T00:30:00Z,Atlanta Hawks,Orlando Magic,Player Assists,Jalen Suggs,Orlando Magic,3.5,3.4,NA,Atlanta Hawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,53,0.36,36,0.25,0.3,0.64,0.75,0.06,NA,-0.04,NA,0.01,NA,BetRight,0.3
2024-01-17T13:13:25Z,Atlanta Hawks v Orlando Magic,2024-01-18T00:30:00Z,Atlanta Hawks,Orlando Magic,Player Assists,Jalen Suggs,Orlando Magic,3.5,3.4,NA,Atlanta Hawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,53,0.36,36,0.25,0.3,0.64,0.75,0.06,NA,-0.04,NA,0.01,NA,Pointsbet,0.3
2024-01-17T13:13:25Z,Atlanta Hawks v Orlando Magic,2024-01-18T00:30:00Z,Atlanta Hawks,Orlando Magic,Player Assists,Jalen Suggs,Orlando Magic,3.5,3.2,NA,Atlanta Hawks,NA,NA,NA,NA,NA,NA,586670,NA,NA,0.31,NA,53,0.36,36,0.25,0.3,0.64,0.75,0.05,NA,-0.06,NA,-0.01,NA,TAB,0.3
2024-01-17T13:13:25Z,Atlanta Hawks v Orlando Magic,2024-01-18T00:30:00Z,Atlanta Hawks,Orlando Magic,Player assists,Jalen Suggs,Orlando Magic,3.5,3.1,NA,Atlanta Hawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,53,0.36,36,0.25,0.3,0.64,0.75,0.04,NA,-0.07,NA,-0.02,NA,BlueBet,0.3
2024-01-17T13:13:25Z,Atlanta Hawks v Orlando Magic,2024-01-18T00:30:00Z,Atlanta Hawks,Orlando Magic,Player Assists,Jalen Suggs,Orlando Magic,3.5,1.7,NA,Atlanta Hawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,53,0.36,36,0.25,0.3,0.64,0.75,-0.23,NA,-0.34,NA,-0.29,NA,Neds,0.3
2024-01-17T13:13:25Z,Utah Jazz v Golden State Warriors,2024-01-18T02:00:00Z,Utah Jazz,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,3.5,7,NA,Utah Jazz,NA,NA,NA,NA,NA,NA,588154,NA,NA,0.14,NA,37,0.22,36,0.08,0.3,0.78,0.92,0.07,NA,-0.06,NA,0.16,NA,TAB,0.29
2024-01-17T13:13:25Z,Utah Jazz v Golden State Warriors,2024-01-18T02:00:00Z,Utah Jazz,Golden State Warriors,Player Assists,Andrew Wiggins,Golden State Warriors,3.5,2.3,NA,Utah Jazz,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,37,0.22,36,0.08,0.3,0.78,0.92,-0.22,NA,-0.35,NA,-0.13,NA,Neds,0.29
2024-01-17T13:13:25Z,New Orleans Pelicans v Charlotte Hornets,2024-01-18T01:00:00Z,New Orleans Pelicans,Charlotte Hornets,Player Assists,Nick Richards,Charlotte Hornets,1.5,3.75,NA,New Orleans Pelicans,NA,NA,NA,NA,NA,NA,587332,NA,NA,0.27,NA,65,0.12,31,0.13,0.2,0.88,0.87,-0.14,NA,-0.14,NA,-0.07,NA,TAB,0.28
2024-01-17T13:13:25Z,New Orleans Pelicans v Charlotte Hornets,2024-01-18T01:00:00Z,New Orleans Pelicans,Charlotte Hornets,Player Assists,Nick Richards,Charlotte Hornets,1.5,1.82,NA,New Orleans Pelicans,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,65,0.12,31,0.13,0.2,0.88,0.87,-0.43,NA,-0.42,NA,-0.35,NA,Neds,0.28
2024-01-17T13:13:25Z,Cleveland Cavaliers v Milwaukee Bucks,2024-01-18T00:30:00Z,Cleveland Cavaliers,Milwaukee Bucks,Player Assists,Malik Beasley,Milwaukee Bucks,1.5,2.4,1.53,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,605804,605805,NA,0.42,0.65,81,0.42,38,0.45,0.2,0.58,0.55,0,-0.07,0.03,-0.1,-0.22,0.15,TAB,0.24000000000000005
2024-01-17T13:13:25Z,Cleveland Cavaliers v Milwaukee Bucks,2024-01-18T00:30:00Z,Cleveland Cavaliers,Milwaukee Bucks,Player Assists,Malik Beasley,Milwaukee Bucks,1.5,2.3,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,586961,NA,NA,0.43,NA,81,0.42,38,0.45,0.2,0.58,0.55,-0.02,NA,0.01,NA,-0.23,NA,TAB,0.24000000000000005
2024-01-17T13:13:25Z,Cleveland Cavaliers v Milwaukee Bucks,2024-01-18T00:30:00Z,Cleveland Cavaliers,Milwaukee Bucks,Player Assists,Malik Beasley,Milwaukee Bucks,1.5,1.52,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,81,0.42,38,0.45,0.2,0.58,0.55,-0.24,NA,-0.21,NA,-0.46,NA,Neds,0.24000000000000005
2024-01-17T13:13:25Z,New Orleans Pelicans v Charlotte Hornets,2024-01-18T01:00:00Z,New Orleans Pelicans,Charlotte Hornets,Player Assists,Jonas Valanciunas,New Orleans Pelicans,1.5,1.68,NA,Charlotte Hornets,NA,NA,NA,NA,NA,NA,587329,NA,NA,0.6,NA,79,0.53,41,0.63,0.4,0.47,0.37,-0.06,NA,0.04,NA,-0.2,NA,TAB,0.24
2024-01-17T13:13:25Z,New Orleans Pelicans v Charlotte Hornets,2024-01-18T01:00:00Z,New Orleans Pelicans,Charlotte Hornets,Player Assists,Jonas Valanciunas,New Orleans Pelicans,1.5,1.19,NA,Charlotte Hornets,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,79,0.53,41,0.63,0.4,0.47,0.37,-0.31,NA,-0.21,NA,-0.44,NA,Neds,0.24
2024-01-17T13:13:25Z,New Orleans Pelicans v Charlotte Hornets,2024-01-18T01:00:00Z,New Orleans Pelicans,Charlotte Hornets,Player Assists,Jonas Valanciunas,New Orleans Pelicans,3.5,5.25,NA,Charlotte Hornets,NA,NA,NA,NA,NA,NA,587410,NA,NA,0.19,NA,79,0.13,41,0.22,0.1,0.87,0.78,-0.06,NA,0.03,NA,-0.09,NA,TAB,0.22999999999999998
