timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,class_external_id,competition_external_id,event_external_id,market_id,player_id,player_id_unders,prop_id,under_prop_id,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-16T12:45:24Z,Phoenix Suns v Sacramento Kings,2024-01-17T02:00:00Z,Phoenix Suns,Sacramento Kings,Player Assists,Keegan Murray,Sacramento Kings,1.5,2.3,NA,Phoenix Suns,NA,NA,NA,NA,NA,NA,639278,NA,NA,0.43,NA,80,0.35,35,0.43,0.4,0.65,0.57,-0.08,NA,-0.01,NA,-0.03,NA,TAB,0.12000000000000005
2024-01-16T12:45:24Z,Phoenix Suns v Sacramento Kings,2024-01-17T02:00:00Z,Phoenix Suns,Sacramento Kings,Player Assists,Keegan Murray,Sacramento Kings,1.5,1.83,NA,Phoenix Suns,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,80,0.35,35,0.43,0.4,0.65,0.57,-0.2,NA,-0.12,NA,-0.15,NA,Neds,0.12000000000000005
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Nikola Jokic,Denver Nuggets,11.5,4,NA,Philadelphia 76ers,16,19476,11625200,411832137,1842391231,NA,NA,NA,NA,0.25,NA,68,0.25,39,0.23,0.2,0.75,0.77,0,NA,-0.02,NA,-0.05,NA,Sportsbet,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Nikola Jokic,Denver Nuggets,11.5,3.4,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,68,0.25,39,0.23,0.2,0.75,0.77,-0.04,NA,-0.06,NA,-0.09,NA,Pointsbet,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Nikola Jokic,Denver Nuggets,11.5,3.4,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,638917,NA,NA,0.29,NA,68,0.25,39,0.23,0.2,0.75,0.77,-0.04,NA,-0.06,NA,-0.09,NA,TAB,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player assists,Nikola Jokic,Denver Nuggets,11.5,2.9,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,68,0.25,39,0.23,0.2,0.75,0.77,-0.09,NA,-0.11,NA,-0.14,NA,BlueBet,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Nikola Jokic,Denver Nuggets,11.5,2.75,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,68,0.25,39,0.23,0.2,0.75,0.77,-0.11,NA,-0.13,NA,-0.16,NA,Neds,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Nikola Jokic,Denver Nuggets,7.5,1.4,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,639011,NA,NA,0.71,NA,68,0.82,39,0.67,0.7,0.18,0.33,0.11,NA,-0.05,NA,-0.01,NA,TAB,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Nikola Jokic,Denver Nuggets,7.5,1.29,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,68,0.82,39,0.67,0.7,0.18,0.33,0.05,NA,-0.11,NA,-0.08,NA,Pointsbet,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Nikola Jokic,Denver Nuggets,7.5,1.29,NA,Philadelphia 76ers,16,19476,11625200,411832135,1842391229,NA,NA,NA,NA,0.78,NA,68,0.82,39,0.67,0.7,0.18,0.33,0.05,NA,-0.11,NA,-0.08,NA,Sportsbet,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Nikola Jokic,Denver Nuggets,7.5,1.24,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,68,0.82,39,0.67,0.7,0.18,0.33,0.02,NA,-0.14,NA,-0.11,NA,Neds,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player assists,Nikola Jokic,Denver Nuggets,7.5,1.22,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,68,0.82,39,0.67,0.7,0.18,0.33,0,NA,-0.15,NA,-0.12,NA,BlueBet,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Tyrese Maxey,Philadelphia 76ers,7.5,2.6,NA,Denver Nuggets,16,19476,11625200,411832135,1842390794,NA,NA,NA,NA,0.38,NA,59,0.02,37,0.38,0.3,0.98,0.62,-0.37,NA,-0.01,NA,-0.08,NA,Sportsbet,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Tyrese Maxey,Philadelphia 76ers,7.5,2.5,NA,Denver Nuggets,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,59,0.02,37,0.38,0.3,0.98,0.62,-0.38,NA,-0.02,NA,-0.1,NA,Pointsbet,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Tyrese Maxey,Philadelphia 76ers,7.5,2.5,1.49,Denver Nuggets,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-17,0.4,0.67,59,0.02,37,0.38,0.3,0.98,0.62,-0.38,0.31,-0.02,-0.05,-0.1,0.03,Unibet,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Tyrese Maxey,Philadelphia 76ers,7.5,2.4,NA,Denver Nuggets,NA,NA,NA,NA,NA,NA,639009,NA,NA,0.42,NA,59,0.02,37,0.38,0.3,0.98,0.62,-0.4,NA,-0.04,NA,-0.12,NA,TAB,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player assists,Tyrese Maxey,Philadelphia 76ers,7.5,2.25,NA,Denver Nuggets,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,59,0.02,37,0.38,0.3,0.98,0.62,-0.43,NA,-0.07,NA,-0.14,NA,BlueBet,0.10999999999999999
2024-01-16T12:45:24Z,Philadelphia 76ers v Denver Nuggets,2024-01-17T00:30:00Z,Philadelphia 76ers,Denver Nuggets,Player Assists,Tyrese Maxey,Philadelphia 76ers,7.5,2.05,NA,Denver Nuggets,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,59,0.02,37,0.38,0.3,0.98,0.62,-0.47,NA,-0.11,NA,-0.19,NA,Neds,0.10999999999999999
2024-01-16T12:45:24Z,Phoenix Suns v Sacramento Kings,2024-01-17T02:00:00Z,Phoenix Suns,Sacramento Kings,Player Assists,Devin Booker,Phoenix Suns,9.5,4.25,NA,Sacramento Kings,16,19476,11625201,411828388,1842381237,NA,NA,NA,NA,0.24,NA,53,0.08,30,0.23,0.1,0.92,0.77,-0.16,NA,-0,NA,-0.14,NA,Sportsbet,0.10000000000000003
2024-01-16T12:45:24Z,Phoenix Suns v Sacramento Kings,2024-01-17T02:00:00Z,Phoenix Suns,Sacramento Kings,Player Assists,Devin Booker,Phoenix Suns,9.5,4.2,NA,Sacramento Kings,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,53,0.08,30,0.23,0.1,0.92,0.77,-0.16,NA,-0,NA,-0.14,NA,Pointsbet,0.10000000000000003
2024-01-16T12:45:24Z,Phoenix Suns v Sacramento Kings,2024-01-17T02:00:00Z,Phoenix Suns,Sacramento Kings,Player Assists,Devin Booker,Phoenix Suns,9.5,3.5,NA,Sacramento Kings,NA,NA,NA,NA,NA,NA,639385,NA,NA,0.29,NA,53,0.08,30,0.23,0.1,0.92,0.77,-0.21,NA,-0.05,NA,-0.19,NA,TAB,0.10000000000000003
2024-01-16T12:45:24Z,Phoenix Suns v Sacramento Kings,2024-01-17T02:00:00Z,Phoenix Suns,Sacramento Kings,Player Assists,Devin Booker,Phoenix Suns,9.5,3.4,NA,Sacramento Kings,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,53,0.08,30,0.23,0.1,0.92,0.77,-0.22,NA,-0.06,NA,-0.19,NA,BetRight,0.10000000000000003
