timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,group_by_header,outcome_name,outcome_name_under,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-02-26T23:11:28Z,Indiana Pacers v Toronto Raptors,2024-02-27T00:00:00Z,Indiana Pacers,Toronto Raptors,Player Assists,Myles Turner,Indiana Pacers,1.5,2.8,1.4,Toronto Raptors,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.71,62,0.44,54,0.37,0.4,0.56,0.63,0.08,-0.15,0.01,-0.08,0.04,-0.11,TAB,0.28
2024-02-26T23:11:28Z,Indiana Pacers v Toronto Raptors,2024-02-27T00:00:00Z,Indiana Pacers,Toronto Raptors,Player Assists,Myles Turner,Indiana Pacers,1.5,2.5,NA,Toronto Raptors,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,62,0.44,54,0.37,0.4,0.56,0.63,0.04,NA,-0.03,NA,0,NA,TAB,0.28
2024-02-26T23:11:28Z,Indiana Pacers v Toronto Raptors,2024-02-27T00:00:00Z,Indiana Pacers,Toronto Raptors,Player Assists,Myles Turner,Indiana Pacers,1.5,1.57,NA,Toronto Raptors,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,62,0.44,54,0.37,0.4,0.56,0.63,-0.2,NA,-0.27,NA,-0.24,NA,Neds,0.28
2024-02-26T23:11:28Z,Indiana Pacers v Toronto Raptors,2024-02-27T00:00:00Z,Indiana Pacers,Toronto Raptors,Player Assists,Bennedict Mathurin,Indiana Pacers,1.5,1.58,NA,Toronto Raptors,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,78,0.46,53,0.51,0.3,0.54,0.49,-0.17,NA,-0.12,NA,-0.33,NA,TAB,0.18999999999999995
2024-02-26T23:11:28Z,Indiana Pacers v Toronto Raptors,2024-02-27T00:00:00Z,Indiana Pacers,Toronto Raptors,Player Assists,Bennedict Mathurin,Indiana Pacers,1.5,1.22,NA,Toronto Raptors,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,78,0.46,53,0.51,0.3,0.54,0.49,-0.36,NA,-0.31,NA,-0.52,NA,Neds,0.18999999999999995
2024-02-26T23:11:28Z,Indiana Pacers v Toronto Raptors,2024-02-27T00:00:00Z,Indiana Pacers,Toronto Raptors,Player Assists,Bennedict Mathurin,Indiana Pacers,3.5,4.75,NA,Toronto Raptors,Player Assists - Bennedict Mathurin (IND),Bennedict Mathurin 4+,NA,NA,NA,NA,NA,NA,0.21,NA,78,0.09,53,0.23,0.3,0.91,0.77,-0.12,NA,0.02,NA,0.09,NA,BetRight,0.17
2024-02-26T23:11:28Z,Indiana Pacers v Toronto Raptors,2024-02-27T00:00:00Z,Indiana Pacers,Toronto Raptors,Player Assists,Bennedict Mathurin,Indiana Pacers,3.5,4.75,NA,Toronto Raptors,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,78,0.09,53,0.23,0.3,0.91,0.77,-0.12,NA,0.02,NA,0.09,NA,TAB,0.17
2024-02-26T23:11:28Z,Indiana Pacers v Toronto Raptors,2024-02-27T00:00:00Z,Indiana Pacers,Toronto Raptors,Player assists,Bennedict Mathurin,Indiana Pacers,3.5,4.2,NA,Toronto Raptors,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,78,0.09,53,0.23,0.3,0.91,0.77,-0.15,NA,-0.01,NA,0.06,NA,BlueBet,0.17
2024-02-26T23:11:28Z,Indiana Pacers v Toronto Raptors,2024-02-27T00:00:00Z,Indiana Pacers,Toronto Raptors,Player Assists,Bennedict Mathurin,Indiana Pacers,3.5,2.65,NA,Toronto Raptors,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,78,0.09,53,0.23,0.3,0.91,0.77,-0.29,NA,-0.15,NA,-0.08,NA,Neds,0.17
2024-02-26T23:11:28Z,Sacramento Kings v Miami Heat,2024-02-27T03:00:00Z,Sacramento Kings,Miami Heat,Player Assists,Keegan Murray,Sacramento Kings,1.5,1.95,1.8,Miami Heat,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.56,80,0.35,52,0.48,0.5,0.65,0.52,-0.16,0.09,-0.03,-0.04,-0.01,-0.06,TAB,0.14
2024-02-26T23:11:28Z,Sacramento Kings v Miami Heat,2024-02-27T03:00:00Z,Sacramento Kings,Miami Heat,Player Assists,Keegan Murray,Sacramento Kings,1.5,1.85,NA,Miami Heat,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,80,0.35,52,0.48,0.5,0.65,0.52,-0.19,NA,-0.06,NA,-0.04,NA,TAB,0.14
2024-02-26T23:11:28Z,Sacramento Kings v Miami Heat,2024-02-27T03:00:00Z,Sacramento Kings,Miami Heat,Player Assists,Keegan Murray,Sacramento Kings,1.5,1.53,NA,Miami Heat,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,80,0.35,52,0.48,0.5,0.65,0.52,-0.3,NA,-0.17,NA,-0.15,NA,Neds,0.14
2024-02-26T23:11:28Z,New York Knicks v Detroit Pistons,2024-02-27T00:30:00Z,New York Knicks,Detroit Pistons,Player Assists,Cade Cunningham,Detroit Pistons,7.5,2.3,1.58,New York Knicks,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.63,12,0.25,46,0.43,0.4,0.75,0.57,-0.18,0.12,-0,-0.07,-0.03,-0.03,TAB,0.13000000000000006
2024-02-26T23:11:28Z,New York Knicks v Detroit Pistons,2024-02-27T00:30:00Z,New York Knicks,Detroit Pistons,Player Assists,Cade Cunningham,Detroit Pistons,7.5,2.25,NA,New York Knicks,NA,NA,NA,1780017,53248194,34,NA,NA,0.44,NA,12,0.25,46,0.43,0.4,0.75,0.57,-0.19,NA,-0.01,NA,-0.04,NA,Pointsbet,0.13000000000000006
