timestamp,match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency,player_name,player_team,line,over_price,opposition_team,under_price,total_points_line
2023-10-25T23:53:36Z,Charlotte Hornets v Atlanta Hawks,NA,Player assists,Charlotte Hornets,NA,Atlanta Hawks,NA,NA,BlueBet,Trae Young,Atlanta Hawks,7.5,1.27,Charlotte Hornets,NA,NA
2023-10-25T23:53:36Z,Charlotte Hornets v Atlanta Hawks,NA,Player assists,Charlotte Hornets,NA,Atlanta Hawks,NA,NA,BlueBet,Trae Young,Atlanta Hawks,9.5,1.92,Charlotte Hornets,NA,NA
2023-10-25T23:53:36Z,Charlotte Hornets v Atlanta Hawks,NA,Player assists,Charlotte Hornets,NA,Atlanta Hawks,NA,NA,BlueBet,Trae Young,Atlanta Hawks,11.5,3.4,Charlotte Hornets,NA,NA
2023-10-25T23:53:36Z,Charlotte Hornets v Atlanta Hawks,NA,Player assists,Charlotte Hornets,NA,Atlanta Hawks,NA,NA,BlueBet,Trae Young,Atlanta Hawks,14.5,9,Charlotte Hornets,NA,NA
2023-10-25T23:53:36Z,Orlando Magic v Houston Rockets,NA,Player assists,Orlando Magic,NA,Houston Rockets,NA,NA,BlueBet,Paolo Banchero,Orlando Magic,1.5,1.1,Houston Rockets,NA,NA
2023-10-25T23:53:36Z,Orlando Magic v Houston Rockets,NA,Player assists,Orlando Magic,NA,Houston Rockets,NA,NA,BlueBet,Paolo Banchero,Orlando Magic,4.5,2.8,Houston Rockets,NA,NA
2023-10-25T23:53:36Z,Orlando Magic v Houston Rockets,NA,Player assists,Orlando Magic,NA,Houston Rockets,NA,NA,BlueBet,Paolo Banchero,Orlando Magic,7.5,15,Houston Rockets,NA,NA
2023-10-25T23:53:36Z,Orlando Magic v Houston Rockets,NA,Player assists,Orlando Magic,NA,Houston Rockets,NA,NA,BlueBet,Paolo Banchero,Orlando Magic,9.5,23,Houston Rockets,NA,NA
2023-10-25T23:53:36Z,Orlando Magic v Houston Rockets,NA,Player assists,Orlando Magic,NA,Houston Rockets,NA,NA,BlueBet,Wendell Carter Jr.,Orlando Magic,1.5,1.67,Houston Rockets,NA,NA
2023-10-25T23:53:36Z,Orlando Magic v Houston Rockets,NA,Player assists,Orlando Magic,NA,Houston Rockets,NA,NA,BlueBet,Wendell Carter Jr.,Orlando Magic,4.5,12,Houston Rockets,NA,NA
2023-10-25T23:53:36Z,Orlando Magic v Houston Rockets,NA,Player assists,Orlando Magic,NA,Houston Rockets,NA,NA,BlueBet,Wendell Carter Jr.,Orlando Magic,7.5,26,Houston Rockets,NA,NA
