timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,group_by_header,outcome_name,outcome_name_under,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-03-06T00:42:50Z,Dallas Mavericks v Indiana Pacers,2024-03-06T01:30:00Z,Dallas Mavericks,Indiana Pacers,Player Assists,P.J. Washington,Dallas Mavericks,1.5,1.7,NA,Indiana Pacers,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,73,0.66,54,0.61,0.4,0.34,0.39,0.07,NA,0.02,NA,-0.19,NA,TAB,0.19000000000000006
2024-03-06T00:42:50Z,Dallas Mavericks v Indiana Pacers,2024-03-06T01:30:00Z,Dallas Mavericks,Indiana Pacers,Player Assists,P.J. Washington,Dallas Mavericks,1.5,1.68,2.1,Indiana Pacers,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.48,73,0.66,54,0.61,0.4,0.34,0.39,0.06,-0.13,0.02,-0.09,-0.2,0.12,Dabble,0.19000000000000006
2024-03-06T00:42:50Z,Dallas Mavericks v Indiana Pacers,2024-03-06T01:30:00Z,Dallas Mavericks,Indiana Pacers,Player Assists,P.J. Washington,Dallas Mavericks,1.5,1.68,2.1,Indiana Pacers,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.48,73,0.66,54,0.61,0.4,0.34,0.39,0.06,-0.13,0.02,-0.09,-0.2,0.12,TAB,0.19000000000000006
2024-03-06T00:42:50Z,Dallas Mavericks v Indiana Pacers,2024-03-06T01:30:00Z,Dallas Mavericks,Indiana Pacers,Player Assists,P.J. Washington,Dallas Mavericks,1.5,1.28,NA,Indiana Pacers,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,73,0.66,54,0.61,0.4,0.34,0.39,-0.12,NA,-0.17,NA,-0.38,NA,Neds,0.19000000000000006
2024-03-06T00:42:50Z,Denver Nuggets v Phoenix Suns,2024-03-06T03:00:00Z,Denver Nuggets,Phoenix Suns,Player Assists,Reggie Jackson,Denver Nuggets,1.5,1.33,NA,Phoenix Suns,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,67,0.88,60,0.9,1,0.12,0.1,0.13,NA,0.15,NA,0.25,NA,TAB,0.17000000000000004
2024-03-06T00:42:50Z,Denver Nuggets v Phoenix Suns,2024-03-06T03:00:00Z,Denver Nuggets,Phoenix Suns,Player Assists,Reggie Jackson,Denver Nuggets,1.5,1.3,NA,Phoenix Suns,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,67,0.88,60,0.9,1,0.12,0.1,0.11,NA,0.13,NA,0.23,NA,Dabble,0.17000000000000004
2024-03-06T00:42:50Z,Denver Nuggets v Phoenix Suns,2024-03-06T03:00:00Z,Denver Nuggets,Phoenix Suns,Player Assists,Reggie Jackson,Denver Nuggets,1.5,1.29,3.25,Phoenix Suns,Player Assists Over/Under 1.5 - Reggie Jackson (DEN),Reggie Jackson Over 1.5,Reggie Jackson Under 1.5,NA,NA,NA,NA,NA,0.78,0.31,67,0.88,60,0.9,1,0.12,0.1,0.11,-0.19,0.12,-0.21,0.22,-0.31,BetRight,0.17000000000000004
2024-03-06T00:42:50Z,Denver Nuggets v Phoenix Suns,2024-03-06T03:00:00Z,Denver Nuggets,Phoenix Suns,Player Assists,Reggie Jackson,Denver Nuggets,1.5,1.29,NA,Phoenix Suns,NA,NA,NA,1787038,53795466,91,NA,NA,0.78,NA,67,0.88,60,0.9,1,0.12,0.1,0.11,NA,0.12,NA,0.22,NA,Pointsbet,0.17000000000000004
2024-03-06T00:42:50Z,Denver Nuggets v Phoenix Suns,2024-03-06T03:00:00Z,Denver Nuggets,Phoenix Suns,Player Assists,Reggie Jackson,Denver Nuggets,1.5,1.09,NA,Phoenix Suns,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,67,0.88,60,0.9,1,0.12,0.1,-0.04,NA,-0.02,NA,0.08,NA,Neds,0.17000000000000004
2024-03-06T00:42:50Z,Dallas Mavericks v Indiana Pacers,2024-03-06T01:30:00Z,Dallas Mavericks,Indiana Pacers,Player Assists,P.J. Washington,Dallas Mavericks,3.5,6,NA,Indiana Pacers,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,73,0.26,54,0.19,0,0.74,0.81,0.09,NA,0.02,NA,-0.17,NA,Dabble,0.17
2024-03-06T00:42:50Z,Dallas Mavericks v Indiana Pacers,2024-03-06T01:30:00Z,Dallas Mavericks,Indiana Pacers,Player Assists,P.J. Washington,Dallas Mavericks,3.5,5.5,NA,Indiana Pacers,Player Assists - P.J. Washington (DAL),P.J. Washington 4+,NA,NA,NA,NA,NA,NA,0.18,NA,73,0.26,54,0.19,0,0.74,0.81,0.08,NA,0,NA,-0.18,NA,BetRight,0.17
2024-03-06T00:42:50Z,Dallas Mavericks v Indiana Pacers,2024-03-06T01:30:00Z,Dallas Mavericks,Indiana Pacers,Player Assists,P.J. Washington,Dallas Mavericks,3.5,5.5,NA,Indiana Pacers,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,73,0.26,54,0.19,0,0.74,0.81,0.08,NA,0,NA,-0.18,NA,TAB,0.17
2024-03-06T00:42:50Z,Dallas Mavericks v Indiana Pacers,2024-03-06T01:30:00Z,Dallas Mavericks,Indiana Pacers,Player assists,P.J. Washington,Dallas Mavericks,3.5,4.6,NA,Indiana Pacers,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,73,0.26,54,0.19,0,0.74,0.81,0.04,NA,-0.03,NA,-0.22,NA,BlueBet,0.17
2024-03-06T00:42:50Z,Dallas Mavericks v Indiana Pacers,2024-03-06T01:30:00Z,Dallas Mavericks,Indiana Pacers,Player Assists,P.J. Washington,Dallas Mavericks,3.5,2.95,NA,Indiana Pacers,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,73,0.26,54,0.19,0,0.74,0.81,-0.08,NA,-0.15,NA,-0.34,NA,Neds,0.17
