timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-30T23:05:33Z,Golden State Warriors v Philadelphia 76ers,2024-01-31T03:00:00Z,Golden State Warriors,Philadelphia 76ers,Player Assists,Andrew Wiggins,Golden State Warriors,1.5,1.8,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,0.56,NA,37,0.7,39,0.38,0.5,0.3,0.62,0.15,NA,-0.17,NA,-0.06,NA,TAB,0.1399999999999999
2024-01-30T23:05:33Z,Golden State Warriors v Philadelphia 76ers,2024-01-31T03:00:00Z,Golden State Warriors,Philadelphia 76ers,Player Assists,Andrew Wiggins,Golden State Warriors,1.5,1.75,2,Philadelphia 76ers,NA,NA,NA,NA,NA,0.57,0.5,37,0.7,39,0.38,0.5,0.3,0.62,0.13,-0.2,-0.19,0.12,-0.07,0,TAB,0.1399999999999999
2024-01-30T23:05:33Z,Golden State Warriors v Philadelphia 76ers,2024-01-31T03:00:00Z,Golden State Warriors,Philadelphia 76ers,Player Assists,Andrew Wiggins,Golden State Warriors,1.5,1.65,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,0.61,NA,37,0.7,39,0.38,0.5,0.3,0.62,0.1,NA,-0.22,NA,-0.11,NA,Sportsbet,0.1399999999999999
2024-01-30T23:05:33Z,Golden State Warriors v Philadelphia 76ers,2024-01-31T03:00:00Z,Golden State Warriors,Philadelphia 76ers,Player Assists,Andrew Wiggins,Golden State Warriors,1.5,1.42,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,0.7,NA,37,0.7,39,0.38,0.5,0.3,0.62,-0,NA,-0.32,NA,-0.2,NA,Neds,0.1399999999999999
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jrue Holiday,Boston Celtics,5.5,2.3,NA,Indiana Pacers,1757803,51546727,3,NA,NA,0.43,NA,67,0.76,44,0.34,0.3,0.24,0.66,0.33,NA,-0.09,NA,-0.13,NA,Pointsbet,0.12000000000000005
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jrue Holiday,Boston Celtics,5.5,2.2,1.62,Indiana Pacers,NA,NA,NA,NA,NA,0.45,0.62,67,0.76,44,0.34,0.3,0.24,0.66,0.31,-0.38,-0.11,0.04,-0.15,0.08,TAB,0.12000000000000005
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jrue Holiday,Boston Celtics,5.5,2.2,1.63,Indiana Pacers,NA,NA,NA,NA,2024-01-31,0.45,0.61,67,0.76,44,0.34,0.3,0.24,0.66,0.31,-0.37,-0.11,0.05,-0.15,0.09,Unibet,0.12000000000000005
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jrue Holiday,Boston Celtics,5.5,2.15,NA,Indiana Pacers,NA,NA,NA,NA,NA,0.47,NA,67,0.76,44,0.34,0.3,0.24,0.66,0.3,NA,-0.12,NA,-0.17,NA,Sportsbet,0.12000000000000005
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jrue Holiday,Boston Celtics,5.5,2.1,1.65,Indiana Pacers,NA,NA,NA,NA,NA,0.48,0.61,67,0.76,44,0.34,0.3,0.24,0.66,0.29,-0.37,-0.14,0.05,-0.18,0.09,BetRight,0.12000000000000005
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jrue Holiday,Boston Celtics,5.5,2.1,1.68,Indiana Pacers,NA,NA,NA,NA,NA,0.48,0.6,67,0.76,44,0.34,0.3,0.24,0.66,0.29,-0.36,-0.14,0.06,-0.18,0.1,Sportsbet,0.12000000000000005
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jrue Holiday,Boston Celtics,5.5,2.1,1.68,Indiana Pacers,NA,NA,NA,NA,NA,0.48,0.6,67,0.76,44,0.34,0.3,0.24,0.66,0.29,-0.36,-0.14,0.06,-0.18,0.1,Sportsbet,0.12000000000000005
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jrue Holiday,Boston Celtics,5.5,2.1,NA,Indiana Pacers,NA,NA,NA,NA,NA,0.48,NA,67,0.76,44,0.34,0.3,0.24,0.66,0.29,NA,-0.14,NA,-0.18,NA,TAB,0.12000000000000005
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jrue Holiday,Boston Celtics,5.5,2.02,1.73,Indiana Pacers,NA,NA,NA,NA,NA,0.5,0.58,67,0.76,44,0.34,0.3,0.24,0.66,0.27,-0.34,-0.15,0.08,-0.2,0.12,Neds,0.12000000000000005
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jrue Holiday,Boston Celtics,5.5,1.83,1.73,Indiana Pacers,NA,NA,NA,NA,NA,0.55,0.58,67,0.76,44,0.34,0.3,0.24,0.66,0.21,-0.34,-0.21,0.08,-0.25,0.12,Neds,0.12000000000000005
2024-01-30T23:05:33Z,New York Knicks v Utah Jazz,2024-01-31T00:30:00Z,New York Knicks,Utah Jazz,Player Assists,Jalen Brunson,New York Knicks,9.5,3.1,NA,Utah Jazz,NA,NA,NA,NA,NA,0.32,NA,68,0.09,45,0.04,0,0.91,0.96,-0.23,NA,-0.28,NA,-0.32,NA,TAB,0.12
2024-01-30T23:05:33Z,New York Knicks v Utah Jazz,2024-01-31T00:30:00Z,New York Knicks,Utah Jazz,Player Assists,Jalen Brunson,New York Knicks,9.5,2.8,1.38,Utah Jazz,NA,NA,NA,NA,NA,0.36,0.72,68,0.09,45,0.04,0,0.91,0.96,-0.27,0.19,-0.31,0.23,-0.36,0.28,BetRight,0.12
2024-01-30T23:05:33Z,New York Knicks v Utah Jazz,2024-01-31T00:30:00Z,New York Knicks,Utah Jazz,Player Assists,Jalen Brunson,New York Knicks,9.5,2.8,NA,Utah Jazz,NA,NA,NA,NA,NA,0.36,NA,68,0.09,45,0.04,0,0.91,0.96,-0.27,NA,-0.31,NA,-0.36,NA,Sportsbet,0.12
2024-01-30T23:05:33Z,New York Knicks v Utah Jazz,2024-01-31T00:30:00Z,New York Knicks,Utah Jazz,Player Assists,Jalen Brunson,New York Knicks,9.5,2.75,1.38,Utah Jazz,NA,NA,NA,NA,NA,0.36,0.72,68,0.09,45,0.04,0,0.91,0.96,-0.28,0.19,-0.32,0.23,-0.36,0.28,BetRight,0.12
2024-01-30T23:05:33Z,New York Knicks v Utah Jazz,2024-01-31T00:30:00Z,New York Knicks,Utah Jazz,Player Assists,Jalen Brunson,New York Knicks,9.5,2.75,NA,Utah Jazz,NA,NA,NA,NA,NA,0.36,NA,68,0.09,45,0.04,0,0.91,0.96,-0.28,NA,-0.32,NA,-0.36,NA,Sportsbet,0.12
2024-01-30T23:05:33Z,New York Knicks v Utah Jazz,2024-01-31T00:30:00Z,New York Knicks,Utah Jazz,Player Assists,Jalen Brunson,New York Knicks,9.5,2.7,NA,Utah Jazz,1757804,51546500,15,NA,NA,0.37,NA,68,0.09,45,0.04,0,0.91,0.96,-0.28,NA,-0.33,NA,-0.37,NA,Pointsbet,0.12
2024-01-30T23:05:33Z,New York Knicks v Utah Jazz,2024-01-31T00:30:00Z,New York Knicks,Utah Jazz,Player assists,Jalen Brunson,New York Knicks,9.5,2.65,NA,Utah Jazz,NA,NA,NA,NA,NA,0.38,NA,68,0.09,45,0.04,0,0.91,0.96,-0.29,NA,-0.33,NA,-0.38,NA,BlueBet,0.12
2024-01-30T23:05:33Z,New York Knicks v Utah Jazz,2024-01-31T00:30:00Z,New York Knicks,Utah Jazz,Player Assists,Jalen Brunson,New York Knicks,9.5,2.25,NA,Utah Jazz,NA,NA,NA,NA,NA,0.44,NA,68,0.09,45,0.04,0,0.91,0.96,-0.36,NA,-0.4,NA,-0.44,NA,Neds,0.12
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jayson Tatum,Boston Celtics,5.5,2.8,NA,Indiana Pacers,NA,NA,NA,NA,NA,0.36,NA,74,0.34,45,0.27,0.2,0.66,0.73,-0.02,NA,-0.09,NA,-0.16,NA,Sportsbet,0.12
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jayson Tatum,Boston Celtics,5.5,2.75,NA,Indiana Pacers,NA,NA,NA,NA,NA,0.36,NA,74,0.34,45,0.27,0.2,0.66,0.73,-0.03,NA,-0.1,NA,-0.16,NA,Sportsbet,0.12
2024-01-30T23:05:33Z,Boston Celtics v Indiana Pacers,2024-01-31T00:30:00Z,Boston Celtics,Indiana Pacers,Player Assists,Jayson Tatum,Boston Celtics,5.5,2.6,NA,Indiana Pacers,NA,NA,NA,NA,NA,0.38,NA,74,0.34,45,0.27,0.2,0.66,0.73,-0.05,NA,-0.12,NA,-0.18,NA,TAB,0.12
