timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-02-05T22:48:51Z,Philadelphia 76ers v Dallas Mavericks,2024-02-06T00:00:00Z,Philadelphia 76ers,Dallas Mavericks,Player Assists,Luka Doncic,Dallas Mavericks,11.5,4.1,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,0.24,NA,66,0.12,42,0.24,0.4,0.88,0.76,-0.12,NA,-0.01,NA,0.16,NA,Sportsbet,0.16000000000000003
2024-02-05T22:48:51Z,Philadelphia 76ers v Dallas Mavericks,2024-02-06T00:00:00Z,Philadelphia 76ers,Dallas Mavericks,Player Assists,Luka Doncic,Dallas Mavericks,11.5,3.4,NA,Philadelphia 76ers,1762600,51910167,16,NA,NA,0.29,NA,66,0.12,42,0.24,0.4,0.88,0.76,-0.17,NA,-0.06,NA,0.11,NA,Pointsbet,0.16000000000000003
2024-02-05T22:48:51Z,Philadelphia 76ers v Dallas Mavericks,2024-02-06T00:00:00Z,Philadelphia 76ers,Dallas Mavericks,Player Assists,Luka Doncic,Dallas Mavericks,11.5,3.1,1.32,Philadelphia 76ers,NA,NA,NA,NA,NA,0.32,0.76,66,0.12,42,0.24,0.4,0.88,0.76,-0.2,0.12,-0.08,0,0.08,-0.16,BetRight,0.16000000000000003
2024-02-05T22:48:51Z,Philadelphia 76ers v Dallas Mavericks,2024-02-06T00:00:00Z,Philadelphia 76ers,Dallas Mavericks,Player Assists,Luka Doncic,Dallas Mavericks,11.5,3.1,1.32,Philadelphia 76ers,NA,NA,NA,NA,NA,0.32,0.76,66,0.12,42,0.24,0.4,0.88,0.76,-0.2,0.12,-0.08,0,0.08,-0.16,BetRight,0.16000000000000003
2024-02-05T22:48:51Z,Philadelphia 76ers v Dallas Mavericks,2024-02-06T00:00:00Z,Philadelphia 76ers,Dallas Mavericks,Player Assists,Luka Doncic,Dallas Mavericks,11.5,3,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,0.33,NA,66,0.12,42,0.24,0.4,0.88,0.76,-0.21,NA,-0.1,NA,0.07,NA,TAB,0.16000000000000003
2024-02-05T22:48:51Z,Philadelphia 76ers v Dallas Mavericks,2024-02-06T00:00:00Z,Philadelphia 76ers,Dallas Mavericks,Player assists,Luka Doncic,Dallas Mavericks,11.5,2.85,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,0.35,NA,66,0.12,42,0.24,0.4,0.88,0.76,-0.23,NA,-0.11,NA,0.05,NA,BlueBet,0.16000000000000003
2024-02-05T22:48:51Z,Philadelphia 76ers v Dallas Mavericks,2024-02-06T00:00:00Z,Philadelphia 76ers,Dallas Mavericks,Player Assists,Luka Doncic,Dallas Mavericks,11.5,2.5,NA,Philadelphia 76ers,NA,NA,NA,NA,NA,0.4,NA,66,0.12,42,0.24,0.4,0.88,0.76,-0.28,NA,-0.16,NA,0,NA,Neds,0.16000000000000003
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,9.5,7,NA,Brooklyn Nets,NA,NA,NA,NA,NA,0.14,NA,72,0.19,22,0.14,0.2,0.81,0.86,0.05,NA,-0.01,NA,0.06,NA,Sportsbet,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,9.5,5.75,NA,Brooklyn Nets,1762616,51902927,65,NA,NA,0.17,NA,72,0.19,22,0.14,0.2,0.81,0.86,0.02,NA,-0.04,NA,0.03,NA,Pointsbet,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,9.5,5.5,NA,Brooklyn Nets,NA,NA,NA,NA,NA,0.18,NA,72,0.19,22,0.14,0.2,0.81,0.86,0.01,NA,-0.05,NA,0.02,NA,BetRight,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player assists,Draymond Green,Golden State Warriors,9.5,4.6,NA,Brooklyn Nets,NA,NA,NA,NA,NA,0.22,NA,72,0.19,22,0.14,0.2,0.81,0.86,-0.02,NA,-0.08,NA,-0.02,NA,BlueBet,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,9.5,4.25,NA,Brooklyn Nets,NA,NA,NA,NA,NA,0.24,NA,72,0.19,22,0.14,0.2,0.81,0.86,-0.04,NA,-0.1,NA,-0.04,NA,TAB,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,9.5,3.6,NA,Brooklyn Nets,NA,NA,NA,NA,NA,0.28,NA,72,0.19,22,0.14,0.2,0.81,0.86,-0.08,NA,-0.14,NA,-0.08,NA,Neds,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,7.5,2.85,NA,Brooklyn Nets,NA,NA,NA,NA,NA,0.35,NA,72,0.32,22,0.36,0.3,0.68,0.64,-0.03,NA,0.01,NA,-0.05,NA,Sportsbet,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,7.5,2.8,NA,Brooklyn Nets,NA,NA,NA,NA,NA,0.36,NA,72,0.32,22,0.36,0.3,0.68,0.64,-0.04,NA,0.01,NA,-0.06,NA,Sportsbet,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,7.5,2.75,1.41,Brooklyn Nets,NA,NA,NA,NA,2024-02-06,0.36,0.71,72,0.32,22,0.36,0.3,0.68,0.64,-0.04,-0.03,0,-0.07,-0.06,-0.01,Unibet,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,7.5,2.6,1.44,Brooklyn Nets,NA,NA,NA,NA,NA,0.38,0.69,72,0.32,22,0.36,0.3,0.68,0.64,-0.07,-0.01,-0.02,-0.06,-0.08,0.01,BetRight,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,7.5,2.6,1.44,Brooklyn Nets,NA,NA,NA,NA,NA,0.38,0.69,72,0.32,22,0.36,0.3,0.68,0.64,-0.07,-0.01,-0.02,-0.06,-0.08,0.01,BetRight,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,7.5,2.55,NA,Brooklyn Nets,1762616,51902927,64,NA,NA,0.39,NA,72,0.32,22,0.36,0.3,0.68,0.64,-0.07,NA,-0.03,NA,-0.09,NA,Pointsbet,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player assists,Draymond Green,Golden State Warriors,7.5,2.45,NA,Brooklyn Nets,NA,NA,NA,NA,NA,0.41,NA,72,0.32,22,0.36,0.3,0.68,0.64,-0.09,NA,-0.04,NA,-0.11,NA,BlueBet,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,7.5,2.2,NA,Brooklyn Nets,NA,NA,NA,NA,NA,0.45,NA,72,0.32,22,0.36,0.3,0.68,0.64,-0.14,NA,-0.09,NA,-0.15,NA,TAB,0.14
2024-02-05T22:48:51Z,Brooklyn Nets v Golden State Warriors,2024-02-06T00:30:00Z,Brooklyn Nets,Golden State Warriors,Player Assists,Draymond Green,Golden State Warriors,7.5,2.05,NA,Brooklyn Nets,NA,NA,NA,NA,NA,0.49,NA,72,0.32,22,0.36,0.3,0.68,0.64,-0.17,NA,-0.12,NA,-0.19,NA,Neds,0.14
2024-02-05T22:48:51Z,Atlanta Hawks v Los Angeles Clippers,2024-02-06T00:30:00Z,Atlanta Hawks,Los Angeles Clippers,Player Assists,Terance Mann,Los Angeles Clippers,1.5,2.1,1.68,Atlanta Hawks,NA,NA,NA,NA,NA,0.48,0.6,81,0.65,41,0.49,0.5,0.35,0.51,0.18,-0.25,0.01,-0.08,0.02,-0.1,TAB,0.14
2024-02-05T22:48:51Z,Atlanta Hawks v Los Angeles Clippers,2024-02-06T00:30:00Z,Atlanta Hawks,Los Angeles Clippers,Player Assists,Terance Mann,Los Angeles Clippers,1.5,2,NA,Atlanta Hawks,NA,NA,NA,NA,NA,0.5,NA,81,0.65,41,0.49,0.5,0.35,0.51,0.15,NA,-0.01,NA,0,NA,TAB,0.14
2024-02-05T22:48:51Z,Atlanta Hawks v Los Angeles Clippers,2024-02-06T00:30:00Z,Atlanta Hawks,Los Angeles Clippers,Player Assists,Terance Mann,Los Angeles Clippers,1.5,1.6,NA,Atlanta Hawks,NA,NA,NA,NA,NA,0.62,NA,81,0.65,41,0.49,0.5,0.35,0.51,0.03,NA,-0.14,NA,-0.12,NA,Neds,0.14
