timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,group_by_header,outcome_name,outcome_name_under,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-02-07T23:06:46Z,Washington Wizards v Cleveland Cavaliers,2024-02-08T00:00:00Z,Washington Wizards,Cleveland Cavaliers,Player Assists,Daniel Gafford,Washington Wizards,1.5,2.5,1.5,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.67,78,0.32,44,0.45,0.5,0.68,0.55,-0.08,0.01,0.05,-0.12,0.1,-0.17,TAB,0.21999999999999997
2024-02-07T23:06:46Z,Washington Wizards v Cleveland Cavaliers,2024-02-08T00:00:00Z,Washington Wizards,Cleveland Cavaliers,Player Assists,Daniel Gafford,Washington Wizards,1.5,2.4,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,78,0.32,44,0.45,0.5,0.68,0.55,-0.1,NA,0.04,NA,0.08,NA,TAB,0.21999999999999997
2024-02-07T23:06:46Z,Washington Wizards v Cleveland Cavaliers,2024-02-08T00:00:00Z,Washington Wizards,Cleveland Cavaliers,Player Assists,Daniel Gafford,Washington Wizards,1.5,1.6,NA,Cleveland Cavaliers,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,78,0.32,44,0.45,0.5,0.68,0.55,-0.3,NA,-0.17,NA,-0.12,NA,Neds,0.21999999999999997
2024-02-07T23:06:46Z,Miami Heat v San Antonio Spurs,2024-02-08T00:30:00Z,Miami Heat,San Antonio Spurs,Player Assists,Keldon Johnson,San Antonio Spurs,1.5,1.9,1.85,Miami Heat,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.54,63,0.76,47,0.72,0.4,0.24,0.28,0.24,-0.3,0.2,-0.26,-0.13,0.06,TAB,0.16999999999999993
2024-02-07T23:06:46Z,Miami Heat v San Antonio Spurs,2024-02-08T00:30:00Z,Miami Heat,San Antonio Spurs,Player Assists,Keldon Johnson,San Antonio Spurs,1.5,1.42,NA,Miami Heat,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,63,0.76,47,0.72,0.4,0.24,0.28,0.06,NA,0.02,NA,-0.3,NA,Neds,0.16999999999999993
2024-02-07T23:06:46Z,Miami Heat v San Antonio Spurs,2024-02-08T00:30:00Z,Miami Heat,San Antonio Spurs,Player Assists,Josh Richardson,Miami Heat,1.5,1.55,NA,San Antonio Spurs,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,65,0.71,40,0.72,0.6,0.29,0.28,0.06,NA,0.08,NA,-0.05,NA,TAB,0.16000000000000003
2024-02-07T23:06:46Z,Miami Heat v San Antonio Spurs,2024-02-08T00:30:00Z,Miami Heat,San Antonio Spurs,Player Assists,Josh Richardson,Miami Heat,1.5,1.24,NA,San Antonio Spurs,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,65,0.71,40,0.72,0.6,0.29,0.28,-0.1,NA,-0.08,NA,-0.21,NA,Neds,0.16000000000000003
2024-02-07T23:06:46Z,Sacramento Kings v Detroit Pistons,2024-02-08T03:00:00Z,Sacramento Kings,Detroit Pistons,Player Assists,Domantas Sabonis,Sacramento Kings,11.5,4.1,NA,Detroit Pistons,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,78,0.06,49,0.2,0.3,0.94,0.8,-0.18,NA,-0.04,NA,0.06,NA,Sportsbet,0.14
2024-02-07T23:06:46Z,Sacramento Kings v Detroit Pistons,2024-02-08T03:00:00Z,Sacramento Kings,Detroit Pistons,Player Assists,Domantas Sabonis,Sacramento Kings,11.5,3.3,NA,Detroit Pistons,Player Assists - Domantas Sabonis (SAC),Domantas Sabonis 12+,NA,NA,NA,NA,NA,NA,0.3,NA,78,0.06,49,0.2,0.3,0.94,0.8,-0.24,NA,-0.1,NA,-0,NA,BetRight,0.14
2024-02-07T23:06:46Z,Sacramento Kings v Detroit Pistons,2024-02-08T03:00:00Z,Sacramento Kings,Detroit Pistons,Player Assists,Domantas Sabonis,Sacramento Kings,11.5,3.3,NA,Detroit Pistons,NA,NA,NA,1764241,52030760,6,NA,NA,0.3,NA,78,0.06,49,0.2,0.3,0.94,0.8,-0.24,NA,-0.1,NA,-0,NA,Pointsbet,0.14
