timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Eric Gordon,Phoenix Suns,1.5,2.15,1.65,Los Angeles Lakers,NA,0.47,0.61,68,0.74,30,0.63,0.4,0.26,0.37,0.27,-0.34,0.17,-0.24,-0.07,-0.01,TAB,0.21000000000000008
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Eric Gordon,Phoenix Suns,1.5,1.46,NA,Los Angeles Lakers,NA,0.68,NA,68,0.74,30,0.63,0.4,0.26,0.37,0.05,NA,-0.05,NA,-0.28,NA,Neds,0.21000000000000008
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Austin Reaves,Los Angeles Lakers,7.5,4.2,NA,Phoenix Suns,NA,0.24,NA,64,0.06,38,0.24,0.4,0.94,0.76,-0.18,NA,-0,NA,0.16,NA,Sportsbet,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Austin Reaves,Los Angeles Lakers,7.5,3.6,NA,Phoenix Suns,NA,0.28,NA,64,0.06,38,0.24,0.4,0.94,0.76,-0.22,NA,-0.04,NA,0.12,NA,Pointsbet,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Austin Reaves,Los Angeles Lakers,7.5,3.5,NA,Phoenix Suns,NA,0.29,NA,64,0.06,38,0.24,0.4,0.94,0.76,-0.22,NA,-0.05,NA,0.11,NA,BetRight,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player assists,Austin Reaves,Los Angeles Lakers,7.5,3.2,NA,Phoenix Suns,NA,0.31,NA,64,0.06,38,0.24,0.4,0.94,0.76,-0.25,NA,-0.08,NA,0.09,NA,BlueBet,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Austin Reaves,Los Angeles Lakers,7.5,3.1,NA,Phoenix Suns,NA,0.32,NA,64,0.06,38,0.24,0.4,0.94,0.76,-0.26,NA,-0.09,NA,0.08,NA,TAB,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Austin Reaves,Los Angeles Lakers,7.5,2.8,NA,Phoenix Suns,NA,0.36,NA,64,0.06,38,0.24,0.4,0.94,0.76,-0.29,NA,-0.12,NA,0.04,NA,Neds,0.12
2024-01-11T22:47:58Z,Dallas Mavericks v New York Knicks,2024-01-12T01:30:00Z,Dallas Mavericks,New York Knicks,Player Assists,Dwight Powell,Dallas Mavericks,3.5,3.2,NA,New York Knicks,NA,0.31,NA,76,0.01,35,0.09,0.2,0.99,0.91,-0.3,NA,-0.23,NA,-0.11,NA,Sportsbet,0.12
2024-01-11T22:47:58Z,Dallas Mavericks v New York Knicks,2024-01-12T01:30:00Z,Dallas Mavericks,New York Knicks,Player Assists,Dwight Powell,Dallas Mavericks,3.5,2.85,NA,New York Knicks,NA,0.35,NA,76,0.01,35,0.09,0.2,0.99,0.91,-0.34,NA,-0.27,NA,-0.15,NA,Pointsbet,0.12
2024-01-11T22:47:58Z,Dallas Mavericks v New York Knicks,2024-01-12T01:30:00Z,Dallas Mavericks,New York Knicks,Player Assists,Dwight Powell,Dallas Mavericks,3.5,2.6,NA,New York Knicks,NA,0.38,NA,76,0.01,35,0.09,0.2,0.99,0.91,-0.37,NA,-0.3,NA,-0.18,NA,TAB,0.12
2024-01-11T22:47:58Z,Dallas Mavericks v New York Knicks,2024-01-12T01:30:00Z,Dallas Mavericks,New York Knicks,Player Assists,Dwight Powell,Dallas Mavericks,3.5,2.3,NA,New York Knicks,NA,0.43,NA,76,0.01,35,0.09,0.2,0.99,0.91,-0.42,NA,-0.35,NA,-0.23,NA,Neds,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Grayson Allen,Phoenix Suns,3.5,2.75,1.42,Los Angeles Lakers,2024-01-12,0.36,0.7,72,0.26,32,0.31,0.4,0.74,0.69,-0.1,0.03,-0.05,-0.02,0.04,-0.1,Unibet,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Grayson Allen,Phoenix Suns,3.5,2.6,NA,Los Angeles Lakers,NA,0.38,NA,72,0.26,32,0.31,0.4,0.74,0.69,-0.12,NA,-0.07,NA,0.02,NA,Pointsbet,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Grayson Allen,Phoenix Suns,3.5,2.55,NA,Los Angeles Lakers,NA,0.39,NA,72,0.26,32,0.31,0.4,0.74,0.69,-0.13,NA,-0.08,NA,0.01,NA,Sportsbet,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Grayson Allen,Phoenix Suns,3.5,2.5,1.46,Los Angeles Lakers,NA,0.4,0.68,72,0.26,32,0.31,0.4,0.74,0.69,-0.14,0.05,-0.09,0,0,-0.08,BetRight,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Grayson Allen,Phoenix Suns,3.5,2.5,1.5,Los Angeles Lakers,NA,0.4,0.67,72,0.26,32,0.31,0.4,0.74,0.69,-0.14,0.07,-0.09,0.02,0,-0.07,TAB,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Grayson Allen,Phoenix Suns,3.5,2.3,NA,Los Angeles Lakers,NA,0.43,NA,72,0.26,32,0.31,0.4,0.74,0.69,-0.17,NA,-0.12,NA,-0.03,NA,TAB,0.12
2024-01-11T22:47:58Z,Los Angeles Lakers v Phoenix Suns,2024-01-12T03:00:00Z,Los Angeles Lakers,Phoenix Suns,Player Assists,Grayson Allen,Phoenix Suns,3.5,2.1,NA,Los Angeles Lakers,NA,0.48,NA,72,0.26,32,0.31,0.4,0.74,0.69,-0.21,NA,-0.16,NA,-0.08,NA,Neds,0.12
