timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-22T22:51:43Z,Detroit Pistons v Milwaukee Bucks,2024-01-23T00:00:00Z,Detroit Pistons,Milwaukee Bucks,Player Assists,Ausar Thompson,Detroit Pistons,1.5,2.55,1.48,Milwaukee Bucks,NA,0.39,0.68,NA,NA,42,0.6,0.3,NA,0.4,NA,NA,0.2,-0.27,-0.09,0.02,TAB,0.29999999999999993
2024-01-22T22:51:43Z,Detroit Pistons v Milwaukee Bucks,2024-01-23T00:00:00Z,Detroit Pistons,Milwaukee Bucks,Player Assists,Ausar Thompson,Detroit Pistons,1.5,2.4,NA,Milwaukee Bucks,NA,0.42,NA,NA,NA,42,0.6,0.3,NA,0.4,NA,NA,0.18,NA,-0.12,NA,TAB,0.29999999999999993
2024-01-22T22:51:43Z,Detroit Pistons v Milwaukee Bucks,2024-01-23T00:00:00Z,Detroit Pistons,Milwaukee Bucks,Player Assists,Ausar Thompson,Detroit Pistons,1.5,1.45,NA,Milwaukee Bucks,NA,0.69,NA,NA,NA,42,0.6,0.3,NA,0.4,NA,NA,-0.09,NA,-0.39,NA,Neds,0.29999999999999993
2024-01-22T22:51:43Z,Orlando Magic v Cleveland Cavaliers,2024-01-23T00:00:00Z,Orlando Magic,Cleveland Cavaliers,Player Assists,Wendell Carter Jr.,Orlando Magic,1.5,1.75,NA,Cleveland Cavaliers,NA,0.57,NA,57,0.75,17,0.53,0.3,0.25,0.47,0.18,NA,-0.04,NA,-0.27,NA,TAB,0.17000000000000004
2024-01-22T22:51:43Z,Orlando Magic v Cleveland Cavaliers,2024-01-23T00:00:00Z,Orlando Magic,Cleveland Cavaliers,Player Assists,Wendell Carter Jr.,Orlando Magic,1.5,1.72,2.05,Cleveland Cavaliers,NA,0.58,0.49,57,0.75,17,0.53,0.3,0.25,0.47,0.17,-0.24,-0.05,-0.02,-0.28,0.21,TAB,0.17000000000000004
2024-01-22T22:51:43Z,Orlando Magic v Cleveland Cavaliers,2024-01-23T00:00:00Z,Orlando Magic,Cleveland Cavaliers,Player Assists,Wendell Carter Jr.,Orlando Magic,1.5,1.36,NA,Cleveland Cavaliers,NA,0.74,NA,57,0.75,17,0.53,0.3,0.25,0.47,0.02,NA,-0.21,NA,-0.44,NA,Neds,0.17000000000000004
2024-01-22T22:51:43Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Keegan Murray,Sacramento Kings,1.5,2.2,1.62,Atlanta Hawks,NA,0.45,0.62,80,0.35,37,0.43,0.5,0.65,0.57,-0.1,0.03,-0.02,-0.05,0.05,-0.12,TAB,0.16999999999999998
2024-01-22T22:51:43Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Keegan Murray,Sacramento Kings,1.5,2.05,NA,Atlanta Hawks,NA,0.49,NA,80,0.35,37,0.43,0.5,0.65,0.57,-0.14,NA,-0.06,NA,0.01,NA,TAB,0.16999999999999998
2024-01-22T22:51:43Z,Sacramento Kings v Atlanta Hawks,2024-01-23T03:00:00Z,Sacramento Kings,Atlanta Hawks,Player Assists,Keegan Murray,Sacramento Kings,1.5,1.62,NA,Atlanta Hawks,NA,0.62,NA,80,0.35,37,0.43,0.5,0.65,0.57,-0.27,NA,-0.18,NA,-0.12,NA,Neds,0.16999999999999998
2024-01-22T22:51:43Z,Toronto Raptors v Memphis Grizzlies,2024-01-23T00:30:00Z,Toronto Raptors,Memphis Grizzlies,Player Assists,Luke Kennard,Memphis Grizzlies,5.5,4.2,NA,Toronto Raptors,NA,0.24,NA,59,0,19,0.11,0.2,1,0.89,-0.24,NA,-0.13,NA,-0.04,NA,Pointsbet,0.14
