timestamp,match,start_time,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,opposition_team,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders,date,implied_prob_over,implied_prob_under,games_played_2022_2023,empirical_prob_over_2022_23,games_played_2023_2024,empirical_prob_over_2023_24,empirical_prob_last_10,empirical_prob_under_2022_23,empirical_prob_under_2023_24,diff_over_2022_23,diff_under_2022_23,diff_over_2023_24,diff_under_2023_24,diff_over_last_10,diff_under_last_10,agency,variation
2024-01-27T23:29:22Z,Charlotte Hornets v Utah Jazz,2024-01-28T00:00:00Z,Charlotte Hornets,Utah Jazz,Player Assists,Miles Bridges,Charlotte Hornets,3.5,2.7,1.43,Utah Jazz,NA,NA,NA,NA,2024-01-28,0.37,0.7,NA,NA,32,0.31,0.2,NA,0.69,NA,NA,-0.06,-0.01,-0.17,0.1,Unibet,0.19999999999999996
2024-01-27T23:29:22Z,Charlotte Hornets v Utah Jazz,2024-01-28T00:00:00Z,Charlotte Hornets,Utah Jazz,Player Assists,Miles Bridges,Charlotte Hornets,3.5,2.2,1.64,Utah Jazz,NA,NA,NA,NA,NA,0.45,0.61,NA,NA,32,0.31,0.2,NA,0.69,NA,NA,-0.14,0.08,-0.25,0.19,Neds,0.19999999999999996
2024-01-27T23:29:22Z,Charlotte Hornets v Utah Jazz,2024-01-28T00:00:00Z,Charlotte Hornets,Utah Jazz,Player Assists,Miles Bridges,Charlotte Hornets,3.5,1.96,1.64,Utah Jazz,NA,NA,NA,NA,NA,0.51,0.61,NA,NA,32,0.31,0.2,NA,0.69,NA,NA,-0.2,0.08,-0.31,0.19,Neds,0.19999999999999996
2024-01-27T23:29:22Z,Charlotte Hornets v Utah Jazz,2024-01-28T00:00:00Z,Charlotte Hornets,Utah Jazz,Player Assists,Miles Bridges,Charlotte Hornets,3.5,1.83,1.9,Utah Jazz,1755449,51372841,5,6,NA,0.55,0.53,NA,NA,32,0.31,0.2,NA,0.69,NA,NA,-0.23,0.16,-0.35,0.27,Pointsbet,0.19999999999999996
2024-01-27T23:29:22Z,Charlotte Hornets v Utah Jazz,2024-01-28T00:00:00Z,Charlotte Hornets,Utah Jazz,Player Assists,Miles Bridges,Charlotte Hornets,3.5,1.8,NA,Utah Jazz,1755449,51372836,2,NA,NA,0.56,NA,NA,NA,32,0.31,0.2,NA,0.69,NA,NA,-0.24,NA,-0.36,NA,Pointsbet,0.19999999999999996
2024-01-27T23:29:22Z,Charlotte Hornets v Utah Jazz,2024-01-28T00:00:00Z,Charlotte Hornets,Utah Jazz,Player Assists,Miles Bridges,Charlotte Hornets,3.5,1.76,NA,Utah Jazz,NA,NA,NA,NA,NA,0.57,NA,NA,NA,32,0.31,0.2,NA,0.69,NA,NA,-0.26,NA,-0.37,NA,Sportsbet,0.19999999999999996
2024-01-27T23:29:22Z,Charlotte Hornets v Utah Jazz,2024-01-28T00:00:00Z,Charlotte Hornets,Utah Jazz,Player Assists,Miles Bridges,Charlotte Hornets,3.5,1.76,2.02,Utah Jazz,NA,NA,NA,NA,NA,0.57,0.5,NA,NA,32,0.31,0.2,NA,0.69,NA,NA,-0.26,0.19,-0.37,0.3,Sportsbet,0.19999999999999996
2024-01-27T23:29:22Z,Charlotte Hornets v Utah Jazz,2024-01-28T00:00:00Z,Charlotte Hornets,Utah Jazz,Player Assists,Miles Bridges,Charlotte Hornets,3.5,1.76,2.02,Utah Jazz,NA,NA,NA,NA,NA,0.57,0.5,NA,NA,32,0.31,0.2,NA,0.69,NA,NA,-0.26,0.19,-0.37,0.3,Sportsbet,0.19999999999999996
2024-01-27T23:29:22Z,Charlotte Hornets v Utah Jazz,2024-01-28T00:00:00Z,Charlotte Hornets,Utah Jazz,Player Assists,Miles Bridges,Charlotte Hornets,2.5,1.66,2.15,Utah Jazz,NA,NA,NA,NA,2024-01-28,0.6,0.47,NA,NA,32,0.53,0.5,NA,0.47,NA,NA,-0.07,0,-0.1,0.03,Unibet,0.19000000000000006
2024-01-27T23:29:22Z,Charlotte Hornets v Utah Jazz,2024-01-28T00:00:00Z,Charlotte Hornets,Utah Jazz,Player Assists,Miles Bridges,Charlotte Hornets,2.5,1.33,3.2,Utah Jazz,1755449,51372841,3,4,NA,0.75,0.31,NA,NA,32,0.53,0.5,NA,0.47,NA,NA,-0.22,0.16,-0.25,0.19,Pointsbet,0.19000000000000006
